col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Representative In The General Assembly 188th District - Democrat,,,Representative In Congress 5th District - Democrat,,,,,,,,All
,James R Roebuck,Diane Settles,Jeff Curry,Rich Lazer,Theresa M Wright,Molly Sheehan,Lindy Li,Mary Gay Scanlon,Greg Vitali,Ashley Lunkenheimer,Thaddeus Kirkland,All
James R Roebuck,11,0,0,19,6,8,5,4,2,2,1,All
Diane Settles,,4,0,6,7,3,5,1,1,1,0,All
Jeff Curry,,,0,0,0,0,0,0,1,0,0,All
Rich Lazer,,,,0,0,0,0,0,0,0,0,All
Theresa M Wright,,,,,1,0,0,0,0,0,0,All
Molly Sheehan,,,,,,0,0,0,0,0,0,All
Lindy Li,,,,,,,0,0,0,0,0,All
Mary Gay Scanlon,,,,,,,,3,0,0,0,All
Greg Vitali,,,,,,,,,0,0,0,All
Ashley Lunkenheimer,,,,,,,,,,0,0,All
Thaddeus Kirkland,,,,,,,,,,,0,All
Total,58,28,1,25,14,11,10,8,4,3,1,All
,Representative In The General Assembly 188th District - Democrat,,,Representative In Congress 5th District - Democrat,,,,,,,,4
,James R Roebuck,Diane Settles,Jeff Curry,Rich Lazer,Theresa M Wright,Molly Sheehan,Lindy Li,Mary Gay Scanlon,Greg Vitali,Ashley Lunkenheimer,Thaddeus Kirkland,4
James R Roebuck,11,0,0,19,6,8,5,4,2,2,1,4
Diane Settles,,4,0,6,7,3,5,1,1,1,0,4
Jeff Curry,,,0,0,0,0,0,0,1,0,0,4
Rich Lazer,,,,0,0,0,0,0,0,0,0,4
Theresa M Wright,,,,,1,0,0,0,0,0,0,4
Molly Sheehan,,,,,,0,0,0,0,0,0,4
Lindy Li,,,,,,,0,0,0,0,0,4
Mary Gay Scanlon,,,,,,,,3,0,0,0,4
Greg Vitali,,,,,,,,,0,0,0,4
Ashley Lunkenheimer,,,,,,,,,,0,0,4
Thaddeus Kirkland,,,,,,,,,,,0,4
Total,58,28,1,25,14,11,10,8,4,3,1,4
