col_1,col_2,col_3,division
,Representative In The General Assembly 172nd District - Democrat,Governor - Democrat,All
,Kevin J Boyle,Tom Wolf,All
Kevin J Boyle,41,278,All
Tom Wolf,,20,All
Total,319,298,All
,Representative In The General Assembly 172nd District - Democrat,Governor - Democrat,1
,Kevin J Boyle,Tom Wolf,1
Kevin J Boyle,10,53,1
Tom Wolf,,3,1
Total,63,56,1
,Representative In The General Assembly 172nd District - Democrat,Governor - Democrat,3
,Kevin J Boyle,Tom Wolf,3
Kevin J Boyle,6,30,3
Tom Wolf,,2,3
Total,36,32,3
,Governor - Democrat,Representative In The General Assembly 172nd District - Democrat,5
,Tom Wolf,Kevin J Boyle,5
Tom Wolf,3,46,5
Kevin J Boyle,,2,5
Total,49,48,5
,Representative In The General Assembly 172nd District - Democrat,Governor - Democrat,7
,Kevin J Boyle,Tom Wolf,7
Kevin J Boyle,7,39,7
Tom Wolf,,2,7
Total,46,41,7
,Representative In The General Assembly 172nd District - Democrat,Governor - Democrat,8
,Kevin J Boyle,Tom Wolf,8
Kevin J Boyle,6,29,8
Tom Wolf,,6,8
Total,35,35,8
,Representative In The General Assembly 172nd District - Democrat,Governor - Democrat,9
,Kevin J Boyle,Tom Wolf,9
Kevin J Boyle,1,21,9
Tom Wolf,,0,9
Total,22,21,9
,Representative In The General Assembly 172nd District - Democrat,Governor - Democrat,15
,Kevin J Boyle,Tom Wolf,15
Kevin J Boyle,9,60,15
Tom Wolf,,4,15
Total,69,64,15
