col_1,col_2,col_3,col_4,division
,Governor - Democrat,Representative In Congress 3rd District - Democrat,,1
,Tom Wolf,Dwight Evans,Kevin Johnson,1
Tom Wolf,3,36,6,1
Dwight Evans,,1,0,1
Kevin Johnson,,,1,1
Total,45,37,7,1
,Governor - Democrat,Representative In Congress 3rd District - Democrat,,2
,Tom Wolf,Dwight Evans,Kevin Johnson,2
Tom Wolf,7,39,6,2
Dwight Evans,,1,0,2
Kevin Johnson,,,0,2
Total,52,40,6,2
,Governor - Democrat,Representative In Congress 3rd District - Democrat,,3
,Tom Wolf,Dwight Evans,Kevin Johnson,3
Tom Wolf,2,44,4,3
Dwight Evans,,4,0,3
Kevin Johnson,,,0,3
Total,50,48,4,3
,Governor - Democrat,Representative In Congress 3rd District - Democrat,,4
,Tom Wolf,Dwight Evans,Kevin Johnson,4
Tom Wolf,4,41,1,4
Dwight Evans,,3,0,4
Kevin Johnson,,,3,4
Total,46,44,4,4
,Governor - Democrat,Representative In Congress 3rd District - Democrat,,5
,Tom Wolf,Dwight Evans,Kevin Johnson,5
Tom Wolf,1,42,3,5
Dwight Evans,,3,0,5
Kevin Johnson,,,0,5
Total,46,45,3,5
,Governor - Democrat,Representative In Congress 3rd District - Democrat,,6
,Tom Wolf,Dwight Evans,Kevin Johnson,6
Tom Wolf,4,44,7,6
Dwight Evans,,3,0,6
Kevin Johnson,,,0,6
Total,55,47,7,6
,Governor - Democrat,Representative In Congress 3rd District - Democrat,,7
,Tom Wolf,Dwight Evans,Kevin Johnson,7
Tom Wolf,3,51,4,7
Dwight Evans,,4,0,7
Kevin Johnson,,,1,7
Total,58,55,5,7
,Governor - Democrat,Representative In Congress 3rd District - Democrat,,8
,Tom Wolf,Dwight Evans,Kevin Johnson,8
Tom Wolf,8,41,9,8
Dwight Evans,,5,0,8
Kevin Johnson,,,1,8
Total,58,46,10,8
,Governor - Democrat,Representative In Congress 3rd District - Democrat,,9
,Tom Wolf,Dwight Evans,Kevin Johnson,9
Tom Wolf,5,54,5,9
Dwight Evans,,1,0,9
Kevin Johnson,,,2,9
Total,64,55,7,9
,Governor - Democrat,Representative In Congress 3rd District - Democrat,,10
,Tom Wolf,Dwight Evans,Kevin Johnson,10
Tom Wolf,5,17,5,10
Dwight Evans,,6,0,10
Kevin Johnson,,,1,10
Total,27,23,6,10
,Governor - Democrat,Representative In Congress 3rd District - Democrat,,11
,Tom Wolf,Dwight Evans,Kevin Johnson,11
Tom Wolf,0,22,6,11
Dwight Evans,,3,0,11
Kevin Johnson,,,1,11
Total,28,25,7,11
,Governor - Democrat,Representative In Congress 3rd District - Democrat,,12
,Tom Wolf,Dwight Evans,Kevin Johnson,12
Tom Wolf,2,37,7,12
Dwight Evans,,2,0,12
Kevin Johnson,,,0,12
Total,46,39,7,12
,Governor - Democrat,Representative In Congress 3rd District - Democrat,,13
,Tom Wolf,Dwight Evans,Kevin Johnson,13
Tom Wolf,5,44,4,13
Dwight Evans,,3,0,13
Kevin Johnson,,,0,13
Total,53,47,4,13
,Governor - Democrat,Representative In Congress 3rd District - Democrat,,14
,Tom Wolf,Dwight Evans,Kevin Johnson,14
Tom Wolf,2,19,8,14
Dwight Evans,,0,0,14
Kevin Johnson,,,0,14
Total,29,19,8,14
,Governor - Democrat,Representative In Congress 3rd District - Democrat,,15
,Tom Wolf,Dwight Evans,Kevin Johnson,15
Tom Wolf,8,28,7,15
Dwight Evans,,1,0,15
Kevin Johnson,,,0,15
Total,43,29,7,15
,Governor - Democrat,Representative In Congress 3rd District - Democrat,,16
,Tom Wolf,Dwight Evans,Kevin Johnson,16
Tom Wolf,3,19,10,16
Dwight Evans,,3,0,16
Kevin Johnson,,,0,16
Total,32,22,10,16
,Governor - Democrat,Representative In Congress 3rd District - Democrat,,17
,Tom Wolf,Dwight Evans,Kevin Johnson,17
Tom Wolf,5,71,20,17
Dwight Evans,,2,0,17
Kevin Johnson,,,1,17
Total,96,73,21,17
,Governor - Democrat,Representative In Congress 3rd District - Democrat,,18
,Tom Wolf,Dwight Evans,Kevin Johnson,18
Tom Wolf,5,67,17,18
Dwight Evans,,7,0,18
Kevin Johnson,,,1,18
Total,89,74,18,18
,Governor - Democrat,Representative In Congress 3rd District - Democrat,,All
,Tom Wolf,Dwight Evans,Kevin Johnson,All
Tom Wolf,72,716,129,All
Dwight Evans,,52,0,All
Kevin Johnson,,,12,All
Total,917,768,141,All
