col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Representative In The General Assembly 197th District - Democrat,,,All
,David Rodriguez,Humberto Perez,Jaime Bouldin,Sharon Vaughn,Barbara Carroll,Latrice Y Bryant,Dustin Morris,Robert Taylor,Jonathan M Gary,Frederick Ramirez,Emilio Vazquez,Danilo Burgos,All
David Rodriguez,2,122,113,102,89,83,78,80,78,84,92,48,All
Humberto Perez,,3,113,88,83,81,78,78,78,71,51,40,All
Jaime Bouldin,,,1,91,79,78,79,77,78,85,41,37,All
Sharon Vaughn,,,,6,87,78,79,78,73,52,52,42,All
Barbara Carroll,,,,,1,73,74,74,71,41,33,25,All
Latrice Y Bryant,,,,,,0,72,77,77,36,31,19,All
Dustin Morris,,,,,,,0,72,73,37,29,19,All
Robert Taylor,,,,,,,,1,77,35,28,20,All
Jonathan M Gary,,,,,,,,,0,35,27,17,All
Frederick Ramirez,,,,,,,,,,36,0,0,All
Emilio Vazquez,,,,,,,,,,,32,0,All
Danilo Burgos,,,,,,,,,,,,44,All
Total,227,165,165,152,100,87,85,85,80,170,153,136,All
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Representative In The General Assembly 197th District - Democrat,,,2
,David Rodriguez,Sharon Vaughn,Barbara Carroll,Dustin Morris,Humberto Perez,Jaime Bouldin,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,Danilo Burgos,Emilio Vazquez,Frederick Ramirez,2
David Rodriguez,0,11,10,8,10,9,8,8,8,9,8,3,2
Sharon Vaughn,,0,10,9,8,8,7,8,8,9,5,2,2
Barbara Carroll,,,0,9,9,8,8,7,8,4,5,2,2
Dustin Morris,,,,0,8,8,8,7,7,5,5,1,2
Humberto Perez,,,,,0,8,8,7,7,4,4,2,2
Jaime Bouldin,,,,,,0,7,7,7,5,3,1,2
Jonathan M Gary,,,,,,,0,7,7,3,4,1,2
Latrice Y Bryant,,,,,,,,0,7,3,4,1,2
Robert Taylor,,,,,,,,,0,3,4,1,2
Danilo Burgos,,,,,,,,,,5,0,0,2
Emilio Vazquez,,,,,,,,,,,8,0,2
Frederick Ramirez,,,,,,,,,,,,4,2
Total,21,16,11,11,10,10,8,8,8,19,17,7,2
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Representative In The General Assembly 197th District - Democrat,,,3
,David Rodriguez,Jaime Bouldin,Sharon Vaughn,Humberto Perez,Barbara Carroll,Latrice Y Bryant,Robert Taylor,Jonathan M Gary,Dustin Morris,Emilio Vazquez,Frederick Ramirez,Danilo Burgos,3
David Rodriguez,1,10,9,12,9,8,8,7,6,20,8,6,3
Jaime Bouldin,,0,6,10,6,7,7,7,6,4,6,5,3
Sharon Vaughn,,,1,7,8,5,6,5,6,7,4,2,3
Humberto Perez,,,,0,8,8,7,7,6,5,5,3,3
Barbara Carroll,,,,,0,6,6,5,6,4,2,3,3
Latrice Y Bryant,,,,,,0,7,7,5,2,3,3,3
Robert Taylor,,,,,,,0,7,5,3,3,2,3
Jonathan M Gary,,,,,,,,0,5,2,3,2,3
Dustin Morris,,,,,,,,,0,2,2,2,3
Emilio Vazquez,,,,,,,,,,3,0,0,3
Frederick Ramirez,,,,,,,,,,,3,0,3
Danilo Burgos,,,,,,,,,,,,2,3
Total,35,15,14,13,9,8,8,7,6,28,13,11,3
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Representative In The General Assembly 197th District - Democrat,,,4
,Sharon Vaughn,David Rodriguez,Humberto Perez,Jaime Bouldin,Barbara Carroll,Dustin Morris,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,Frederick Ramirez,Emilio Vazquez,Danilo Burgos,4
Sharon Vaughn,1,9,7,7,5,5,4,4,4,8,7,1,4
David Rodriguez,,0,8,7,5,4,4,4,4,6,6,3,4
Humberto Perez,,,0,8,5,4,4,4,4,6,3,2,4
Jaime Bouldin,,,,0,5,5,4,4,4,6,2,2,4
Barbara Carroll,,,,,1,4,4,4,4,4,1,0,4
Dustin Morris,,,,,,0,4,4,4,5,0,0,4
Jonathan M Gary,,,,,,,0,4,4,4,0,0,4
Latrice Y Bryant,,,,,,,,0,4,4,0,0,4
Robert Taylor,,,,,,,,,0,4,0,0,4
Frederick Ramirez,,,,,,,,,,4,0,0,4
Emilio Vazquez,,,,,,,,,,,3,0,4
Danilo Burgos,,,,,,,,,,,,1,4
Total,17,15,11,10,6,5,4,4,4,16,13,4,4
,Representative In The General Assembly 197th District - Democrat,,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,5
,Frederick Ramirez,Danilo Burgos,Emilio Vazquez,David Rodriguez,Jaime Bouldin,Humberto Perez,Sharon Vaughn,Barbara Carroll,Latrice Y Bryant,Robert Taylor,Jonathan M Gary,Dustin Morris,5
Frederick Ramirez,5,0,0,17,13,12,6,6,5,4,4,4,5
Danilo Burgos,,9,0,4,6,4,6,3,3,3,3,3,5
Emilio Vazquez,,,2,5,3,3,4,3,3,3,3,2,5
David Rodriguez,,,,0,15,15,12,12,11,10,10,9,5
Jaime Bouldin,,,,,0,16,11,10,10,10,10,9,5
Humberto Perez,,,,,,1,10,10,10,10,10,9,5
Sharon Vaughn,,,,,,,0,12,11,10,10,9,5
Barbara Carroll,,,,,,,,0,11,10,10,9,5
Latrice Y Bryant,,,,,,,,,0,10,10,9,5
Robert Taylor,,,,,,,,,,1,10,9,5
Jonathan M Gary,,,,,,,,,,,0,9,5
Dustin Morris,,,,,,,,,,,,0,5
Total,28,19,8,26,22,20,16,12,11,11,10,9,5
,Representative In The General Assembly 197th District - Democrat,,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,6
,Frederick Ramirez,Emilio Vazquez,Danilo Burgos,David Rodriguez,Humberto Perez,Jaime Bouldin,Barbara Carroll,Robert Taylor,Dustin Morris,Sharon Vaughn,Jonathan M Gary,Latrice Y Bryant,6
Frederick Ramirez,5,0,0,5,6,11,2,2,2,2,2,2,6
Emilio Vazquez,,3,0,8,3,2,2,2,1,1,1,1,6
Danilo Burgos,,,0,2,4,0,1,1,1,1,0,0,6
David Rodriguez,,,,0,7,5,4,4,3,3,3,3,6
Humberto Perez,,,,,0,4,3,4,3,4,3,3,6
Jaime Bouldin,,,,,,0,3,3,3,3,3,3,6
Barbara Carroll,,,,,,,0,4,4,3,3,3,6
Robert Taylor,,,,,,,,0,3,4,3,3,6
Dustin Morris,,,,,,,,,0,3,3,3,6
Sharon Vaughn,,,,,,,,,,0,3,3,6
Jonathan M Gary,,,,,,,,,,,0,3,6
Latrice Y Bryant,,,,,,,,,,,,0,6
Total,19,12,7,15,13,13,5,5,4,4,3,3,6
