col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 203rd District - Democrat,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,All
,Isabella Fitzgerald,Jaime Bouldin,David Rodriguez,Humberto Perez,Sharon Vaughn,Barbara Carroll,Latrice Y Bryant,Robert Taylor,Dustin Morris,Jonathan M Gary,All
Isabella Fitzgerald,230,"1,242",900,866,781,756,701,586,576,563,All
Jaime Bouldin,,30,802,779,691,669,636,577,565,562,All
David Rodriguez,,,16,768,645,634,603,560,562,544,All
Humberto Perez,,,,10,628,617,598,560,553,533,All
Sharon Vaughn,,,,,1,715,678,586,575,563,All
Barbara Carroll,,,,,,6,652,571,572,547,All
Latrice Y Bryant,,,,,,,1,567,546,550,All
Robert Taylor,,,,,,,,0,532,527,All
Dustin Morris,,,,,,,,,1,512,All
Jonathan M Gary,,,,,,,,,,0,All
Total,"1,816","1,318",955,910,825,799,732,610,599,585,All
,Representative In The General Assembly 203rd District - Democrat,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,4
,Isabella Fitzgerald,Jaime Bouldin,David Rodriguez,Humberto Perez,Sharon Vaughn,Barbara Carroll,Jonathan M Gary,Dustin Morris,Latrice Y Bryant,Robert Taylor,4
Isabella Fitzgerald,1,26,19,16,9,8,6,5,6,4,4
Jaime Bouldin,,1,17,15,7,6,6,5,5,3,4
David Rodriguez,,,1,15,5,6,3,5,5,3,4
Humberto Perez,,,,0,7,7,3,5,5,3,4
Sharon Vaughn,,,,,0,6,5,4,5,3,4
Barbara Carroll,,,,,,0,3,4,5,3,4
Jonathan M Gary,,,,,,,0,4,3,3,4
Dustin Morris,,,,,,,,0,3,3,4
Latrice Y Bryant,,,,,,,,,0,2,4
Robert Taylor,,,,,,,,,,0,4
Total,34,29,22,18,9,8,7,6,6,5,4
,Representative In The General Assembly 203rd District - Democrat,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,5
,Isabella Fitzgerald,Jaime Bouldin,Humberto Perez,David Rodriguez,Barbara Carroll,Sharon Vaughn,Latrice Y Bryant,Robert Taylor,Dustin Morris,Jonathan M Gary,5
Isabella Fitzgerald,7,29,24,21,16,16,14,12,11,11,5
Jaime Bouldin,,0,18,17,13,15,13,12,11,11,5
Humberto Perez,,,0,17,11,11,11,11,11,11,5
David Rodriguez,,,,0,11,11,11,11,11,11,5
Barbara Carroll,,,,,1,13,11,12,11,11,5
Sharon Vaughn,,,,,,0,14,11,11,11,5
Latrice Y Bryant,,,,,,,0,11,11,11,5
Robert Taylor,,,,,,,,0,11,11,5
Dustin Morris,,,,,,,,,0,11,5
Jonathan M Gary,,,,,,,,,,0,5
Total,50,29,24,21,18,17,14,12,11,11,5
,Representative In The General Assembly 203rd District - Democrat,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,6
,Isabella Fitzgerald,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Sharon Vaughn,Latrice Y Bryant,Robert Taylor,Jonathan M Gary,Dustin Morris,6
Isabella Fitzgerald,12,87,71,66,64,60,58,50,47,40,6
Jaime Bouldin,,2,64,60,56,54,52,49,47,39,6
David Rodriguez,,,0,59,55,54,53,49,46,39,6
Humberto Perez,,,,1,53,53,54,49,46,41,6
Barbara Carroll,,,,,0,60,58,50,48,41,6
Sharon Vaughn,,,,,,0,58,52,49,43,6
Latrice Y Bryant,,,,,,,0,51,48,41,6
Robert Taylor,,,,,,,,0,46,40,6
Jonathan M Gary,,,,,,,,,0,39,6
Dustin Morris,,,,,,,,,,0,6
Total,124,93,75,70,67,63,61,53,50,43,6
,Representative In The General Assembly 203rd District - Democrat,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,8
,Isabella Fitzgerald,Jaime Bouldin,Sharon Vaughn,Barbara Carroll,David Rodriguez,Dustin Morris,Humberto Perez,Latrice Y Bryant,Robert Taylor,Jonathan M Gary,8
Isabella Fitzgerald,4,38,22,22,20,17,17,17,16,14,8
Jaime Bouldin,,4,17,16,18,16,16,16,15,14,8
Sharon Vaughn,,,0,22,14,17,14,18,16,13,8
Barbara Carroll,,,,0,14,17,13,17,16,13,8
David Rodriguez,,,,,1,14,15,13,13,12,8
Dustin Morris,,,,,,0,12,14,15,14,8
Humberto Perez,,,,,,,0,13,13,11,8
Latrice Y Bryant,,,,,,,,0,14,13,8
Robert Taylor,,,,,,,,,0,13,8
Jonathan M Gary,,,,,,,,,,0,8
Total,52,44,24,23,21,18,18,18,17,14,8
,Representative In The General Assembly 203rd District - Democrat,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,9
,Isabella Fitzgerald,Jaime Bouldin,Humberto Perez,David Rodriguez,Sharon Vaughn,Barbara Carroll,Dustin Morris,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,9
Isabella Fitzgerald,4,39,26,26,21,18,19,19,18,19,9
Jaime Bouldin,,1,22,22,17,17,19,18,18,17,9
Humberto Perez,,,1,22,16,16,16,16,16,16,9
David Rodriguez,,,,0,16,15,16,15,16,15,9
Sharon Vaughn,,,,,0,18,16,17,17,17,9
Barbara Carroll,,,,,,1,17,17,18,18,9
Dustin Morris,,,,,,,0,18,18,17,9
Jonathan M Gary,,,,,,,,0,17,17,9
Latrice Y Bryant,,,,,,,,,0,17,9
Robert Taylor,,,,,,,,,,0,9
Total,53,40,27,26,22,20,19,19,19,19,9
,Representative In The General Assembly 203rd District - Democrat,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,10
,Isabella Fitzgerald,Jaime Bouldin,Barbara Carroll,Sharon Vaughn,David Rodriguez,Humberto Perez,Jonathan M Gary,Dustin Morris,Latrice Y Bryant,Robert Taylor,10
Isabella Fitzgerald,7,30,14,14,14,13,11,11,10,10,10
Jaime Bouldin,,0,13,13,13,13,12,11,10,10,10
Barbara Carroll,,,0,13,12,11,11,10,10,10,10
Sharon Vaughn,,,,0,12,11,11,10,10,10,10
David Rodriguez,,,,,0,13,11,10,10,10,10
Humberto Perez,,,,,,1,11,10,10,10,10
Jonathan M Gary,,,,,,,0,10,10,10,10
Dustin Morris,,,,,,,,0,9,9,10
Latrice Y Bryant,,,,,,,,,0,10,10
Robert Taylor,,,,,,,,,,0,10
Total,40,32,15,15,14,14,12,11,10,10,10
,Representative In The General Assembly 203rd District - Democrat,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,11
