col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Member Of The Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,All
,Torri Douglas,Marisa Piccarreto,Kyle J Sampson,Kyle Shenandoah,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,All
Torri Douglas,195,"7,567","7,312","7,154","3,209","2,730","2,224","1,675",67,All
Marisa Piccarreto,,83,"7,070","7,141","2,655","2,733","1,701","1,712",63,All
Kyle J Sampson,,,117,"7,079","2,745","2,350","1,563","1,454",47,All
Kyle Shenandoah,,,,84,"2,657","2,318","1,549","1,507",52,All
Mike Stack,,,,,"2,732",0,0,0,0,All
Nina Ahmad,,,,,,"1,312",0,0,0,All
Kathi Cozzone,,,,,,,626,0,0,All
John Fetterman,,,,,,,,"1,228",0,All
Ray Sosa,,,,,,,,,41,All
Total,"10,282","9,119","8,446","8,335","7,241","4,771","3,407","3,308",136,All
