col_1,col_2,col_3,col_4,col_5,col_6,order,division
,Representative In Congress 2nd District - Republican,Lieutenant Governor - Republican,,,,1,All
,David Torres,Kathy Coder,Diana Irey Vaughan,Jeff Bartos,Peg Luksik,2,All
David Torres,582,"2,933","1,935","1,702",294,3,All
Kathy Coder,,"2,165",0,0,0,4,All
Diana Irey Vaughan,,,"1,884",0,0,5,All
Jeff Bartos,,,,"1,622",0,6,All
Peg Luksik,,,,,293,7,All
Total,"7,446","5,098","3,819","3,324",587,8,All
