col_1,col_2,division
,United States Senator - Democrat,1
,Bob Casey Jr,1
Bob Casey Jr,46,1
Total,46,1
,United States Senator - Democrat,2
,Bob Casey Jr,2
Bob Casey Jr,69,2
Total,69,2
,United States Senator - Democrat,3
,Bob Casey Jr,3
Bob Casey Jr,41,3
Total,41,3
,United States Senator - Democrat,4
,Bob Casey Jr,4
Bob Casey Jr,55,4
Total,55,4
,United States Senator - Democrat,5
,Bob Casey Jr,5
Bob Casey Jr,43,5
Total,43,5
,United States Senator - Democrat,6
,Bob Casey Jr,6
Bob Casey Jr,105,6
Total,105,6
,United States Senator - Democrat,7
,Bob Casey Jr,7
Bob Casey Jr,59,7
Total,59,7
,United States Senator - Democrat,8
,Bob Casey Jr,8
Bob Casey Jr,50,8
Total,50,8
,United States Senator - Democrat,9
,Bob Casey Jr,9
Bob Casey Jr,60,9
Total,60,9
,United States Senator - Democrat,10
,Bob Casey Jr,10
Bob Casey Jr,57,10
Total,57,10
,United States Senator - Democrat,11
,Bob Casey Jr,11
Bob Casey Jr,89,11
Total,89,11
,United States Senator - Democrat,12
,Bob Casey Jr,12
Bob Casey Jr,48,12
Total,48,12
,United States Senator - Democrat,13
,Bob Casey Jr,13
Bob Casey Jr,58,13
Total,58,13
,United States Senator - Democrat,14
,Bob Casey Jr,14
Bob Casey Jr,63,14
Total,63,14
,United States Senator - Democrat,15
,Bob Casey Jr,15
Bob Casey Jr,57,15
Total,57,15
,United States Senator - Democrat,16
,Bob Casey Jr,16
Bob Casey Jr,55,16
Total,55,16
,United States Senator - Democrat,17
,Bob Casey Jr,17
Bob Casey Jr,59,17
Total,59,17
,United States Senator - Democrat,18
,Bob Casey Jr,18
Bob Casey Jr,57,18
Total,57,18
,United States Senator - Democrat,19
,Bob Casey Jr,19
Bob Casey Jr,78,19
Total,78,19
,United States Senator - Democrat,All
,Bob Casey Jr,All
Bob Casey Jr,"1,149",All
Total,"1,149",All
