col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Representative In The General Assembly 194th District - Democrat,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,All
,Pamela Delissio,Kathryn S Huggins,Rebecca Poyourow,Liam G Boyle,Monica Maria Djerassi,Linda Norris,Lisa Rhodes,Joe Khan,Ken Washington,Dewayne Drummond,John Brady,Kevin Bundy,Jacque Whaumbush,Nat Lownes,All
Pamela Delissio,377,"1,939","1,636","1,434","1,318","1,280","1,219","1,095","1,060","1,021",729,707,701,478,All
Kathryn S Huggins,,12,"1,163","1,017","1,074","1,005","1,003",631,874,876,423,547,476,337,All
Rebecca Poyourow,,,5,845,932,858,863,807,532,538,504,343,566,264,All
Liam G Boyle,,,,20,628,635,575,558,711,639,473,455,350,227,All
Monica Maria Djerassi,,,,,0,866,822,523,483,508,300,318,420,278,All
Linda Norris,,,,,,11,943,450,500,506,279,265,393,266,All
Lisa Rhodes,,,,,,,0,451,465,510,278,251,434,215,All
Joe Khan,,,,,,,,5,303,304,435,250,377,183,All
Ken Washington,,,,,,,,,8,701,241,387,185,210,All
Dewayne Drummond,,,,,,,,,,6,202,383,191,208,All
John Brady,,,,,,,,,,,2,238,282,127,All
Kevin Bundy,,,,,,,,,,,,5,133,193,All
Jacque Whaumbush,,,,,,,,,,,,,4,118,All
Nat Lownes,,,,,,,,,,,,,,1,All
Total,"3,319","1,999","1,695","1,517","1,351","1,331","1,253","1,152","1,099","1,052",776,737,732,497,All
