col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Representative In Congress 5th District - Democrat,,,,,,,,,,,,Representative In The General Assembly 184th District - Democrat,,,,All
,Rich Lazer,Molly Sheehan,Lindy Li,Mary Gay Scanlon,Ashley Lunkenheimer,Greg Vitali,Theresa M Wright,Larry Arata,Margo Davidson,Thaddeus Kirkland,Shelly Chauncey,Dan Muroff,Jonathan Rowan,Elizabeth Fiedler,Tom Wyatt,Nicholas Didonato Jr,All
Rich Lazer,80,0,0,0,0,0,0,0,0,0,0,0,"2,134",413,106,85,All
Molly Sheehan,,18,0,0,0,0,0,0,0,0,0,0,116,512,53,34,All
Lindy Li,,,46,0,0,0,0,0,0,0,0,0,102,350,97,50,All
Mary Gay Scanlon,,,,3,0,0,0,0,0,0,0,0,82,368,49,33,All
Ashley Lunkenheimer,,,,,12,0,0,0,0,0,0,0,61,223,18,6,All
Greg Vitali,,,,,,5,0,0,0,0,0,0,57,84,14,35,All
Theresa M Wright,,,,,,,11,0,0,0,0,0,42,110,10,8,All
Larry Arata,,,,,,,,4,0,0,0,0,26,23,11,32,All
Margo Davidson,,,,,,,,,2,0,0,0,1,13,1,2,All
Thaddeus Kirkland,,,,,,,,,,2,0,0,4,6,2,4,All
Shelly Chauncey,,,,,,,,,,,0,0,5,0,0,0,All
Dan Muroff,,,,,,,,,,,,0,1,0,0,0,All
Jonathan Rowan,,,,,,,,,,,,,185,0,0,0,All
Elizabeth Fiedler,,,,,,,,,,,,,,95,0,0,All
Tom Wyatt,,,,,,,,,,,,,,,25,0,All
Nicholas Didonato Jr,,,,,,,,,,,,,,,,59,All
Total,"2,818",733,645,535,320,195,181,96,19,18,5,1,"2,816","2,197",386,348,All
