col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Representative In The General Assembly 195th District - Democrat,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,All
,Donna Bullock,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Lisa Rhodes,Kevin Bundy,Linda Norris,Monica Maria Djerassi,Rebecca Poyourow,Joe Khan,John Brady,Nat Lownes,Jacque Whaumbush,All
Donna Bullock,192,"1,135",955,942,733,545,524,525,504,356,194,190,187,190,All
Kathryn S Huggins,,9,780,745,653,463,448,448,438,302,136,140,155,143,All
Dewayne Drummond,,,8,722,643,402,421,386,372,210,118,121,151,106,All
Ken Washington,,,,12,635,365,422,367,336,181,98,110,132,99,All
Liam G Boyle,,,,,3,296,359,292,294,143,74,77,103,56,All
Lisa Rhodes,,,,,,1,138,453,387,202,94,97,76,139,All
Kevin Bundy,,,,,,,4,126,107,126,78,100,108,61,All
Linda Norris,,,,,,,,1,378,187,79,85,60,121,All
Monica Maria Djerassi,,,,,,,,,2,209,86,60,72,111,All
Rebecca Poyourow,,,,,,,,,,1,100,68,95,94,All
Joe Khan,,,,,,,,,,,0,58,57,57,All
John Brady,,,,,,,,,,,,0,52,39,All
Nat Lownes,,,,,,,,,,,,,1,40,All
Jacque Whaumbush,,,,,,,,,,,,,,0,All
Total,"1,765","1,183",998,991,761,564,555,539,525,366,201,197,195,192,All
