col_1,col_2,col_3,col_4,division
,Senator In The General Assembly 2nd District - Democrat,Representative In Congress 2nd District - Democrat,,All
,Christine M Tartaglione,Brendan F Boyle,Michele Lawrence,All
Christine M Tartaglione,54,209,176,All
Brendan F Boyle,,29,0,All
Michele Lawrence,,,24,All
Total,439,238,200,All
,Senator In The General Assembly 2nd District - Democrat,Representative In Congress 2nd District - Democrat,,1
,Christine M Tartaglione,Brendan F Boyle,Michele Lawrence,1
Christine M Tartaglione,0,10,8,1
Brendan F Boyle,,0,0,1
Michele Lawrence,,,0,1
Total,18,10,8,1
,Senator In The General Assembly 2nd District - Democrat,Representative In Congress 2nd District - Democrat,,2
,Christine M Tartaglione,Brendan F Boyle,Michele Lawrence,2
Christine M Tartaglione,4,4,4,2
Brendan F Boyle,,2,0,2
Michele Lawrence,,,1,2
Total,12,6,5,2
,Senator In The General Assembly 2nd District - Democrat,Representative In Congress 2nd District - Democrat,,3
,Christine M Tartaglione,Brendan F Boyle,Michele Lawrence,3
Christine M Tartaglione,5,9,3,3
Brendan F Boyle,,2,0,3
Michele Lawrence,,,0,3
Total,17,11,3,3
,Senator In The General Assembly 2nd District - Democrat,Representative In Congress 2nd District - Democrat,,4
,Christine M Tartaglione,Michele Lawrence,Brendan F Boyle,4
Christine M Tartaglione,2,10,8,4
Michele Lawrence,,1,0,4
Brendan F Boyle,,,1,4
Total,20,11,9,4
,Senator In The General Assembly 2nd District - Democrat,Representative In Congress 2nd District - Democrat,,5
,Christine M Tartaglione,Michele Lawrence,Brendan F Boyle,5
Christine M Tartaglione,4,15,10,5
Michele Lawrence,,1,0,5
Brendan F Boyle,,,2,5
Total,29,16,12,5
,Senator In The General Assembly 2nd District - Democrat,Representative In Congress 2nd District - Democrat,,6
,Christine M Tartaglione,Michele Lawrence,Brendan F Boyle,6
Christine M Tartaglione,1,10,4,6
Michele Lawrence,,2,0,6
Brendan F Boyle,,,1,6
Total,15,12,5,6
,Senator In The General Assembly 2nd District - Democrat,Representative In Congress 2nd District - Democrat,,7
,Christine M Tartaglione,Brendan F Boyle,Michele Lawrence,7
Christine M Tartaglione,0,11,7,7
Brendan F Boyle,,2,0,7
Michele Lawrence,,,0,7
Total,18,13,7,7
,Senator In The General Assembly 2nd District - Democrat,Representative In Congress 2nd District - Democrat,,8
,Christine M Tartaglione,Brendan F Boyle,Michele Lawrence,8
Christine M Tartaglione,4,18,10,8
Brendan F Boyle,,0,0,8
Michele Lawrence,,,1,8
Total,32,18,11,8
,Senator In The General Assembly 2nd District - Democrat,Representative In Congress 2nd District - Democrat,,9
,Christine M Tartaglione,Michele Lawrence,Brendan F Boyle,9
Christine M Tartaglione,3,12,12,9
Michele Lawrence,,4,0,9
Brendan F Boyle,,,3,9
Total,27,16,15,9
,Senator In The General Assembly 2nd District - Democrat,Representative In Congress 2nd District - Democrat,,10
,Christine M Tartaglione,Brendan F Boyle,Michele Lawrence,10
Christine M Tartaglione,3,11,8,10
Brendan F Boyle,,2,0,10
Michele Lawrence,,,2,10
Total,22,13,10,10
,Senator In The General Assembly 2nd District - Democrat,Representative In Congress 2nd District - Democrat,,11
,Christine M Tartaglione,Michele Lawrence,Brendan F Boyle,11
Christine M Tartaglione,1,11,10,11
Michele Lawrence,,1,0,11
Brendan F Boyle,,,0,11
Total,22,12,10,11
,Senator In The General Assembly 2nd District - Democrat,Representative In Congress 2nd District - Democrat,,12
,Christine M Tartaglione,Brendan F Boyle,Michele Lawrence,12
Christine M Tartaglione,3,13,12,12
Brendan F Boyle,,2,0,12
Michele Lawrence,,,1,12
Total,28,15,13,12
,Senator In The General Assembly 2nd District - Democrat,Representative In Congress 2nd District - Democrat,,13
,Christine M Tartaglione,Brendan F Boyle,Michele Lawrence,13
Christine M Tartaglione,2,15,7,13
Brendan F Boyle,,1,0,13
Michele Lawrence,,,1,13
Total,24,16,8,13
,Senator In The General Assembly 2nd District - Democrat,Representative In Congress 2nd District - Democrat,,14
,Christine M Tartaglione,Brendan F Boyle,Michele Lawrence,14
Christine M Tartaglione,5,20,9,14
Brendan F Boyle,,2,0,14
Michele Lawrence,,,2,14
Total,34,22,11,14
,Senator In The General Assembly 2nd District - Democrat,Representative In Congress 2nd District - Democrat,,15
,Christine M Tartaglione,Michele Lawrence,Brendan F Boyle,15
Christine M Tartaglione,3,8,6,15
Michele Lawrence,,1,0,15
Brendan F Boyle,,,1,15
Total,17,9,7,15
,Senator In The General Assembly 2nd District - Democrat,Representative In Congress 2nd District - Democrat,,16
,Christine M Tartaglione,Michele Lawrence,Brendan F Boyle,16
Christine M Tartaglione,0,5,2,16
Michele Lawrence,,1,0,16
Brendan F Boyle,,,1,16
Total,7,6,3,16
,Senator In The General Assembly 2nd District - Democrat,Representative In Congress 2nd District - Democrat,,17
,Christine M Tartaglione,Michele Lawrence,Brendan F Boyle,17
Christine M Tartaglione,4,3,2,17
Michele Lawrence,,0,0,17
Brendan F Boyle,,,0,17
Total,9,3,2,17
,Senator In The General Assembly 2nd District - Democrat,Representative In Congress 2nd District - Democrat,,18
,Christine M Tartaglione,Brendan F Boyle,Michele Lawrence,18
Christine M Tartaglione,0,10,4,18
Brendan F Boyle,,0,0,18
Michele Lawrence,,,0,18
Total,14,10,4,18
,Senator In The General Assembly 2nd District - Democrat,Representative In Congress 2nd District - Democrat,,19
,Christine M Tartaglione,Brendan F Boyle,Michele Lawrence,19
Christine M Tartaglione,3,9,4,19
Brendan F Boyle,,2,0,19
Michele Lawrence,,,1,19
Total,16,11,5,19
,Senator In The General Assembly 2nd District - Democrat,Representative In Congress 2nd District - Democrat,,20
,Christine M Tartaglione,Michele Lawrence,Brendan F Boyle,20
Christine M Tartaglione,4,5,1,20
Michele Lawrence,,0,0,20
Brendan F Boyle,,,1,20
Total,10,5,2,20
,Senator In The General Assembly 2nd District - Democrat,Representative In Congress 2nd District - Democrat,,21
,Christine M Tartaglione,Brendan F Boyle,Michele Lawrence,21
Christine M Tartaglione,2,7,3,21
Brendan F Boyle,,0,0,21
Michele Lawrence,,,0,21
Total,12,7,3,21
,Senator In The General Assembly 2nd District - Democrat,Representative In Congress 2nd District - Democrat,,22
,Christine M Tartaglione,Brendan F Boyle,Michele Lawrence,22
Christine M Tartaglione,0,10,6,22
Brendan F Boyle,,2,0,22
Michele Lawrence,,,1,22
Total,16,12,7,22
,Senator In The General Assembly 2nd District - Democrat,Representative In Congress 2nd District - Democrat,,23
,Christine M Tartaglione,Michele Lawrence,Brendan F Boyle,23
Christine M Tartaglione,0,9,6,23
Michele Lawrence,,2,0,23
Brendan F Boyle,,,1,23
Total,15,11,7,23
,Senator In The General Assembly 2nd District - Democrat,Representative In Congress 2nd District - Democrat,,24
,Christine M Tartaglione,Michele Lawrence,Brendan F Boyle,24
Christine M Tartaglione,1,3,1,24
Michele Lawrence,,1,0,24
Brendan F Boyle,,,1,24
Total,5,4,2,24
