col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 202nd District - Democrat,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,All
,Jared Solomon,James Harrity,Mona Getzes Cohen,Erica Vanstone,Richard Lombardo,Meagan Ingerson,Catherine Bartch,Frank T Brzozowski,Billy Cortes,Marnie Aument Loughrey,All
Jared Solomon,175,"1,115","1,062",894,866,842,766,723,666,644,All
James Harrity,,6,644,721,726,621,603,616,562,517,All
Mona Getzes Cohen,,,56,527,469,656,405,370,333,295,All
Erica Vanstone,,,,0,737,523,667,634,591,557,All
Richard Lombardo,,,,,6,461,611,656,590,525,All
Meagan Ingerson,,,,,,12,413,373,315,309,All
Catherine Bartch,,,,,,,1,515,506,546,All
Frank T Brzozowski,,,,,,,,2,510,450,All
Billy Cortes,,,,,,,,,1,448,All
Marnie Aument Loughrey,,,,,,,,,,1,All
Total,"1,956","1,156","1,147",917,897,878,785,747,685,663,All
