col_1,col_2,division
,Senator In The General Assembly 4th District - Republican,All
,James Williams,All
James Williams,35,All
Total,35,All
,Senator In The General Assembly 4th District - Republican,2
,James Williams,2
James Williams,3,2
Total,3,2
,Senator In The General Assembly 4th District - Republican,3
,James Williams,3
James Williams,1,3
Total,1,3
,Senator In The General Assembly 4th District - Republican,5
,James Williams,5
James Williams,2,5
Total,2,5
,Senator In The General Assembly 4th District - Republican,8
,James Williams,8
James Williams,2,8
Total,2,8
,Senator In The General Assembly 4th District - Republican,9
,James Williams,9
James Williams,3,9
Total,3,9
,Senator In The General Assembly 4th District - Republican,10
,James Williams,10
James Williams,2,10
Total,2,10
,Senator In The General Assembly 4th District - Republican,11
,James Williams,11
James Williams,1,11
Total,1,11
,Senator In The General Assembly 4th District - Republican,12
,James Williams,12
James Williams,3,12
Total,3,12
,Senator In The General Assembly 4th District - Republican,16
,James Williams,16
James Williams,3,16
Total,3,16
,Senator In The General Assembly 4th District - Republican,19
,James Williams,19
James Williams,2,19
Total,2,19
,Senator In The General Assembly 4th District - Republican,20
,James Williams,20
James Williams,5,20
Total,5,20
,Senator In The General Assembly 4th District - Republican,21
,James Williams,21
James Williams,2,21
Total,2,21
,Senator In The General Assembly 4th District - Republican,22
,James Williams,22
James Williams,2,22
Total,2,22
,Senator In The General Assembly 4th District - Republican,23
,James Williams,23
James Williams,2,23
Total,2,23
,Senator In The General Assembly 4th District - Republican,24
,James Williams,24
James Williams,1,24
Total,1,24
,Senator In The General Assembly 4th District - Republican,27
,James Williams,27
James Williams,1,27
Total,1,27
