col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Representative In Congress 3rd District - Democrat,,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,All
,Dwight Evans,Kevin Johnson,Noam Kugelmass,Judi Golding Baker,Rhea Powell,Matthew D Myers,Amanda Mcillmurray,Marylouise Isaacson,Andi Perez,Micah Mahjoubian,Jon Geeting,Tom Young,Mariel J K Martin,Darrell L Clarke,Joe Celentano,All
Dwight Evans,310,0,"1,234","1,224",901,977,727,695,644,602,601,558,521,477,399,All
Kevin Johnson,,63,190,191,237,116,178,174,162,135,118,124,142,104,113,All
Noam Kugelmass,,,3,"1,107",641,935,504,512,467,451,540,418,377,280,305,All
Judi Golding Baker,,,,0,633,999,607,573,479,387,493,302,435,344,214,All
Rhea Powell,,,,,8,384,694,676,605,545,336,520,534,361,413,All
Matthew D Myers,,,,,,1,359,337,289,214,425,220,271,237,140,All
Amanda Mcillmurray,,,,,,,0,664,552,449,272,414,489,313,310,All
Marylouise Isaacson,,,,,,,,0,534,468,259,395,456,325,299,All
Andi Perez,,,,,,,,,2,440,281,389,417,322,300,All
Micah Mahjoubian,,,,,,,,,,2,203,405,319,281,323,All
Jon Geeting,,,,,,,,,,,1,214,219,142,180,All
Tom Young,,,,,,,,,,,,3,278,234,353,All
Mariel J K Martin,,,,,,,,,,,,,0,248,224,All
Darrell L Clarke,,,,,,,,,,,,,,5,160,All
Joe Celentano,,,,,,,,,,,,,,,2,All
Total,"2,215",441,"1,460","1,449","1,165","1,123",929,887,826,748,740,696,679,598,523,All
,Representative In Congress 3rd District - Democrat,,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1
,Dwight Evans,Kevin Johnson,Rhea Powell,Noam Kugelmass,Judi Golding Baker,Amanda Mcillmurray,Tom Young,Matthew D Myers,Andi Perez,Marylouise Isaacson,Micah Mahjoubian,Mariel J K Martin,Joe Celentano,Darrell L Clarke,Jon Geeting,1
Dwight Evans,30,0,87,86,85,57,58,61,51,48,50,43,38,38,25,1
Kevin Johnson,,9,25,19,14,14,15,8,16,15,13,10,11,5,6,1
Rhea Powell,,,2,64,55,59,58,35,56,52,52,46,41,35,23,1
