col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In The General Assembly 191st District - Democrat,Member Of The Democratic State Committee 8th Senatorial District,,,,All
,Joanna E Mcclinton,Torri Douglas,Kyle J Sampson,Marisa Piccarreto,Kyle Shenandoah,All
Joanna E Mcclinton,559,"1,119",911,850,830,All
Torri Douglas,,18,771,767,750,All
Kyle J Sampson,,,12,728,734,All
Marisa Piccarreto,,,,8,725,All
Kyle Shenandoah,,,,,4,All
Total,"1,986","1,149",934,869,844,All
,Representative In The General Assembly 191st District - Democrat,Member Of The Democratic State Committee 8th Senatorial District,,,,1
,Joanna E Mcclinton,Torri Douglas,Kyle J Sampson,Marisa Piccarreto,Kyle Shenandoah,1
Joanna E Mcclinton,20,23,20,19,17,1
Torri Douglas,,1,16,16,17,1
Kyle J Sampson,,,0,13,15,1
Marisa Piccarreto,,,,1,15,1
Kyle Shenandoah,,,,,1,1
Total,53,25,21,21,19,1
,Representative In The General Assembly 191st District - Democrat,Member Of The Democratic State Committee 8th Senatorial District,,,,2
,Joanna E Mcclinton,Torri Douglas,Kyle J Sampson,Marisa Piccarreto,Kyle Shenandoah,2
Joanna E Mcclinton,12,46,37,36,34,2
Torri Douglas,,1,35,34,33,2
Kyle J Sampson,,,2,34,33,2
Marisa Piccarreto,,,,0,33,2
Kyle Shenandoah,,,,,0,2
Total,65,48,40,37,35,2
,Representative In The General Assembly 191st District - Democrat,Member Of The Democratic State Committee 8th Senatorial District,,,,3
,Joanna E Mcclinton,Torri Douglas,Kyle J Sampson,Kyle Shenandoah,Marisa Piccarreto,3
Joanna E Mcclinton,22,54,45,41,39,3
Torri Douglas,,1,38,38,37,3
Kyle J Sampson,,,1,37,36,3
Kyle Shenandoah,,,,0,37,3
Marisa Piccarreto,,,,,0,3
Total,88,55,46,41,39,3
,Representative In The General Assembly 191st District - Democrat,Member Of The Democratic State Committee 8th Senatorial District,,,,4
,Joanna E Mcclinton,Torri Douglas,Kyle J Sampson,Kyle Shenandoah,Marisa Piccarreto,4
Joanna E Mcclinton,60,41,28,27,24,4
Torri Douglas,,0,25,26,25,4
Kyle J Sampson,,,0,26,24,4
Kyle Shenandoah,,,,0,24,4
Marisa Piccarreto,,,,,1,4
Total,111,44,31,30,27,4
,Representative In The General Assembly 191st District - Democrat,Member Of The Democratic State Committee 8th Senatorial District,,,,5
,Joanna E Mcclinton,Torri Douglas,Kyle J Sampson,Marisa Piccarreto,Kyle Shenandoah,5
Joanna E Mcclinton,24,28,24,23,22,5
Torri Douglas,,1,22,20,20,5
Kyle J Sampson,,,0,20,20,5
Marisa Piccarreto,,,,0,20,5
Kyle Shenandoah,,,,,0,5
Total,62,30,25,24,23,5
,Representative In The General Assembly 191st District - Democrat,Member Of The Democratic State Committee 8th Senatorial District,,,,6
,Joanna E Mcclinton,Torri Douglas,Kyle J Sampson,Marisa Piccarreto,Kyle Shenandoah,6
Joanna E Mcclinton,8,60,59,51,48,6
Torri Douglas,,0,51,46,44,6
Kyle J Sampson,,,0,47,45,6
Marisa Piccarreto,,,,0,42,6
Kyle Shenandoah,,,,,1,6
Total,86,61,60,52,50,6
,Representative In The General Assembly 191st District - Democrat,Member Of The Democratic State Committee 8th Senatorial District,,,,7
,Joanna E Mcclinton,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,Marisa Piccarreto,7
Joanna E Mcclinton,22,40,28,23,25,7
Torri Douglas,,0,19,21,21,7
Kyle Shenandoah,,,0,20,21,7
Kyle J Sampson,,,,2,20,7
Marisa Piccarreto,,,,,0,7
Total,75,41,28,26,26,7
,Representative In The General Assembly 191st District - Democrat,Member Of The Democratic State Committee 8th Senatorial District,,,,8
,Joanna E Mcclinton,Torri Douglas,Kyle J Sampson,Marisa Piccarreto,Kyle Shenandoah,8
Joanna E Mcclinton,39,38,35,35,31,8
Torri Douglas,,1,28,29,28,8
Kyle J Sampson,,,1,27,28,8
Marisa Piccarreto,,,,1,28,8
Kyle Shenandoah,,,,,0,8
Total,92,39,36,36,31,8
,Representative In The General Assembly 191st District - Democrat,Member Of The Democratic State Committee 8th Senatorial District,,,,9
,Joanna E Mcclinton,Torri Douglas,Kyle J Sampson,Marisa Piccarreto,Kyle Shenandoah,9
Joanna E Mcclinton,31,66,55,55,50,9
Torri Douglas,,2,42,46,44,9
Kyle J Sampson,,,2,43,45,9
Marisa Piccarreto,,,,0,43,9
Kyle Shenandoah,,,,,0,9
Total,120,68,57,55,50,9
,Representative In The General Assembly 191st District - Democrat,Member Of The Democratic State Committee 8th Senatorial District,,,,10
,Joanna E Mcclinton,Torri Douglas,Kyle J Sampson,Marisa Piccarreto,Kyle Shenandoah,10
Joanna E Mcclinton,27,48,36,34,32,10
Torri Douglas,,2,32,30,29,10
Kyle J Sampson,,,0,30,28,10
Marisa Piccarreto,,,,0,28,10
Kyle Shenandoah,,,,,0,10
Total,86,50,36,34,32,10
,Representative In The General Assembly 191st District - Democrat,Member Of The Democratic State Committee 8th Senatorial District,,,,11
,Joanna E Mcclinton,Torri Douglas,Kyle J Sampson,Marisa Piccarreto,Kyle Shenandoah,11
Joanna E Mcclinton,31,81,70,60,57,11
Torri Douglas,,0,59,54,53,11
Kyle J Sampson,,,2,54,54,11
Marisa Piccarreto,,,,1,50,11
Kyle Shenandoah,,,,,0,11
Total,131,81,72,61,57,11
,Representative In The General Assembly 191st District - Democrat,Member Of The Democratic State Committee 8th Senatorial District,,,,12
,Joanna E Mcclinton,Torri Douglas,Kyle J Sampson,Kyle Shenandoah,Marisa Piccarreto,12
Joanna E Mcclinton,11,56,51,38,37,12
Torri Douglas,,2,35,33,34,12
Kyle J Sampson,,,0,32,30,12
Kyle Shenandoah,,,,2,30,12
Marisa Piccarreto,,,,,0,12
