col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Member Of The Democratic State Committee 5th Senatorial District,,,,,Lieutenant Governor - Democrat,,,,,All
,Kathy Enggasser,John Dellricci,Mary Ann Quartullo,James G Donnelly Sr,Patrick Parkinson,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,All
Kathy Enggasser,2,215,231,218,214,132,62,52,34,2,All
John Dellricci,,3,214,211,208,112,49,65,30,1,All
Mary Ann Quartullo,,,8,217,208,113,59,49,27,3,All
James G Donnelly Sr,,,,1,213,127,49,47,32,3,All
Patrick Parkinson,,,,,3,103,48,47,29,2,All
Mike Stack,,,,,,86,0,0,0,0,All
Nina Ahmad,,,,,,,26,0,0,0,All
Kathi Cozzone,,,,,,,,26,0,0,All
John Fetterman,,,,,,,,,16,0,All
Ray Sosa,,,,,,,,,,1,All
Total,287,264,262,261,235,277,105,101,59,6,All
,Lieutenant Governor - Democrat,,,,,Member Of The Democratic State Committee 5th Senatorial District,,,,,1
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,1
Mike Stack,20,0,0,0,0,0,0,0,0,0,1
Kathi Cozzone,,9,0,0,0,0,0,0,0,0,1
Nina Ahmad,,,4,0,0,0,0,0,0,0,1
John Fetterman,,,,1,0,0,0,0,0,0,1
Ray Sosa,,,,,0,0,0,0,0,0,1
James G Donnelly Sr,,,,,,0,0,0,0,0,1
John Dellricci,,,,,,,0,0,0,0,1
Kathy Enggasser,,,,,,,,0,0,0,1
Mary Ann Quartullo,,,,,,,,,0,0,1
Patrick Parkinson,,,,,,,,,,0,1
Total,20,9,4,1,0,0,0,0,0,0,1
,Lieutenant Governor - Democrat,,,,,Member Of The Democratic State Committee 5th Senatorial District,,,,,2
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,2
Mike Stack,13,0,0,0,0,0,0,0,0,0,2
Kathi Cozzone,,8,0,0,0,0,0,0,0,0,2
Nina Ahmad,,,4,0,0,0,0,0,0,0,2
John Fetterman,,,,2,0,0,0,0,0,0,2
Ray Sosa,,,,,0,0,0,0,0,0,2
James G Donnelly Sr,,,,,,0,0,0,0,0,2
John Dellricci,,,,,,,0,0,0,0,2
Kathy Enggasser,,,,,,,,0,0,0,2
Mary Ann Quartullo,,,,,,,,,0,0,2
Patrick Parkinson,,,,,,,,,,0,2
Total,13,8,4,2,0,0,0,0,0,0,2
,Member Of The Democratic State Committee 5th Senatorial District,,,,,Lieutenant Governor - Democrat,,,,,3
