col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Member Of The - Republican State Committee 13th Congressional District,,,,,Lieutenant Governor - Republican,,,,All
,Camille G Mccolgan,Joseph Giedemann,Margaret L Recupido,Dan Tinney,Linwood Holland,Kathy Coder,Diana Irey Vaughan,Jeff Bartos,Peg Luksik,All
Camille G Mccolgan,15,298,420,265,324,232,163,156,21,All
Joseph Giedemann,,13,251,388,186,129,188,186,26,All
Margaret L Recupido,,,13,228,294,216,163,138,18,All
Dan Tinney,,,,6,151,104,179,178,23,All
Linwood Holland,,,,,9,229,127,95,9,All
Kathy Coder,,,,,,37,0,0,0,All
Diana Irey Vaughan,,,,,,,25,0,0,All
Jeff Bartos,,,,,,,,42,0,All
Peg Luksik,,,,,,,,,4,All
Total,608,570,563,514,486,413,362,328,43,All
,Member Of The - Republican State Committee 13th Congressional District,,,,,Lieutenant Governor - Republican,,,,1
,Dan Tinney,Joseph Giedemann,Camille G Mccolgan,Linwood Holland,Margaret L Recupido,Diana Irey Vaughan,Kathy Coder,Jeff Bartos,Peg Luksik,1
Dan Tinney,0,1,0,1,1,1,1,0,0,1
Joseph Giedemann,,0,0,0,1,2,0,0,0,1
Camille G Mccolgan,,,0,0,0,0,1,0,0,1
Linwood Holland,,,,0,0,0,1,0,0,1
Margaret L Recupido,,,,,0,1,0,0,0,1
Diana Irey Vaughan,,,,,,0,0,0,0,1
Kathy Coder,,,,,,,0,0,0,1
Jeff Bartos,,,,,,,,0,0,1
Peg Luksik,,,,,,,,,0,1
Total,2,2,1,1,1,2,2,0,0,1
,Member Of The - Republican State Committee 13th Congressional District,,,,,Lieutenant Governor - Republican,,,,2
,Linwood Holland,Camille G Mccolgan,Joseph Giedemann,Dan Tinney,Margaret L Recupido,Kathy Coder,Diana Irey Vaughan,Jeff Bartos,Peg Luksik,2
Linwood Holland,0,3,3,1,1,3,1,1,0,2
Camille G Mccolgan,,0,3,1,1,2,1,1,0,2
Joseph Giedemann,,,1,1,1,1,1,1,0,2
Dan Tinney,,,,0,0,1,0,0,0,2
Margaret L Recupido,,,,,0,0,1,0,0,2
Kathy Coder,,,,,,0,0,0,0,2
Diana Irey Vaughan,,,,,,,0,0,0,2
Jeff Bartos,,,,,,,,0,0,2
Peg Luksik,,,,,,,,,0,2
Total,5,4,4,1,1,4,1,1,0,2
,Member Of The - Republican State Committee 13th Congressional District,,,,,Lieutenant Governor - Republican,,,,3
,Camille G Mccolgan,Margaret L Recupido,Joseph Giedemann,Dan Tinney,Linwood Holland,Kathy Coder,Diana Irey Vaughan,Jeff Bartos,Peg Luksik,3
Camille G Mccolgan,0,13,9,8,9,7,6,3,0,3
Margaret L Recupido,,1,7,6,8,6,5,3,0,3
Joseph Giedemann,,,0,8,4,5,3,3,0,3
Dan Tinney,,,,0,3,3,3,4,0,3
Linwood Holland,,,,,0,5,5,0,0,3
