col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Representative In The General Assembly 181st District - Democrat,,,,,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,All
,Malcolm Kenyatta,Lewis Nash Sr,Lewis Thomas Iii,Gilberto Gonzalez,Alex Deering,Rhea Powell,Micah Mahjoubian,Darrell L Clarke,Tom Young,Marylouise Isaacson,Andi Perez,Amanda Mcillmurray,Mariel J K Martin,Noam Kugelmass,Joe Celentano,Judi Golding Baker,Jon Geeting,Matthew D Myers,All
Malcolm Kenyatta,248,0,0,0,0,347,321,394,256,332,322,288,296,184,161,236,190,157,All
Lewis Nash Sr,,60,0,0,0,213,130,65,141,68,54,56,53,108,106,34,40,28,All
Lewis Thomas Iii,,,74,0,0,149,98,87,121,78,82,77,74,77,88,52,49,34,All
Gilberto Gonzalez,,,,43,0,106,90,84,81,105,120,87,84,59,54,55,46,48,All
Alex Deering,,,,,24,112,75,57,79,86,74,82,55,61,67,62,42,28,All
Rhea Powell,,,,,,8,491,329,449,483,441,480,395,393,375,342,245,165,All
Micah Mahjoubian,,,,,,,2,336,413,418,393,347,353,330,310,246,178,182,All
Darrell L Clarke,,,,,,,,8,295,335,339,276,320,162,153,231,159,213,All
Tom Young,,,,,,,,,0,366,350,284,304,310,315,187,197,192,All
Marylouise Isaacson,,,,,,,,,,1,430,433,401,272,237,329,183,191,All
Andi Perez,,,,,,,,,,,0,351,386,241,230,266,213,191,All
Amanda Mcillmurray,,,,,,,,,,,,2,350,257,227,310,191,139,All
Mariel J K Martin,,,,,,,,,,,,,0,216,186,270,148,190,All
Noam Kugelmass,,,,,,,,,,,,,,4,269,158,146,84,All
Joe Celentano,,,,,,,,,,,,,,,3,129,156,92,All
Judi Golding Baker,,,,,,,,,,,,,,,,0,112,138,All
Jon Geeting,,,,,,,,,,,,,,,,,3,82,All
Matthew D Myers,,,,,,,,,,,,,,,,,,0,All
Total,968,360,339,238,194,953,731,706,689,687,667,609,577,500,486,451,375,298,All
