col_1,col_2,col_3,col_4,division
,Representative In Congress 3rd District - Republican,United States Senator - Republican,,All
,Bryan E Leib,Lou Barletta,Jim Christiana,All
Bryan E Leib,19,120,81,All
Lou Barletta,,8,0,All
Jim Christiana,,,9,All
Total,220,128,90,All
,Representative In Congress 3rd District - Republican,United States Senator - Republican,,1
,Bryan E Leib,Lou Barletta,Jim Christiana,1
Bryan E Leib,1,7,1,1
Lou Barletta,,0,0,1
Jim Christiana,,,0,1
Total,9,7,1,1
,Representative In Congress 3rd District - Republican,United States Senator - Republican,,2
,Bryan E Leib,Lou Barletta,Jim Christiana,2
Bryan E Leib,0,6,2,2
Lou Barletta,,0,0,2
Jim Christiana,,,0,2
Total,8,6,2,2
,Representative In Congress 3rd District - Republican,United States Senator - Republican,,3
,Bryan E Leib,Lou Barletta,Jim Christiana,3
Bryan E Leib,1,7,4,3
Lou Barletta,,0,0,3
Jim Christiana,,,0,3
Total,12,7,4,3
,Representative In Congress 3rd District - Republican,United States Senator - Republican,,4
,Bryan E Leib,Lou Barletta,Jim Christiana,4
Bryan E Leib,1,8,6,4
Lou Barletta,,1,0,4
Jim Christiana,,,0,4
Total,15,9,6,4
,Representative In Congress 3rd District - Republican,United States Senator - Republican,,5
,Bryan E Leib,Lou Barletta,Jim Christiana,5
Bryan E Leib,3,7,4,5
Lou Barletta,,0,0,5
Jim Christiana,,,0,5
Total,14,7,4,5
,Representative In Congress 3rd District - Republican,United States Senator - Republican,,6
,Bryan E Leib,Jim Christiana,Lou Barletta,6
Bryan E Leib,0,8,9,6
Jim Christiana,,2,0,6
Lou Barletta,,,1,6
Total,17,10,10,6
,Representative In Congress 3rd District - Republican,United States Senator - Republican,,7
,Bryan E Leib,Jim Christiana,Lou Barletta,7
Bryan E Leib,2,12,6,7
Jim Christiana,,2,0,7
Lou Barletta,,,2,7
Total,20,14,8,7
,Representative In Congress 3rd District - Republican,United States Senator - Republican,,8
,Bryan E Leib,Lou Barletta,Jim Christiana,8
Bryan E Leib,1,11,6,8
Lou Barletta,,1,0,8
Jim Christiana,,,1,8
Total,18,12,7,8
,Representative In Congress 3rd District - Republican,United States Senator - Republican,,9
,Bryan E Leib,Lou Barletta,Jim Christiana,9
Bryan E Leib,2,17,6,9
Lou Barletta,,2,0,9
Jim Christiana,,,0,9
Total,25,19,6,9
,Representative In Congress 3rd District - Republican,United States Senator - Republican,,10
,Bryan E Leib,Lou Barletta,Jim Christiana,10
Bryan E Leib,2,17,13,10
Lou Barletta,,1,0,10
Jim Christiana,,,2,10
Total,32,18,15,10
,Representative In Congress 3rd District - Republican,United States Senator - Republican,,11
,Bryan E Leib,Jim Christiana,Lou Barletta,11
Bryan E Leib,4,13,13,11
Jim Christiana,,0,0,11
Lou Barletta,,,0,11
Total,30,13,13,11
,Representative In Congress 3rd District - Republican,United States Senator - Republican,,12
,Bryan E Leib,Lou Barletta,Jim Christiana,12
Bryan E Leib,1,5,2,12
Lou Barletta,,0,0,12
Jim Christiana,,,1,12
Total,8,5,3,12
,Representative In Congress 3rd District - Republican,United States Senator - Republican,,13
,Bryan E Leib,Jim Christiana,Lou Barletta,13
Bryan E Leib,1,2,1,13
Jim Christiana,,0,0,13
Lou Barletta,,,0,13
Total,4,2,1,13
,Representative In Congress 3rd District - Republican,United States Senator - Republican,,14
,Bryan E Leib,Jim Christiana,Lou Barletta,14
Bryan E Leib,0,1,1,14
Jim Christiana,,0,0,14
Lou Barletta,,,0,14
Total,2,1,1,14
,Representative In Congress 3rd District - Republican,United States Senator - Republican,,15
,Bryan E Leib,Lou Barletta,Jim Christiana,15
Bryan E Leib,0,4,0,15
Lou Barletta,,0,0,15
Jim Christiana,,,1,15
Total,4,4,1,15
,Representative In Congress 3rd District - Republican,United States Senator - Republican,,16
,Bryan E Leib,Jim Christiana,Lou Barletta,16
Bryan E Leib,0,1,0,16
Jim Christiana,,0,0,16
Lou Barletta,,,0,16
Total,1,1,0,16
,Representative In Congress 3rd District - Republican,United States Senator - Republican,,17
,Bryan E Leib,Lou Barletta,Jim Christiana,17
Bryan E Leib,0,1,0,17
Lou Barletta,,0,0,17
Jim Christiana,,,0,17
Total,1,1,0,17
