col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Representative In The General Assembly 175th District - Democrat,,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,All
,Michael H O Brien,Debby Derricks,Rhea Powell,Tom Young,Joe Celentano,Micah Mahjoubian,Marylouise Isaacson,Andi Perez,Noam Kugelmass,Amanda Mcillmurray,Mariel J K Martin,Judi Golding Baker,Darrell L Clarke,Matthew D Myers,Jon Geeting,All
Michael H O Brien,13,0,72,57,44,35,34,33,36,27,30,24,30,25,21,All
Debby Derricks,,8,41,29,28,32,29,27,27,29,24,25,16,16,16,All
Rhea Powell,,,3,52,56,49,47,46,47,38,38,37,32,26,24,All
Tom Young,,,,0,49,43,36,32,42,24,32,24,26,25,26,All
Joe Celentano,,,,,0,38,34,33,39,24,31,22,19,22,20,All
Micah Mahjoubian,,,,,,0,32,31,36,25,24,23,23,15,17,All
Marylouise Isaacson,,,,,,,1,38,27,33,39,34,30,22,23,All
Andi Perez,,,,,,,,1,27,31,36,27,26,18,22,All
Noam Kugelmass,,,,,,,,,0,23,20,15,14,14,22,All
Amanda Mcillmurray,,,,,,,,,,0,30,25,22,18,15,All
Mariel J K Martin,,,,,,,,,,,1,31,26,18,18,All
Judi Golding Baker,,,,,,,,,,,,1,26,22,17,All
Darrell L Clarke,,,,,,,,,,,,,1,20,14,All
Matthew D Myers,,,,,,,,,,,,,,0,19,All
Jon Geeting,,,,,,,,,,,,,,,0,All
Total,127,76,118,86,73,68,66,64,63,58,57,51,49,41,39,All
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 175th District - Democrat,,9
,Rhea Powell,Jon Geeting,Noam Kugelmass,Tom Young,Amanda Mcillmurray,Andi Perez,Joe Celentano,Judi Golding Baker,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Mariel J K Martin,Darrell L Clarke,Debby Derricks,Michael H O Brien,9
Rhea Powell,1,4,4,3,3,4,3,4,3,3,3,1,1,5,4,9
Jon Geeting,,0,6,4,2,2,2,3,2,4,2,2,0,3,3,9
Noam Kugelmass,,,0,4,2,2,2,3,2,4,2,2,0,3,3,9
Tom Young,,,,0,2,1,2,2,1,2,1,1,0,2,3,9
Amanda Mcillmurray,,,,,0,2,1,2,1,1,1,0,1,3,1,9
Andi Perez,,,,,,0,2,2,3,1,3,0,1,3,1,9
Joe Celentano,,,,,,,0,1,2,1,1,1,0,2,2,9
Judi Golding Baker,,,,,,,,0,1,3,2,1,1,3,1,9
Marylouise Isaacson,,,,,,,,,0,1,3,0,0,3,1,9
Matthew D Myers,,,,,,,,,,0,1,2,0,3,1,9
Micah Mahjoubian,,,,,,,,,,,0,0,1,3,1,9
Mariel J K Martin,,,,,,,,,,,,0,0,1,1,9
Darrell L Clarke,,,,,,,,,,,,,0,1,0,9
Debby Derricks,,,,,,,,,,,,,,0,0,9
Michael H O Brien,,,,,,,,,,,,,,,0,9
Total,10,6,6,5,4,4,4,4,4,4,4,2,1,9,5,9
,Representative In The General Assembly 175th District - Democrat,,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,13
,Michael H O Brien,Debby Derricks,Rhea Powell,Tom Young,Micah Mahjoubian,Joe Celentano,Noam Kugelmass,Amanda Mcillmurray,Andi Perez,Mariel J K Martin,Darrell L Clarke,Marylouise Isaacson,Judi Golding Baker,Jon Geeting,Matthew D Myers,13
Michael H O Brien,4,0,16,14,13,10,10,5,6,6,5,5,5,2,2,13
Debby Derricks,,2,6,1,1,3,3,4,3,3,1,3,2,2,2,13
Rhea Powell,,,0,12,12,13,10,9,8,9,7,8,6,4,4,13
Tom Young,,,,0,10,9,8,3,3,5,4,5,3,2,1,13
Micah Mahjoubian,,,,,0,7,6,4,4,6,4,5,4,1,1,13
Joe Celentano,,,,,,0,10,6,5,5,1,5,3,4,3,13
Noam Kugelmass,,,,,,,0,4,4,4,1,4,1,4,2,13
Amanda Mcillmurray,,,,,,,,0,6,7,3,5,5,2,3,13
Andi Perez,,,,,,,,,0,6,4,5,3,3,2,13
Mariel J K Martin,,,,,,,,,,0,4,6,5,2,1,13
Darrell L Clarke,,,,,,,,,,,1,4,3,1,1,13
Marylouise Isaacson,,,,,,,,,,,,0,5,3,1,13
Judi Golding Baker,,,,,,,,,,,,,0,0,1,13
Jon Geeting,,,,,,,,,,,,,,0,2,13
Matthew D Myers,,,,,,,,,,,,,,,0,13
Total,29,8,23,15,14,13,13,9,9,9,8,8,7,4,4,13
,Representative In The General Assembly 175th District - Democrat,,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,14
