col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 152nd District - Republican,Governor - Republican,,,All
,Thomas P Murt,Paul Mango,Scott R Wagner,Laura Ellsworth,All
Thomas P Murt,5,123,60,24,All
Paul Mango,,30,0,0,All
Scott R Wagner,,,5,0,All
Laura Ellsworth,,,,5,All
Total,212,153,65,29,All
,Representative In The General Assembly 152nd District - Republican,Governor - Republican,,,16
,Thomas P Murt,Paul Mango,Scott R Wagner,Laura Ellsworth,16
Thomas P Murt,1,17,3,2,16
Paul Mango,,3,0,0,16
Scott R Wagner,,,1,0,16
Laura Ellsworth,,,,0,16
Total,23,20,4,2,16
,Representative In The General Assembly 152nd District - Republican,Governor - Republican,,,17
,Thomas P Murt,Paul Mango,Laura Ellsworth,Scott R Wagner,17
Thomas P Murt,1,23,7,7,17
Paul Mango,,8,0,0,17
Laura Ellsworth,,,0,0,17
Scott R Wagner,,,,0,17
Total,38,31,7,7,17
,Representative In The General Assembly 152nd District - Republican,Governor - Republican,,,18
,Thomas P Murt,Paul Mango,Scott R Wagner,Laura Ellsworth,18
Thomas P Murt,0,26,14,1,18
Paul Mango,,4,0,0,18
Scott R Wagner,,,1,0,18
Laura Ellsworth,,,,2,18
Total,41,30,15,3,18
,Representative In The General Assembly 152nd District - Republican,Governor - Republican,,,19
,Thomas P Murt,Paul Mango,Scott R Wagner,Laura Ellsworth,19
Thomas P Murt,1,32,17,5,19
Paul Mango,,4,0,0,19
Scott R Wagner,,,1,0,19
Laura Ellsworth,,,,2,19
Total,55,36,18,7,19
,Representative In The General Assembly 152nd District - Republican,Governor - Republican,,,20
,Thomas P Murt,Paul Mango,Scott R Wagner,Laura Ellsworth,20
Thomas P Murt,1,7,3,1,20
Paul Mango,,4,0,0,20
Scott R Wagner,,,2,0,20
Laura Ellsworth,,,,1,20
Total,12,11,5,2,20
,Representative In The General Assembly 152nd District - Republican,Governor - Republican,,,21
,Thomas P Murt,Paul Mango,Scott R Wagner,Laura Ellsworth,21
Thomas P Murt,1,12,8,3,21
Paul Mango,,7,0,0,21
Scott R Wagner,,,0,0,21
Laura Ellsworth,,,,0,21
Total,24,19,8,3,21
,Representative In The General Assembly 152nd District - Republican,Governor - Republican,,,24
,Thomas P Murt,Scott R Wagner,Paul Mango,Laura Ellsworth,24
Thomas P Murt,0,8,6,5,24
Scott R Wagner,,0,0,0,24
Paul Mango,,,0,0,24
Laura Ellsworth,,,,0,24
Total,19,8,6,5,24
