col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1
,Rhea Powell,Marylouise Isaacson,Andi Perez,Tom Young,Amanda Mcillmurray,Mariel J K Martin,Darrell L Clarke,Micah Mahjoubian,Noam Kugelmass,Judi Golding Baker,Joe Celentano,Jon Geeting,Matthew D Myers,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,1
Rhea Powell,1,60,54,48,49,48,40,48,44,45,35,33,19,34,24,24,18,0,1
Marylouise Isaacson,,0,47,40,44,42,29,40,40,40,29,22,14,21,27,12,10,1,1
Andi Perez,,,0,38,34,41,27,32,33,29,27,30,13,24,21,12,4,1,1
Tom Young,,,,0,29,33,21,31,36,24,30,28,15,17,20,16,7,0,1
Amanda Mcillmurray,,,,,1,40,22,31,32,32,25,17,12,21,23,6,8,1,1
Mariel J K Martin,,,,,,0,23,29,36,29,29,21,17,22,19,10,5,1,1
Darrell L Clarke,,,,,,,3,22,19,23,15,16,11,24,13,10,6,0,1
Micah Mahjoubian,,,,,,,,0,32,25,29,21,5,20,17,6,11,1,1
Noam Kugelmass,,,,,,,,,0,23,27,19,10,16,20,9,8,2,1
Judi Golding Baker,,,,,,,,,,0,12,14,12,19,18,7,5,0,1
Joe Celentano,,,,,,,,,,,0,22,10,10,11,11,13,1,1
Jon Geeting,,,,,,,,,,,,0,11,13,13,9,4,0,1
Matthew D Myers,,,,,,,,,,,,,0,5,8,5,3,0,1
Nina Ahmad,,,,,,,,,,,,,,4,0,0,0,0,1
John Fetterman,,,,,,,,,,,,,,,8,0,0,0,1
Mike Stack,,,,,,,,,,,,,,,,9,0,0,1
Kathi Cozzone,,,,,,,,,,,,,,,,,4,0,1
Ray Sosa,,,,,,,,,,,,,,,,,,0,1
Total,102,72,64,61,60,59,57,56,56,51,49,40,23,51,45,41,27,2,1
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,2
,Rhea Powell,Darrell L Clarke,Micah Mahjoubian,Tom Young,Joe Celentano,Noam Kugelmass,Mariel J K Martin,Amanda Mcillmurray,Andi Perez,Jon Geeting,Marylouise Isaacson,Judi Golding Baker,Matthew D Myers,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2
Rhea Powell,4,14,18,17,18,16,15,14,12,5,10,11,4,11,16,8,3,0,2
Darrell L Clarke,,2,9,6,5,4,9,8,11,4,4,5,6,8,3,9,3,0,2
Micah Mahjoubian,,,2,12,15,10,10,9,9,3,5,7,3,6,10,5,1,0,2
