col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,United States Senator - Republican,,Member Of The Republican State Committee 13th Congressional District,,,,,1
,Lou Barletta,Jim Christiana,Margaret L Recupido,Linwood Holland,Camille G Mccolgan,Dan Tinney,Joseph Giedemann,1
Lou Barletta,2,0,6,7,4,5,3,1
Jim Christiana,,0,6,3,5,3,2,1
Margaret L Recupido,,,0,6,7,6,4,1
Linwood Holland,,,,0,5,2,2,1
Camille G Mccolgan,,,,,0,2,4,1
Dan Tinney,,,,,,0,2,1
Joseph Giedemann,,,,,,,0,1
Total,14,8,12,10,9,8,5,1
,Member Of The Republican State Committee 13th Congressional District,,,,,United States Senator - Republican,,2
,Camille G Mccolgan,Margaret L Recupido,Dan Tinney,Linwood Holland,Joseph Giedemann,Lou Barletta,Jim Christiana,2
Camille G Mccolgan,1,22,12,14,13,18,14,2
Margaret L Recupido,,0,11,12,13,16,15,2
Dan Tinney,,,1,6,12,10,8,2
Linwood Holland,,,,1,6,10,6,2
Joseph Giedemann,,,,,1,8,6,2
Lou Barletta,,,,,,5,0,2
Jim Christiana,,,,,,,2,2
Total,34,31,20,18,16,30,24,2
,Member Of The Republican State Committee 13th Congressional District,,,,,United States Senator - Republican,,3
,Linwood Holland,Camille G Mccolgan,Dan Tinney,Margaret L Recupido,Joseph Giedemann,Jim Christiana,Lou Barletta,3
Linwood Holland,0,9,7,6,5,8,6,3
Camille G Mccolgan,,0,8,7,4,7,3,3
Dan Tinney,,,0,6,5,4,4,3
Margaret L Recupido,,,,0,3,4,4,3
Joseph Giedemann,,,,,0,3,4,3
Jim Christiana,,,,,,1,0,3
Lou Barletta,,,,,,,0,3
Total,15,11,9,9,7,10,8,3
,United States Senator - Republican,,Member Of The Republican State Committee 13th Congressional District,,,,,4
,Jim Christiana,Lou Barletta,Linwood Holland,Margaret L Recupido,Camille G Mccolgan,Dan Tinney,Joseph Giedemann,4
Jim Christiana,3,0,8,8,7,5,4,4
Lou Barletta,,0,5,3,2,5,3,4
Linwood Holland,,,1,7,6,3,3,4
Margaret L Recupido,,,,0,7,5,4,4
Camille G Mccolgan,,,,,0,5,6,4
Dan Tinney,,,,,,0,4,4
Joseph Giedemann,,,,,,,0,4
Total,16,9,14,11,10,10,8,4
,United States Senator - Republican,,Member Of The Republican State Committee 13th Congressional District,,,,,5
,Lou Barletta,Jim Christiana,Linwood Holland,Margaret L Recupido,Camille G Mccolgan,Joseph Giedemann,Dan Tinney,5
Lou Barletta,1,0,10,10,7,6,3,5
Jim Christiana,,2,7,7,6,2,3,5
Linwood Holland,,,0,9,6,4,3,5
Margaret L Recupido,,,,0,10,7,6,5
Camille G Mccolgan,,,,,0,5,4,5
Joseph Giedemann,,,,,,0,5,5
Dan Tinney,,,,,,,0,5
Total,18,14,17,17,13,8,6,5
,Member Of The Republican State Committee 13th Congressional District,,,,,United States Senator - Republican,,6
,Margaret L Recupido,Camille G Mccolgan,Dan Tinney,Linwood Holland,Joseph Giedemann,Lou Barletta,Jim Christiana,6
Margaret L Recupido,0,19,13,13,12,10,14,6
Camille G Mccolgan,,0,13,13,11,12,10,6
Dan Tinney,,,0,5,10,10,8,6
Linwood Holland,,,,1,6,7,8,6
Joseph Giedemann,,,,,0,9,6,6
Lou Barletta,,,,,,3,0,6
Jim Christiana,,,,,,,1,6
Total,24,23,19,16,15,18,17,6
,Member Of The Republican State Committee 13th Congressional District,,,,,United States Senator - Republican,,7
,Camille G Mccolgan,Margaret L Recupido,Dan Tinney,Linwood Holland,Joseph Giedemann,Jim Christiana,Lou Barletta,7
Camille G Mccolgan,0,8,5,7,3,8,4,7
Margaret L Recupido,,0,3,6,2,7,3,7
Dan Tinney,,,0,3,3,4,4,7
Linwood Holland,,,,0,2,6,1,7
Joseph Giedemann,,,,,0,5,0,7
Jim Christiana,,,,,,1,0,7
Lou Barletta,,,,,,,2,7
Total,13,11,8,7,5,12,10,7
,Member Of The Republican State Committee 13th Congressional District,,,,,United States Senator - Republican,,8
,Camille G Mccolgan,Margaret L Recupido,Linwood Holland,Dan Tinney,Joseph Giedemann,Jim Christiana,Lou Barletta,8
Camille G Mccolgan,0,17,15,10,3,13,10,8
Margaret L Recupido,,0,17,10,4,12,8,8
Linwood Holland,,,0,8,2,11,8,8
Dan Tinney,,,,0,3,6,6,8
Joseph Giedemann,,,,,0,2,3,8
Jim Christiana,,,,,,3,0,8
Lou Barletta,,,,,,,0,8
Total,23,20,19,12,5,19,14,8
,United States Senator - Republican,,Member Of The Republican State Committee 13th Congressional District,,,,,9
,Lou Barletta,Jim Christiana,Camille G Mccolgan,Dan Tinney,Joseph Giedemann,Linwood Holland,Margaret L Recupido,9
Lou Barletta,2,0,2,4,3,2,2,9
Jim Christiana,,0,2,0,0,1,0,9
Camille G Mccolgan,,,0,2,2,2,1,9
Dan Tinney,,,,0,3,2,2,9
Joseph Giedemann,,,,,0,2,2,9
Linwood Holland,,,,,,0,1,9
Margaret L Recupido,,,,,,,0,9
Total,6,2,4,4,3,3,2,9
,Member Of The Republican State Committee 13th Congressional District,,,,,United States Senator - Republican,,10
,Camille G Mccolgan,Dan Tinney,Linwood Holland,Joseph Giedemann,Margaret L Recupido,Jim Christiana,Lou Barletta,10
Camille G Mccolgan,0,5,5,3,4,5,7,10
Dan Tinney,,1,5,4,3,6,3,10
Linwood Holland,,,0,3,2,4,4,10
Joseph Giedemann,,,,0,1,3,1,10
Margaret L Recupido,,,,,0,1,3,10
Jim Christiana,,,,,,0,0,10
Lou Barletta,,,,,,,2,10
Total,12,10,8,4,4,10,9,10
,Member Of The Republican State Committee 13th Congressional District,,,,,United States Senator - Republican,,11
,Camille G Mccolgan,Margaret L Recupido,Linwood Holland,Dan Tinney,Joseph Giedemann,Lou Barletta,Jim Christiana,11
Camille G Mccolgan,0,14,10,10,9,12,10,11
