col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 5th District - Democrat,,,,,,,,,,,,All
,Anthony Hardy Williams,Rich Lazer,Theresa M Wright,Lindy Li,Molly Sheehan,Ashley Lunkenheimer,Thaddeus Kirkland,Mary Gay Scanlon,Margo Davidson,Greg Vitali,Larry Arata,Dan Muroff,Shelly Chauncey,All
Anthony Hardy Williams,343,887,628,447,457,243,186,174,146,119,9,9,4,All
Rich Lazer,,160,0,0,0,0,0,0,0,0,0,0,0,All
Theresa M Wright,,,47,0,0,0,0,0,0,0,0,0,0,All
Lindy Li,,,,89,0,0,0,0,0,0,0,0,0,All
Molly Sheehan,,,,,65,0,0,0,0,0,0,0,0,All
Ashley Lunkenheimer,,,,,,54,0,0,0,0,0,0,0,All
Thaddeus Kirkland,,,,,,,54,0,0,0,0,0,0,All
Mary Gay Scanlon,,,,,,,,48,0,0,0,0,0,All
Margo Davidson,,,,,,,,,36,0,0,0,0,All
Greg Vitali,,,,,,,,,,54,0,0,0,All
Larry Arata,,,,,,,,,,,4,0,0,All
Dan Muroff,,,,,,,,,,,,1,0,All
Shelly Chauncey,,,,,,,,,,,,,0,All
Total,"3,652","1,047",675,536,522,297,240,222,182,173,13,10,4,All
