col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Representative In The General Assembly 194th District - Democrat,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,All
,Pamela Delissio,Kathryn S Huggins,Linda Norris,Monica Maria Djerassi,Liam G Boyle,Ken Washington,Dewayne Drummond,Lisa Rhodes,Rebecca Poyourow,Kevin Bundy,Joe Khan,Nat Lownes,Jacque Whaumbush,John Brady,All
Pamela Delissio,82,578,462,460,380,377,367,352,307,238,218,209,126,121,All
Kathryn S Huggins,,3,332,359,298,303,312,293,235,175,132,131,94,75,All
Linda Norris,,,8,348,229,205,216,293,199,119,128,142,85,62,All
Monica Maria Djerassi,,,,0,226,210,227,269,228,127,137,135,86,66,All
Liam G Boyle,,,,,1,253,242,168,121,128,79,93,39,52,All
Ken Washington,,,,,,4,265,174,104,133,78,88,39,59,All
Dewayne Drummond,,,,,,,3,186,128,126,82,78,47,43,All
Lisa Rhodes,,,,,,,,0,180,83,95,79,86,45,All
Rebecca Poyourow,,,,,,,,,0,88,130,82,92,63,All
Kevin Bundy,,,,,,,,,,1,69,92,32,58,All
Joe Khan,,,,,,,,,,,0,69,56,43,All
Nat Lownes,,,,,,,,,,,,0,33,34,All
Jacque Whaumbush,,,,,,,,,,,,,0,26,All
John Brady,,,,,,,,,,,,,,0,All
Total,922,591,486,474,392,390,381,361,313,250,226,217,129,126,All
,Representative In The General Assembly 194th District - Democrat,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1
,Pamela Delissio,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Linda Norris,Monica Maria Djerassi,Lisa Rhodes,Kevin Bundy,Rebecca Poyourow,John Brady,Nat Lownes,Joe Khan,Jacque Whaumbush,1
Pamela Delissio,1,55,51,51,49,46,40,39,10,3,2,2,1,0,1
Kathryn S Huggins,,0,48,48,48,43,39,38,9,3,1,1,1,0,1
Dewayne Drummond,,,0,50,48,42,37,39,7,2,1,2,1,0,1
