col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,All
,Brendan F Boyle,Michele Lawrence,Marylouise Isaacson,Rhea Powell,Micah Mahjoubian,Andi Perez,Amanda Mcillmurray,Judi Golding Baker,Mariel J K Martin,Tom Young,Darrell L Clarke,Noam Kugelmass,Joe Celentano,Matthew D Myers,Jon Geeting,All
Brendan F Boyle,134,0,387,327,358,328,259,282,284,299,281,192,159,175,137,All
Michele Lawrence,,43,271,289,219,230,233,194,189,152,133,153,133,94,92,All
Marylouise Isaacson,,,4,433,432,436,407,393,379,332,290,248,215,213,158,All
Rhea Powell,,,,5,369,378,411,315,317,297,216,275,246,133,165,All
Micah Mahjoubian,,,,,1,389,307,307,322,328,275,249,205,189,130,All
Andi Perez,,,,,,0,328,337,361,303,267,228,186,200,134,All
Amanda Mcillmurray,,,,,,,0,289,294,235,187,234,188,111,127,All
Judi Golding Baker,,,,,,,,0,305,230,248,161,116,204,93,All
Mariel J K Martin,,,,,,,,,0,251,241,174,134,175,108,All
Tom Young,,,,,,,,,,1,212,194,203,176,139,All
Darrell L Clarke,,,,,,,,,,,2,119,86,177,81,All
Noam Kugelmass,,,,,,,,,,,,1,165,74,105,All
Joe Celentano,,,,,,,,,,,,,0,71,97,All
Matthew D Myers,,,,,,,,,,,,,,0,63,All
Jon Geeting,,,,,,,,,,,,,,,1,All
Total,730,447,670,629,589,566,500,481,480,459,425,354,296,274,235,All
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,15
,Brendan F Boyle,Michele Lawrence,Marylouise Isaacson,Micah Mahjoubian,Rhea Powell,Amanda Mcillmurray,Andi Perez,Mariel J K Martin,Tom Young,Darrell L Clarke,Judi Golding Baker,Joe Celentano,Noam Kugelmass,Jon Geeting,Matthew D Myers,15
Brendan F Boyle,15,0,32,33,30,26,25,25,30,22,23,17,15,12,13,15
Michele Lawrence,,6,19,14,20,20,22,17,11,15,14,11,8,5,4,15
Marylouise Isaacson,,,1,31,34,37,33,34,32,24,26,20,20,17,13,15
Micah Mahjoubian,,,,0,26,26,27,24,27,26,21,17,16,8,11,15
Rhea Powell,,,,,0,36,28,30,27,15,22,23,18,12,7,15
Amanda Mcillmurray,,,,,,0,27,28,25,22,21,17,19,13,7,15
Andi Perez,,,,,,,0,30,27,21,24,17,16,11,14,15
Mariel J K Martin,,,,,,,,0,26,21,24,12,12,10,11,15
Tom Young,,,,,,,,,0,22,20,21,15,13,15,15
Darrell L Clarke,,,,,,,,,,0,19,10,5,6,11,15
Judi Golding Baker,,,,,,,,,,,0,11,10,8,11,15
Joe Celentano,,,,,,,,,,,,0,12,8,8,15
Noam Kugelmass,,,,,,,,,,,,,0,7,0,15
Jon Geeting,,,,,,,,,,,,,,1,5,15
Matthew D Myers,,,,,,,,,,,,,,,0,15
Total,69,42,54,50,50,49,48,42,42,41,38,28,25,19,17,15
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,17
,Brendan F Boyle,Michele Lawrence,Marylouise Isaacson,Rhea Powell,Micah Mahjoubian,Andi Perez,Tom Young,Mariel J K Martin,Amanda Mcillmurray,Judi Golding Baker,Darrell L Clarke,Noam Kugelmass,Matthew D Myers,Joe Celentano,Jon Geeting,17
Brendan F Boyle,34,0,121,96,108,97,91,85,75,83,74,65,52,43,37,17
Michele Lawrence,,5,44,48,36,37,28,32,40,32,28,25,17,20,11,17
Marylouise Isaacson,,,2,103,113,105,86,96,97,98,72,61,55,48,35,17
Rhea Powell,,,,2,95,96,78,79,98,78,62,71,36,54,31,17
Micah Mahjoubian,,,,,1,101,82,82,78,82,72,62,48,49,28,17
Andi Perez,,,,,,0,79,90,78,85,78,59,50,40,24,17
Tom Young,,,,,,,0,70,60,63,61,51,52,46,28,17
Mariel J K Martin,,,,,,,,0,70,81,66,43,48,28,21,17
Amanda Mcillmurray,,,,,,,,,0,67,43,62,25,45,25,17
Judi Golding Baker,,,,,,,,,,0,64,45,52,28,17,17
Darrell L Clarke,,,,,,,,,,,0,38,46,19,18,17
Noam Kugelmass,,,,,,,,,,,,0,19,37,21,17
Matthew D Myers,,,,,,,,,,,,,0,11,17,17
Joe Celentano,,,,,,,,,,,,,,0,16,17
Jon Geeting,,,,,,,,,,,,,,,0,17
Total,198,65,168,147,145,134,120,118,116,116,103,90,69,63,48,17
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,20
,Brendan F Boyle,Michele Lawrence,Marylouise Isaacson,Andi Perez,Rhea Powell,Micah Mahjoubian,Darrell L Clarke,Mariel J K Martin,Amanda Mcillmurray,Tom Young,Noam Kugelmass,Judi Golding Baker,Matthew D Myers,Joe Celentano,Jon Geeting,20
Brendan F Boyle,17,0,33,30,25,32,25,21,19,22,21,20,16,10,10,20
Michele Lawrence,,6,16,17,22,13,10,14,15,11,12,12,4,8,6,20
Marylouise Isaacson,,,1,37,31,35,23,28,26,23,20,26,15,12,11,20
Andi Perez,,,,0,30,30,22,30,24,22,19,25,18,13,11,20
Rhea Powell,,,,,0,27,15,21,29,18,22,19,6,16,11,20
Micah Mahjoubian,,,,,,0,23,22,21,27,22,21,16,14,8,20
Darrell L Clarke,,,,,,,0,19,12,17,8,17,17,6,6,20
Mariel J K Martin,,,,,,,,0,16,14,15,21,15,7,7,20
Amanda Mcillmurray,,,,,,,,,0,13,17,18,4,11,7,20
Tom Young,,,,,,,,,,0,16,14,16,13,9,20
Noam Kugelmass,,,,,,,,,,,0,10,4,13,12,20
Judi Golding Baker,,,,,,,,,,,,0,14,5,3,20
Matthew D Myers,,,,,,,,,,,,,0,5,2,20
Joe Celentano,,,,,,,,,,,,,,0,3,20
Jon Geeting,,,,,,,,,,,,,,,0,20
Total,67,37,50,48,48,45,36,36,35,34,33,32,21,19,16,20
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Representative In Congress 2nd District - Democrat,,21
,Rhea Powell,Marylouise Isaacson,Micah Mahjoubian,Amanda Mcillmurray,Andi Perez,Mariel J K Martin,Judi Golding Baker,Tom Young,Noam Kugelmass,Darrell L Clarke,Joe Celentano,Matthew D Myers,Jon Geeting,Brendan F Boyle,Michele Lawrence,21
Rhea Powell,2,95,91,94,80,72,76,68,68,47,51,31,41,70,75,21
Marylouise Isaacson,,0,90,89,80,75,77,63,56,51,40,42,30,70,60,21
Micah Mahjoubian,,,0,75,86,76,68,70,64,48,44,39,29,59,62,21
Amanda Mcillmurray,,,,0,67,66,64,56,56,36,41,32,29,53,59,21
Andi Perez,,,,,0,71,62,59,52,44,39,41,27,56,52,21
Mariel J K Martin,,,,,,0,59,48,41,45,29,33,25,56,44,21
Judi Golding Baker,,,,,,,0,46,38,48,20,41,22,55,45,21
Tom Young,,,,,,,,1,47,34,40,30,29,51,42,21
Noam Kugelmass,,,,,,,,,0,26,39,21,28,32,46,21
Darrell L Clarke,,,,,,,,,,2,12,32,15,56,20,21
Joe Celentano,,,,,,,,,,,0,10,18,27,33,21
Matthew D Myers,,,,,,,,,,,,0,11,32,24,21
Jon Geeting,,,,,,,,,,,,,0,25,22,21
Brendan F Boyle,,,,,,,,,,,,,,24,0,21
Michele Lawrence,,,,,,,,,,,,,,,13,21
Total,149,132,125,113,110,102,100,95,80,79,62,57,49,137,107,21
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,23
,Brendan F Boyle,Michele Lawrence,Marylouise Isaacson,Rhea Powell,Micah Mahjoubian,Andi Perez,Darrell L Clarke,Amanda Mcillmurray,Judi Golding Baker,Tom Young,Mariel J K Martin,Noam Kugelmass,Joe Celentano,Jon Geeting,Matthew D Myers,23
Brendan F Boyle,14,0,52,51,52,51,50,40,32,45,37,26,25,23,15,23
Michele Lawrence,,6,47,41,32,31,29,28,34,22,20,25,22,18,12,23
Marylouise Isaacson,,,0,65,55,65,53,59,58,46,42,37,38,25,23,23
Rhea Powell,,,,1,49,53,38,57,45,45,36,42,41,28,16,23
Micah Mahjoubian,,,,,0,50,47,39,37,43,38,36,30,23,18,23
Andi Perez,,,,,,0,42,46,48,40,43,28,28,21,17,23
Darrell L Clarke,,,,,,,0,38,39,37,38,25,17,17,23,23
Amanda Mcillmurray,,,,,,,,0,42,33,33,31,26,18,11,23
Judi Golding Baker,,,,,,,,,0,27,33,19,18,14,23,23
Tom Young,,,,,,,,,,0,29,30,31,26,15,23
Mariel J K Martin,,,,,,,,,,,0,22,18,13,15,23
Noam Kugelmass,,,,,,,,,,,,1,28,18,11,23
Joe Celentano,,,,,,,,,,,,,0,21,10,23
Jon Geeting,,,,,,,,,,,,,,0,7,23
Matthew D Myers,,,,,,,,,,,,,,,0,23
Total,113,76,100,95,86,83,80,69,67,67,58,54,48,41,28,23
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Representative In Congress 2nd District - Democrat,,27
,Marylouise Isaacson,Andi Perez,Judi Golding Baker,Rhea Powell,Micah Mahjoubian,Mariel J K Martin,Amanda Mcillmurray,Darrell L Clarke,Matthew D Myers,Tom Young,Joe Celentano,Jon Geeting,Noam Kugelmass,Brendan F Boyle,Michele Lawrence,27
Marylouise Isaacson,0,71,71,57,61,64,58,43,42,44,27,23,21,52,45,27
Andi Perez,,0,67,53,57,63,54,41,40,44,28,27,24,51,39,27
Judi Golding Baker,,,0,46,52,57,50,46,43,39,23,20,23,55,31,27
Rhea Powell,,,,0,43,43,55,25,21,24,29,20,19,33,46,27
Micah Mahjoubian,,,,,0,49,38,37,41,44,27,19,22,47,30,27
Mariel J K Martin,,,,,,0,45,37,37,37,24,20,17,45,31,27
Amanda Mcillmurray,,,,,,,0,24,21,22,26,21,21,31,37,27
Darrell L Clarke,,,,,,,,0,33,26,12,12,9,40,16,27
Matthew D Myers,,,,,,,,,0,32,17,12,13,36,17,27
Tom Young,,,,,,,,,,0,23,13,12,35,18,27
Joe Celentano,,,,,,,,,,,0,17,13,20,20,27
Jon Geeting,,,,,,,,,,,,0,9,18,18,27
Noam Kugelmass,,,,,,,,,,,,,0,18,13,27
Brendan F Boyle,,,,,,,,,,,,,,16,0,27
Michele Lawrence,,,,,,,,,,,,,,,6,27
Total,98,91,87,80,78,77,69,56,54,54,40,37,32,94,69,27
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Representative In Congress 2nd District - Democrat,,30
,Marylouise Isaacson,Micah Mahjoubian,Rhea Powell,Andi Perez,Amanda Mcillmurray,Mariel J K Martin,Tom Young,Judi Golding Baker,Noam Kugelmass,Joe Celentano,Darrell L Clarke,Matthew D Myers,Jon Geeting,Brendan F Boyle,Michele Lawrence,30
Marylouise Isaacson,0,47,48,45,41,40,38,37,33,30,24,23,17,27,40,30
Micah Mahjoubian,,0,38,38,30,31,35,26,27,24,22,16,15,27,32,30
Rhea Powell,,,0,38,42,36,37,29,35,32,14,16,22,22,37,30
Andi Perez,,,,0,32,34,32,26,30,21,19,20,13,18,32,30
Amanda Mcillmurray,,,,,0,36,26,27,28,22,12,11,14,15,34,30
Mariel J K Martin,,,,,,0,27,30,24,16,15,16,12,15,31,30
Tom Young,,,,,,,0,21,23,29,15,16,21,25,20,30
