col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In Congress 2nd District - Republican,Member Of The Republican State Committee 13th Congressional District,,,,,All
,David Torres,Margaret L Recupido,Camille G Mccolgan,Linwood Holland,Dan Tinney,Joseph Giedemann,All
David Torres,75,272,276,241,175,145,All
Margaret L Recupido,,39,220,180,115,104,All
Camille G Mccolgan,,,14,189,120,109,All
Linwood Holland,,,,11,100,87,All
Dan Tinney,,,,,3,116,All
Joseph Giedemann,,,,,,1,All
Total,519,349,335,292,197,159,All
,Representative In Congress 2nd District - Republican,Member Of The Republican State Committee 13th Congressional District,,,,,1
,David Torres,Margaret L Recupido,Linwood Holland,Camille G Mccolgan,Dan Tinney,Joseph Giedemann,1
David Torres,2,14,13,11,8,6,1
Margaret L Recupido,,4,10,12,7,6,1
Linwood Holland,,,0,9,5,4,1
Camille G Mccolgan,,,,0,7,5,1
Dan Tinney,,,,,1,7,1
Joseph Giedemann,,,,,,0,1
Total,22,21,16,14,11,8,1
,Representative In Congress 2nd District - Republican,Member Of The Republican State Committee 13th Congressional District,,,,,2
,David Torres,Camille G Mccolgan,Joseph Giedemann,Linwood Holland,Margaret L Recupido,Dan Tinney,2
David Torres,2,13,13,12,13,9,2
Camille G Mccolgan,,0,6,6,6,4,2
Joseph Giedemann,,,0,7,8,10,2
Linwood Holland,,,,1,7,6,2
Margaret L Recupido,,,,,1,6,2
Dan Tinney,,,,,,1,2
Total,28,14,14,14,14,11,2
,Representative In Congress 2nd District - Republican,Member Of The Republican State Committee 13th Congressional District,,,,,3
,David Torres,Margaret L Recupido,Camille G Mccolgan,Linwood Holland,Dan Tinney,Joseph Giedemann,3
David Torres,2,17,13,7,6,6,3
Margaret L Recupido,,1,12,9,6,4,3
Camille G Mccolgan,,,0,8,5,5,3
Linwood Holland,,,,0,3,2,3
Dan Tinney,,,,,0,5,3
Joseph Giedemann,,,,,,0,3
Total,22,21,15,9,8,7,3
,Representative In Congress 2nd District - Republican,Member Of The Republican State Committee 13th Congressional District,,,,,4
,David Torres,Linwood Holland,Camille G Mccolgan,Dan Tinney,Margaret L Recupido,Joseph Giedemann,4
David Torres,1,12,10,9,9,7,4
Linwood Holland,,2,8,9,7,6,4
Camille G Mccolgan,,,0,6,6,3,4
Dan Tinney,,,,0,5,7,4
Margaret L Recupido,,,,,0,2,4
Joseph Giedemann,,,,,,0,4
Total,19,15,11,10,10,7,4
,Representative In Congress 2nd District - Republican,Member Of The Republican State Committee 13th Congressional District,,,,,5
,David Torres,Linwood Holland,Margaret L Recupido,Camille G Mccolgan,Dan Tinney,Joseph Giedemann,5
David Torres,0,6,4,3,3,1,5
Linwood Holland,,0,3,3,1,0,5
Margaret L Recupido,,,0,4,1,1,5
Camille G Mccolgan,,,,0,1,1,5
Dan Tinney,,,,,0,1,5
Joseph Giedemann,,,,,,0,5
Total,10,8,5,4,4,1,5
,Representative In Congress 2nd District - Republican,Member Of The Republican State Committee 13th Congressional District,,,,,6
,David Torres,Camille G Mccolgan,Margaret L Recupido,Linwood Holland,Dan Tinney,Joseph Giedemann,6
David Torres,0,6,5,3,1,1,6
Camille G Mccolgan,,1,3,2,1,1,6
Margaret L Recupido,,,1,2,1,1,6
Linwood Holland,,,,0,1,0,6
Dan Tinney,,,,,0,1,6
Joseph Giedemann,,,,,,0,6
Total,9,7,6,4,2,1,6
,Representative In Congress 2nd District - Republican,Member Of The Republican State Committee 13th Congressional District,,,,,7
,David Torres,Margaret L Recupido,Camille G Mccolgan,Dan Tinney,Joseph Giedemann,Linwood Holland,7
David Torres,1,2,3,3,1,1,7
Margaret L Recupido,,2,2,1,0,0,7
Camille G Mccolgan,,,0,2,1,1,7
Dan Tinney,,,,0,1,1,7
Joseph Giedemann,,,,,0,1,7
Linwood Holland,,,,,,0,7
Total,5,4,3,3,1,1,7
,Representative In Congress 2nd District - Republican,Member Of The Republican State Committee 13th Congressional District,,,,,8
,David Torres,Camille G Mccolgan,Linwood Holland,Margaret L Recupido,Dan Tinney,Joseph Giedemann,8
David Torres,1,14,12,12,4,2,8
Camille G Mccolgan,,1,10,12,3,1,8
Linwood Holland,,,1,12,3,2,8
Margaret L Recupido,,,,0,4,2,8
Dan Tinney,,,,,0,1,8
Joseph Giedemann,,,,,,0,8
Total,17,16,14,14,4,2,8
,Representative In Congress 2nd District - Republican,Member Of The Republican State Committee 13th Congressional District,,,,,9
,David Torres,Margaret L Recupido,Linwood Holland,Camille G Mccolgan,Joseph Giedemann,Dan Tinney,9
David Torres,0,10,9,9,6,5,9
Margaret L Recupido,,2,7,8,4,3,9
Linwood Holland,,,1,7,4,5,9
Camille G Mccolgan,,,,0,4,3,9
Joseph Giedemann,,,,,0,3,9
Dan Tinney,,,,,,0,9
Total,14,13,11,10,6,5,9
,Representative In Congress 2nd District - Republican,Member Of The Republican State Committee 13th Congressional District,,,,,10
,David Torres,Camille G Mccolgan,Margaret L Recupido,Dan Tinney,Joseph Giedemann,Linwood Holland,10
David Torres,0,5,5,5,3,3,10
Camille G Mccolgan,,0,3,3,2,4,10
Margaret L Recupido,,,1,3,2,2,10
Dan Tinney,,,,0,3,2,10
Joseph Giedemann,,,,,0,1,10
Linwood Holland,,,,,,0,10
Total,9,8,7,6,4,4,10
,Representative In Congress 2nd District - Republican,Member Of The Republican State Committee 13th Congressional District,,,,,11
,David Torres,Margaret L Recupido,Camille G Mccolgan,Linwood Holland,Dan Tinney,Joseph Giedemann,11
David Torres,2,13,9,7,7,5,11
Margaret L Recupido,,3,9,7,5,4,11
Camille G Mccolgan,,,0,7,6,5,11
Linwood Holland,,,,0,2,2,11
Dan Tinney,,,,,1,5,11
Joseph Giedemann,,,,,,0,11
Total,22,19,13,11,9,6,11
,Representative In Congress 2nd District - Republican,Member Of The Republican State Committee 13th Congressional District,,,,,12
,David Torres,Camille G Mccolgan,Linwood Holland,Margaret L Recupido,Dan Tinney,Joseph Giedemann,12
David Torres,2,19,12,14,12,9,12
Camille G Mccolgan,,2,12,13,12,8,12
Linwood Holland,,,1,9,9,6,12
