col_1,col_2,col_3,col_4,division
,Governor - Democrat,Representative In Congress 2nd District - Democrat,,All
,Tom Wolf,Brendan F Boyle,Michele Lawrence,All
Tom Wolf,39,326,164,All
Brendan F Boyle,,36,0,All
Michele Lawrence,,,11,All
Total,529,362,175,All
,Governor - Democrat,Representative In Congress 2nd District - Democrat,,1
,Tom Wolf,Brendan F Boyle,Michele Lawrence,1
Tom Wolf,1,17,13,1
Brendan F Boyle,,4,0,1
Michele Lawrence,,,0,1
Total,31,21,13,1
,Governor - Democrat,Representative In Congress 2nd District - Democrat,,2
,Tom Wolf,Brendan F Boyle,Michele Lawrence,2
Tom Wolf,0,14,14,2
Brendan F Boyle,,0,0,2
Michele Lawrence,,,0,2
Total,28,14,14,2
,Governor - Democrat,Representative In Congress 2nd District - Democrat,,3
,Tom Wolf,Michele Lawrence,Brendan F Boyle,3
Tom Wolf,4,13,10,3
Michele Lawrence,,0,0,3
Brendan F Boyle,,,0,3
Total,27,13,10,3
,Governor - Democrat,Representative In Congress 2nd District - Democrat,,4
,Tom Wolf,Brendan F Boyle,Michele Lawrence,4
Tom Wolf,3,10,8,4
Brendan F Boyle,,2,0,4
Michele Lawrence,,,4,4
Total,21,12,12,4
,Governor - Democrat,Representative In Congress 2nd District - Democrat,,5
,Tom Wolf,Brendan F Boyle,Michele Lawrence,5
Tom Wolf,1,7,7,5
Brendan F Boyle,,2,0,5
Michele Lawrence,,,1,5
Total,15,9,8,5
,Governor - Democrat,Representative In Congress 2nd District - Democrat,,6
,Tom Wolf,Brendan F Boyle,Michele Lawrence,6
Tom Wolf,3,13,7,6
Brendan F Boyle,,1,0,6
Michele Lawrence,,,0,6
Total,23,14,7,6
,Governor - Democrat,Representative In Congress 2nd District - Democrat,,7
,Tom Wolf,Brendan F Boyle,Michele Lawrence,7
Tom Wolf,3,15,4,7
Brendan F Boyle,,2,0,7
Michele Lawrence,,,0,7
Total,22,17,4,7
,Governor - Democrat,Representative In Congress 2nd District - Democrat,,8
,Tom Wolf,Brendan F Boyle,Michele Lawrence,8
Tom Wolf,0,16,8,8
Brendan F Boyle,,2,0,8
Michele Lawrence,,,0,8
Total,24,18,8,8
,Governor - Democrat,Representative In Congress 2nd District - Democrat,,9
,Tom Wolf,Brendan F Boyle,Michele Lawrence,9
Tom Wolf,3,29,13,9
Brendan F Boyle,,3,0,9
Michele Lawrence,,,0,9
Total,45,32,13,9
,Governor - Democrat,Representative In Congress 2nd District - Democrat,,10
,Tom Wolf,Brendan F Boyle,Michele Lawrence,10
Tom Wolf,3,12,3,10
Brendan F Boyle,,1,0,10
Michele Lawrence,,,1,10
Total,18,13,4,10
,Governor - Democrat,Representative In Congress 2nd District - Democrat,,11
,Tom Wolf,Brendan F Boyle,Michele Lawrence,11
Tom Wolf,1,11,3,11
Brendan F Boyle,,0,0,11
Michele Lawrence,,,0,11
Total,15,11,3,11
,Governor - Democrat,Representative In Congress 2nd District - Democrat,,12
,Tom Wolf,Brendan F Boyle,Michele Lawrence,12
Tom Wolf,2,10,10,12
Brendan F Boyle,,0,0,12
Michele Lawrence,,,0,12
Total,22,10,10,12
,Governor - Democrat,Representative In Congress 2nd District - Democrat,,13
,Tom Wolf,Brendan F Boyle,Michele Lawrence,13
Tom Wolf,3,18,8,13
Brendan F Boyle,,1,0,13
Michele Lawrence,,,0,13
Total,29,19,8,13
,Governor - Democrat,Representative In Congress 2nd District - Democrat,,14
,Tom Wolf,Brendan F Boyle,Michele Lawrence,14
Tom Wolf,0,12,6,14
Brendan F Boyle,,0,0,14
Michele Lawrence,,,0,14
Total,18,12,6,14
,Governor - Democrat,Representative In Congress 2nd District - Democrat,,15
,Tom Wolf,Brendan F Boyle,Michele Lawrence,15
Tom Wolf,1,14,8,15
Brendan F Boyle,,1,0,15
Michele Lawrence,,,0,15
Total,23,15,8,15
,Governor - Democrat,Representative In Congress 2nd District - Democrat,,16
,Tom Wolf,Brendan F Boyle,Michele Lawrence,16
Tom Wolf,3,7,6,16
Brendan F Boyle,,0,0,16
Michele Lawrence,,,1,16
Total,16,7,7,16
,Representative In Congress 2nd District - Democrat,,Governor - Democrat,17
,Brendan F Boyle,Michele Lawrence,Tom Wolf,17
Brendan F Boyle,5,0,18,17
Michele Lawrence,,1,3,17
Tom Wolf,,,1,17
Total,23,4,22,17
,Governor - Democrat,Representative In Congress 2nd District - Democrat,,18
,Tom Wolf,Brendan F Boyle,Michele Lawrence,18
Tom Wolf,1,21,7,18
Brendan F Boyle,,1,0,18
Michele Lawrence,,,0,18
Total,29,22,7,18
,Governor - Democrat,Representative In Congress 2nd District - Democrat,,19
,Tom Wolf,Brendan F Boyle,Michele Lawrence,19
Tom Wolf,0,20,4,19
Brendan F Boyle,,1,0,19
Michele Lawrence,,,1,19
Total,24,21,5,19
,Governor - Democrat,Representative In Congress 2nd District - Democrat,,20
,Tom Wolf,Brendan F Boyle,Michele Lawrence,20
Tom Wolf,2,12,8,20
Brendan F Boyle,,2,0,20
Michele Lawrence,,,0,20
Total,22,14,8,20
,Representative In Congress 2nd District - Democrat,,Governor - Democrat,21
,Brendan F Boyle,Michele Lawrence,Tom Wolf,21
Brendan F Boyle,7,0,23,21
Michele Lawrence,,1,5,21
Tom Wolf,,,1,21
Total,30,6,29,21
,Governor - Democrat,Representative In Congress 2nd District - Democrat,,22
,Tom Wolf,Brendan F Boyle,Michele Lawrence,22
Tom Wolf,3,17,6,22
Brendan F Boyle,,1,0,22
Michele Lawrence,,,1,22
Total,26,18,7,22
