col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,All
,Brian Sims,Dwight Evans,Kevin Johnson,All
Brian Sims,295,"3,801",790,All
Dwight Evans,,270,0,All
Kevin Johnson,,,79,All
Total,"4,886","4,071",869,All
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,1
,Brian Sims,Dwight Evans,Kevin Johnson,1
Brian Sims,12,121,21,1
Dwight Evans,,6,0,1
Kevin Johnson,,,4,1
Total,154,127,25,1
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,2
,Brian Sims,Dwight Evans,Kevin Johnson,2
Brian Sims,12,124,24,2
Dwight Evans,,11,0,2
Kevin Johnson,,,3,2
Total,160,135,27,2
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,3
,Brian Sims,Dwight Evans,Kevin Johnson,3
Brian Sims,6,146,30,3
Dwight Evans,,5,0,3
Kevin Johnson,,,2,3
Total,182,151,32,3
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,4
,Brian Sims,Dwight Evans,Kevin Johnson,4
Brian Sims,12,118,27,4
Dwight Evans,,9,0,4
Kevin Johnson,,,1,4
Total,157,127,28,4
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,5
,Brian Sims,Dwight Evans,Kevin Johnson,5
Brian Sims,9,119,22,5
Dwight Evans,,5,0,5
Kevin Johnson,,,3,5
Total,150,124,25,5
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,6
,Brian Sims,Dwight Evans,Kevin Johnson,6
Brian Sims,7,117,27,6
Dwight Evans,,11,0,6
Kevin Johnson,,,5,6
Total,151,128,32,6
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,7
,Brian Sims,Dwight Evans,Kevin Johnson,7
Brian Sims,19,145,31,7
Dwight Evans,,11,0,7
Kevin Johnson,,,3,7
Total,195,156,34,7
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,8
,Brian Sims,Dwight Evans,Kevin Johnson,8
Brian Sims,7,127,24,8
Dwight Evans,,15,0,8
Kevin Johnson,,,1,8
Total,158,142,25,8
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,9
,Brian Sims,Dwight Evans,Kevin Johnson,9
Brian Sims,6,109,24,9
Dwight Evans,,5,0,9
Kevin Johnson,,,5,9
Total,139,114,29,9
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,10
,Brian Sims,Dwight Evans,Kevin Johnson,10
Brian Sims,6,176,17,10
Dwight Evans,,7,0,10
Kevin Johnson,,,3,10
Total,199,183,20,10
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,11
,Brian Sims,Dwight Evans,Kevin Johnson,11
Brian Sims,8,78,9,11
Dwight Evans,,6,0,11
Kevin Johnson,,,0,11
Total,95,84,9,11
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,12
,Brian Sims,Dwight Evans,Kevin Johnson,12
Brian Sims,3,95,17,12
Dwight Evans,,9,0,12
Kevin Johnson,,,1,12
Total,115,104,18,12
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,13
,Brian Sims,Dwight Evans,Kevin Johnson,13
Brian Sims,5,98,13,13
Dwight Evans,,5,0,13
Kevin Johnson,,,0,13
Total,116,103,13,13
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,14
,Brian Sims,Dwight Evans,Kevin Johnson,14
Brian Sims,8,144,19,14
Dwight Evans,,6,0,14
Kevin Johnson,,,5,14
Total,171,150,24,14
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,15
,Brian Sims,Dwight Evans,Kevin Johnson,15
Brian Sims,8,126,28,15
Dwight Evans,,6,0,15
Kevin Johnson,,,2,15
Total,162,132,30,15
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,16
,Brian Sims,Dwight Evans,Kevin Johnson,16
Brian Sims,18,193,31,16
Dwight Evans,,20,0,16
Kevin Johnson,,,2,16
Total,242,213,33,16
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,17
,Brian Sims,Dwight Evans,Kevin Johnson,17
Brian Sims,9,68,22,17
Dwight Evans,,4,0,17
Kevin Johnson,,,3,17
Total,99,72,25,17
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,18
,Brian Sims,Dwight Evans,Kevin Johnson,18
Brian Sims,17,202,21,18
Dwight Evans,,15,0,18
Kevin Johnson,,,6,18
Total,240,217,27,18
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,19
,Brian Sims,Dwight Evans,Kevin Johnson,19
Brian Sims,11,153,20,19
Dwight Evans,,4,0,19
Kevin Johnson,,,1,19
Total,184,157,21,19
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,20
,Brian Sims,Dwight Evans,Kevin Johnson,20
Brian Sims,2,53,12,20
Dwight Evans,,2,0,20
Kevin Johnson,,,2,20
Total,67,55,14,20
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,21
,Brian Sims,Dwight Evans,Kevin Johnson,21
Brian Sims,15,160,37,21
Dwight Evans,,13,0,21
Kevin Johnson,,,5,21
Total,212,173,42,21
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,22
,Brian Sims,Dwight Evans,Kevin Johnson,22
Brian Sims,5,21,20,22
Dwight Evans,,1,0,22
Kevin Johnson,,,0,22
Total,46,22,20,22
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,23
,Brian Sims,Dwight Evans,Kevin Johnson,23
Brian Sims,14,144,34,23
Dwight Evans,,6,0,23
Kevin Johnson,,,4,23
Total,192,150,38,23
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,24
,Brian Sims,Dwight Evans,Kevin Johnson,24
Brian Sims,8,213,48,24
Dwight Evans,,21,0,24
Kevin Johnson,,,3,24
Total,269,234,51,24
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,25
,Brian Sims,Dwight Evans,Kevin Johnson,25
Brian Sims,6,97,28,25
Dwight Evans,,22,0,25
Kevin Johnson,,,2,25
Total,131,119,30,25
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,26
,Brian Sims,Dwight Evans,Kevin Johnson,26
Brian Sims,10,156,46,26
Dwight Evans,,9,0,26
Kevin Johnson,,,2,26
Total,212,165,48,26
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,27
,Brian Sims,Dwight Evans,Kevin Johnson,27
Brian Sims,4,63,19,27
Dwight Evans,,3,0,27
Kevin Johnson,,,2,27
Total,86,66,21,27
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,28
,Brian Sims,Dwight Evans,Kevin Johnson,28
Brian Sims,9,133,43,28
Dwight Evans,,4,0,28
Kevin Johnson,,,2,28
Total,185,137,45,28
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,29
,Brian Sims,Dwight Evans,Kevin Johnson,29
Brian Sims,33,212,50,29
Dwight Evans,,22,0,29
Kevin Johnson,,,5,29
Total,295,234,55,29
,Representative In The General Assembly 182nd District - Democrat,Representative In Congress 3rd District - Democrat,,30
,Brian Sims,Dwight Evans,Kevin Johnson,30
Brian Sims,6,90,26,30
Dwight Evans,,7,0,30
Kevin Johnson,,,2,30
Total,122,97,28,30
