col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Member Of The - Democratic State Committee 4th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,All
,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,All
Sherrie Cohen,87,914,926,892,755,351,263,75,6,All
Qasim Rashad,,32,893,873,556,229,246,59,6,All
Carla Cain,,,9,886,519,215,219,59,6,All
Chris Rabb,,,,10,486,200,218,59,6,All
Mike Stack,,,,,428,0,0,0,0,All
Kathi Cozzone,,,,,,57,0,0,0,All
Nina Ahmad,,,,,,,28,0,0,All
John Fetterman,,,,,,,,21,0,All
Ray Sosa,,,,,,,,,2,All
Total,"1,580","1,168","1,065","1,012","1,377",471,387,120,12,All
,Member Of The - Democratic State Committee 4th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1
,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,1
Sherrie Cohen,3,33,33,32,27,14,9,2,0,1
Qasim Rashad,,1,33,31,21,11,7,1,0,1
Carla Cain,,,0,32,22,12,4,1,0,1
Chris Rabb,,,,0,22,10,4,1,0,1
Mike Stack,,,,,10,0,0,0,0,1
Nina Ahmad,,,,,,1,0,0,0,1
Kathi Cozzone,,,,,,,2,0,0,1
John Fetterman,,,,,,,,0,0,1
Ray Sosa,,,,,,,,,0,1
Total,55,42,40,37,47,18,14,2,0,1
,Member Of The - Democratic State Committee 4th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,2
,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2
Sherrie Cohen,0,33,35,35,23,14,7,4,1,2
Qasim Rashad,,0,33,33,21,12,4,4,0,2
Carla Cain,,,1,34,18,11,4,5,0,2
Chris Rabb,,,,0,18,11,3,4,0,2
Mike Stack,,,,,14,0,0,0,0,2
Nina Ahmad,,,,,,1,0,0,0,2
Kathi Cozzone,,,,,,,0,0,0,2
John Fetterman,,,,,,,,1,0,2
Ray Sosa,,,,,,,,,1,2
Total,50,42,40,37,47,16,9,7,2,2
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 4th Senatorial District,,,,3
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,3
Mike Stack,31,0,0,0,0,35,28,25,23,3
Kathi Cozzone,,4,0,0,0,14,6,7,5,3
Nina Ahmad,,,1,0,0,3,2,4,5,3
John Fetterman,,,,1,0,3,2,2,3,3
Ray Sosa,,,,,0,0,0,0,0,3
Sherrie Cohen,,,,,,0,34,33,29,3
Qasim Rashad,,,,,,,1,33,29,3
Carla Cain,,,,,,,,0,31,3
Chris Rabb,,,,,,,,,0,3
Total,75,18,8,5,0,56,40,39,37,3
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 4th Senatorial District,,,,4
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,Sherrie Cohen,Qasim Rashad,Chris Rabb,Carla Cain,4
Mike Stack,48,0,0,0,0,24,19,18,18,4
