col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Senator In The General Assembly 2nd District - Democrat,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,All
,Christine M Tartaglione,James Harrity,Mona Getzes Cohen,Meagan Ingerson,Erica Vanstone,Catherine Bartch,Richard Lombardo,Frank T Brzozowski,Marnie Aument Loughrey,Billy Cortes,All
Christine M Tartaglione,"1,584","5,863","5,389","5,107","4,687","4,126","4,166","3,708","3,450","3,295",All
James Harrity,,120,"3,454","3,542","3,710","3,140","3,525","3,174","2,728","2,779",All
Mona Getzes Cohen,,,175,"3,871","3,023","2,431","2,430","2,051","1,920","1,829",All
Meagan Ingerson,,,,116,"3,220","2,543","2,496","2,187","2,055","1,834",All
Erica Vanstone,,,,,24,"3,534","3,554","3,212","3,037","2,883",All
Catherine Bartch,,,,,,52,"2,960","2,595","2,919","2,528",All
Richard Lombardo,,,,,,,19,"3,104","2,564","2,707",All
Frank T Brzozowski,,,,,,,,21,"2,307","2,395",All
Marnie Aument Loughrey,,,,,,,,,9,"2,255",All
Billy Cortes,,,,,,,,,,15,All
Total,"11,070","6,230","5,788","5,481","4,964","4,425","4,384","3,921","3,651","3,466",All
