col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 175th District - Democrat,,All
,Rhea Powell,Amanda Mcillmurray,Marylouise Isaacson,Andi Perez,Judi Golding Baker,Micah Mahjoubian,Mariel J K Martin,Joe Celentano,Noam Kugelmass,Tom Young,Darrell L Clarke,Jon Geeting,Matthew D Myers,Michael H O Brien,Debby Derricks,All
Rhea Powell,6,499,481,412,399,386,356,360,335,313,249,186,147,437,380,All
Amanda Mcillmurray,,3,448,369,384,298,329,268,252,253,195,159,140,338,274,All
Marylouise Isaacson,,,1,353,357,318,328,250,263,242,210,136,138,321,275,All
Andi Perez,,,,0,293,252,266,220,221,213,178,142,128,290,226,All
Judi Golding Baker,,,,,0,221,258,174,192,163,175,118,126,260,222,All
Micah Mahjoubian,,,,,,0,219,250,256,225,149,105,96,256,207,All
Mariel J K Martin,,,,,,,0,177,185,182,159,100,127,221,207,All
Joe Celentano,,,,,,,,1,219,237,109,139,90,246,182,All
Noam Kugelmass,,,,,,,,,1,212,111,115,93,215,180,All
Tom Young,,,,,,,,,,1,126,133,96,224,166,All
Darrell L Clarke,,,,,,,,,,,3,65,112,188,136,All
Jon Geeting,,,,,,,,,,,,0,64,133,103,All
Matthew D Myers,,,,,,,,,,,,,0,125,94,All
Michael H O Brien,,,,,,,,,,,,,,136,0,All
Debby Derricks,,,,,,,,,,,,,,,83,All
Total,835,624,607,522,493,470,436,434,399,393,331,238,221,739,566,All
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 175th District - Democrat,,1
,Rhea Powell,Amanda Mcillmurray,Andi Perez,Micah Mahjoubian,Judi Golding Baker,Marylouise Isaacson,Joe Celentano,Mariel J K Martin,Tom Young,Noam Kugelmass,Darrell L Clarke,Jon Geeting,Matthew D Myers,Michael H O Brien,Debby Derricks,1
Rhea Powell,2,88,80,63,65,63,56,45,40,43,38,23,16,76,51,1
Amanda Mcillmurray,,1,74,50,68,60,53,45,37,39,30,24,18,68,40,1
Andi Perez,,,0,44,57,47,42,35,31,33,26,21,16,58,36,1
Micah Mahjoubian,,,,0,36,49,46,37,36,39,28,14,12,48,33,1
Judi Golding Baker,,,,,0,42,33,32,23,26,23,21,15,51,29,1
Marylouise Isaacson,,,,,,0,41,41,31,32,26,19,9,47,32,1
Joe Celentano,,,,,,,0,31,38,37,20,22,16,42,28,1
Mariel J K Martin,,,,,,,,0,22,25,21,12,13,25,32,1
Tom Young,,,,,,,,,0,25,18,18,13,37,18,1
Noam Kugelmass,,,,,,,,,,0,13,12,9,28,22,1
Darrell L Clarke,,,,,,,,,,,0,10,11,30,20,1
Jon Geeting,,,,,,,,,,,,0,7,19,11,1
Matthew D Myers,,,,,,,,,,,,,0,15,12,1
Michael H O Brien,,,,,,,,,,,,,,18,0,1
Debby Derricks,,,,,,,,,,,,,,,9,1
Total,129,109,94,82,80,79,71,57,56,51,50,30,27,121,77,1
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 175th District - Democrat,,15
,Rhea Powell,Amanda Mcillmurray,Marylouise Isaacson,Joe Celentano,Andi Perez,Mariel J K Martin,Micah Mahjoubian,Tom Young,Judi Golding Baker,Noam Kugelmass,Darrell L Clarke,Jon Geeting,Matthew D Myers,Michael H O Brien,Debby Derricks,15
Rhea Powell,1,87,85,85,80,71,69,72,66,68,49,43,25,85,67,15
Amanda Mcillmurray,,0,75,55,65,59,55,51,58,44,33,36,22,59,43,15
Marylouise Isaacson,,,0,51,62,57,56,46,57,46,39,30,21,53,45,15
Joe Celentano,,,,0,43,39,49,52,31,45,23,33,15,56,38,15
Andi Perez,,,,,0,50,45,47,46,42,30,32,15,46,43,15
Mariel J K Martin,,,,,,0,45,37,44,45,28,24,22,46,34,15
Micah Mahjoubian,,,,,,,0,42,37,46,19,27,13,38,41,15
Tom Young,,,,,,,,1,29,45,24,32,14,44,35,15
Judi Golding Baker,,,,,,,,,0,33,30,26,23,39,36,15
Noam Kugelmass,,,,,,,,,,0,21,28,15,42,33,15
Darrell L Clarke,,,,,,,,,,,3,12,14,30,24,15
Jon Geeting,,,,,,,,,,,,0,16,28,23,15
Matthew D Myers,,,,,,,,,,,,,0,23,12,15
Michael H O Brien,,,,,,,,,,,,,,18,0,15
Debby Derricks,,,,,,,,,,,,,,,6,15
Total,154,103,99,94,90,81,80,80,76,75,58,52,36,125,87,15
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 175th District - Democrat,,16
,Rhea Powell,Amanda Mcillmurray,Marylouise Isaacson,Judi Golding Baker,Mariel J K Martin,Andi Perez,Micah Mahjoubian,Joe Celentano,Noam Kugelmass,Darrell L Clarke,Tom Young,Jon Geeting,Matthew D Myers,Michael H O Brien,Debby Derricks,16
Rhea Powell,2,95,96,90,80,71,69,57,59,55,48,31,28,71,87,16
Amanda Mcillmurray,,1,84,81,70,57,55,41,45,46,41,26,24,45,68,16
Marylouise Isaacson,,,0,78,71,54,59,34,46,44,36,20,23,48,61,16
Judi Golding Baker,,,,0,65,59,50,32,43,41,34,26,23,45,63,16
Mariel J K Martin,,,,,0,55,36,26,31,40,31,19,23,38,55,16
Andi Perez,,,,,,0,42,36,32,40,32,23,23,44,46,16
Micah Mahjoubian,,,,,,,0,39,47,32,32,14,18,42,44,16
Joe Celentano,,,,,,,,1,34,24,33,20,14,38,31,16
Noam Kugelmass,,,,,,,,,0,26,34,14,17,33,36,16
Darrell L Clarke,,,,,,,,,,0,24,18,21,35,32,16
Tom Young,,,,,,,,,,,0,19,16,31,29,16
Jon Geeting,,,,,,,,,,,,0,9,24,19,16
Matthew D Myers,,,,,,,,,,,,,0,21,19,16
Michael H O Brien,,,,,,,,,,,,,,34,0,16
Debby Derricks,,,,,,,,,,,,,,,21,16
Total,162,115,111,110,94,91,87,73,70,68,61,44,40,133,127,16
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 175th District - Democrat,,25
,Rhea Powell,Marylouise Isaacson,Amanda Mcillmurray,Andi Perez,Judi Golding Baker,Micah Mahjoubian,Joe Celentano,Noam Kugelmass,Tom Young,Mariel J K Martin,Jon Geeting,Darrell L Clarke,Matthew D Myers,Michael H O Brien,Debby Derricks,25
