col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Representative In The General Assembly 179th District - Democrat,,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,All
,Jason T Dawkins,Abu Vicente Edwards,James Harrity,Erica Vanstone,Mona Getzes Cohen,Meagan Ingerson,Richard Lombardo,Catherine Bartch,Frank T Brzozowski,Billy Cortes,Marnie Aument Loughrey,All
Jason T Dawkins,129,0,393,283,230,230,273,245,238,235,225,All
Abu Vicente Edwards,,10,83,45,99,86,36,29,30,27,24,All
James Harrity,,,5,277,209,218,272,239,238,238,216,All
Erica Vanstone,,,,0,149,155,278,252,240,238,222,All
Mona Getzes Cohen,,,,,3,213,127,107,91,96,77,All
Meagan Ingerson,,,,,,2,131,113,98,94,90,All
Richard Lombardo,,,,,,,0,233,248,232,207,All
Catherine Bartch,,,,,,,,0,197,214,210,All
Frank T Brzozowski,,,,,,,,,0,200,193,All
Billy Cortes,,,,,,,,,,0,196,All
Marnie Aument Loughrey,,,,,,,,,,,0,All
Total,702,149,492,337,334,319,318,281,275,271,256,All
,Representative In The General Assembly 179th District - Democrat,,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,2
,Jason T Dawkins,Abu Vicente Edwards,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Erica Vanstone,Richard Lombardo,Catherine Bartch,Marnie Aument Loughrey,Billy Cortes,Frank T Brzozowski,2
Jason T Dawkins,9,0,11,12,10,7,6,5,4,3,3,2
Abu Vicente Edwards,,0,8,5,5,4,3,2,3,3,2,2
Mona Getzes Cohen,,,1,12,12,10,8,7,5,5,4,2
James Harrity,,,,0,11,9,8,7,6,5,3,2
Meagan Ingerson,,,,,0,10,7,6,5,4,3,2
Erica Vanstone,,,,,,0,8,7,5,5,4,2
Richard Lombardo,,,,,,,0,7,5,5,3,2
Catherine Bartch,,,,,,,,0,3,3,2,2
Marnie Aument Loughrey,,,,,,,,,0,3,2,2
Billy Cortes,,,,,,,,,,0,3,2
Frank T Brzozowski,,,,,,,,,,,0,2
Total,28,9,20,17,15,11,9,7,7,6,5,2
,Representative In The General Assembly 179th District - Democrat,,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,5
,Jason T Dawkins,Abu Vicente Edwards,James Harrity,Meagan Ingerson,Mona Getzes Cohen,Catherine Bartch,Billy Cortes,Erica Vanstone,Marnie Aument Loughrey,Richard Lombardo,Frank T Brzozowski,5
Jason T Dawkins,16,0,12,12,11,10,10,11,8,10,8,5
Abu Vicente Edwards,,0,1,3,4,2,1,0,2,0,0,5
James Harrity,,,1,8,7,7,10,8,7,10,8,5
Meagan Ingerson,,,,0,11,7,6,8,5,6,4,5
Mona Getzes Cohen,,,,,0,7,6,8,5,6,4,5
Catherine Bartch,,,,,,0,8,9,10,8,7,5
Billy Cortes,,,,,,,0,8,7,10,9,5
Erica Vanstone,,,,,,,,0,8,9,7,5
Marnie Aument Loughrey,,,,,,,,,0,7,5,5
Richard Lombardo,,,,,,,,,,0,9,5
Frank T Brzozowski,,,,,,,,,,,0,5
Total,34,6,15,15,15,13,12,12,11,11,9,5
,Representative In The General Assembly 179th District - Democrat,,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,6
