col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,order,division
Noam Kugelmass,,,,,,,,,,,,0,6,4,14,1
Jon Geeting,,,,,,,,,,,,,0,4,15,1
Judi Golding Baker,,,,,,,,,,,,,,0,16,1
Total,73,33,30,26,25,21,20,20,20,19,18,16,14,14,17,1
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,2
,Tom Wolf,Matthew D Myers,Amanda Mcillmurray,Rhea Powell,Mariel J K Martin,Joe Celentano,Andi Perez,Marylouise Isaacson,Tom Young,Micah Mahjoubian,Noam Kugelmass,Darrell L Clarke,Jon Geeting,Judi Golding Baker,2,2
Tom Wolf,7,21,19,15,15,13,11,14,12,10,8,9,7,8,3,2
Matthew D Myers,,18,5,4,5,5,7,5,4,3,3,4,3,4,4,2
Amanda Mcillmurray,,,0,11,11,9,7,10,8,6,5,6,5,8,5,2
Rhea Powell,,,,1,8,11,7,10,11,6,7,7,6,5,6,2
Mariel J K Martin,,,,,2,6,5,8,7,5,3,5,3,5,7,2
Joe Celentano,,,,,,0,6,5,11,6,8,4,7,4,8,2
Andi Perez,,,,,,,0,7,9,4,4,4,5,4,9,2
Marylouise Isaacson,,,,,,,,0,7,6,3,6,3,5,10,2
Tom Young,,,,,,,,,0,7,7,4,7,2,11,2
Micah Mahjoubian,,,,,,,,,,0,5,2,3,3,12,2
Noam Kugelmass,,,,,,,,,,,0,1,6,3,13,2
Darrell L Clarke,,,,,,,,,,,,0,0,3,14,2
Jon Geeting,,,,,,,,,,,,,0,2,15,2
Judi Golding Baker,,,,,,,,,,,,,,0,16,2
Total,51,41,19,18,17,15,14,14,14,11,10,9,8,8,17,2
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,3
,Tom Wolf,Marylouise Isaacson,Tom Young,Mariel J K Martin,Rhea Powell,Darrell L Clarke,Micah Mahjoubian,Andi Perez,Matthew D Myers,Amanda Mcillmurray,Judi Golding Baker,Joe Celentano,Noam Kugelmass,Jon Geeting,2,3
Tom Wolf,55,43,37,35,35,31,32,32,27,25,24,20,12,8,3,3
Marylouise Isaacson,,1,31,30,22,27,30,27,17,20,20,12,9,7,4,3
Tom Young,,,0,26,14,23,25,25,15,12,13,9,8,6,5,3
Mariel J K Martin,,,,0,14,23,23,24,15,14,12,9,5,4,6,3
Rhea Powell,,,,,1,11,14,12,5,21,21,15,10,6,7,3
Darrell L Clarke,,,,,,1,22,22,15,7,9,7,5,5,8,3
Micah Mahjoubian,,,,,,,0,22,17,10,10,11,7,3,9,3
Andi Perez,,,,,,,,0,16,8,10,4,2,3,10,3
Matthew D Myers,,,,,,,,,1,3,4,3,2,1,11,3
Amanda Mcillmurray,,,,,,,,,,1,18,11,6,5,12,3
Judi Golding Baker,,,,,,,,,,,0,11,8,6,13,3
Joe Celentano,,,,,,,,,,,,0,8,4,14,3
Noam Kugelmass,,,,,,,,,,,,,0,4,15,3
Jon Geeting,,,,,,,,,,,,,,0,16,3
Total,142,47,40,38,37,35,35,34,31,26,24,21,13,8,17,3
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,4
,Tom Wolf,Amanda Mcillmurray,Andi Perez,Mariel J K Martin,Rhea Powell,Tom Young,Micah Mahjoubian,Joe Celentano,Matthew D Myers,Noam Kugelmass,Marylouise Isaacson,Darrell L Clarke,Judi Golding Baker,Jon Geeting,2,4
Tom Wolf,4,24,24,24,22,21,19,17,17,17,15,15,14,10,3,4
Amanda Mcillmurray,,0,15,10,15,13,10,13,3,12,11,4,11,9,4,4
Andi Perez,,,0,13,14,16,15,11,8,12,12,9,9,7,5,4
Mariel J K Martin,,,,0,11,12,13,8,13,9,11,13,6,6,6,4
Rhea Powell,,,,,0,12,9,15,5,13,9,4,10,8,7,4
Tom Young,,,,,,0,11,11,7,11,11,7,8,7,8,4
Micah Mahjoubian,,,,,,,0,7,8,7,11,10,8,4,9,4
Joe Celentano,,,,,,,,0,6,10,7,2,6,7,10,4
Matthew D Myers,,,,,,,,,0,2,6,10,3,1,11,4
Noam Kugelmass,,,,,,,,,,0,6,4,8,7,12,4
Marylouise Isaacson,,,,,,,,,,,0,7,7,2,13,4
Darrell L Clarke,,,,,,,,,,,,0,4,2,14,4
Judi Golding Baker,,,,,,,,,,,,,0,2,15,4
Jon Geeting,,,,,,,,,,,,,,0,16,4
Total,53,25,24,24,22,21,19,18,17,17,16,15,14,10,17,4
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,5
,Tom Wolf,Amanda Mcillmurray,Marylouise Isaacson,Rhea Powell,Mariel J K Martin,Tom Young,Micah Mahjoubian,Matthew D Myers,Darrell L Clarke,Judi Golding Baker,Noam Kugelmass,Joe Celentano,Andi Perez,Jon Geeting,2,5
Tom Wolf,23,26,25,25,23,20,18,13,13,12,13,11,9,3,3,5
Amanda Mcillmurray,,0,17,15,14,12,12,7,6,11,10,8,4,3,4,5
Marylouise Isaacson,,,1,13,16,13,17,8,9,11,8,9,8,2,5,5
Rhea Powell,,,,1,9,12,10,6,5,8,12,8,5,3,6,5
Mariel J K Martin,,,,,0,11,12,10,9,7,6,6,5,2,7,5
Tom Young,,,,,,1,12,8,7,6,9,9,5,1,8,5
Micah Mahjoubian,,,,,,,1,6,9,8,9,9,7,2,9,5
Matthew D Myers,,,,,,,,0,7,3,3,4,3,0,10,5
Darrell L Clarke,,,,,,,,,0,4,4,7,5,1,11,5
Judi Golding Baker,,,,,,,,,,0,7,2,1,2,12,5
Noam Kugelmass,,,,,,,,,,,0,5,4,2,13,5
Joe Celentano,,,,,,,,,,,,0,5,1,14,5
Andi Perez,,,,,,,,,,,,,0,0,15,5
Jon Geeting,,,,,,,,,,,,,,0,16,5
Total,76,27,27,26,23,22,20,14,13,13,13,12,9,3,17,5
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,6
,Tom Wolf,Matthew D Myers,Darrell L Clarke,Mariel J K Martin,Tom Young,Marylouise Isaacson,Micah Mahjoubian,Amanda Mcillmurray,Andi Perez,Rhea Powell,Joe Celentano,Jon Geeting,Judi Golding Baker,Noam Kugelmass,2,6
Tom Wolf,51,69,49,45,36,33,32,28,26,24,21,12,8,9,3,6
Matthew D Myers,,5,41,34,24,23,17,14,18,10,7,5,5,3,4,6
Darrell L Clarke,,,0,32,21,22,20,11,17,10,6,2,3,4,5,6
Mariel J K Martin,,,,1,22,21,18,13,16,10,10,6,6,5,6,6
Tom Young,,,,,2,24,23,14,19,12,14,8,4,5,7,6
Marylouise Isaacson,,,,,,0,23,18,20,15,11,6,7,7,8,6
Micah Mahjoubian,,,,,,,0,15,20,13,9,4,3,8,9,6
Amanda Mcillmurray,,,,,,,,0,9,17,15,9,7,8,10,6
Andi Perez,,,,,,,,,0,9,7,5,2,5,11,6
Rhea Powell,,,,,,,,,,0,13,8,7,7,12,6
Joe Celentano,,,,,,,,,,,0,9,4,7,13,6
Jon Geeting,,,,,,,,,,,,0,2,1,14,6
Judi Golding Baker,,,,,,,,,,,,,0,2,15,6
Noam Kugelmass,,,,,,,,,,,,,,0,16,6
Total,160,74,49,46,38,35,32,30,26,25,21,12,9,9,17,6
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,7
,Tom Wolf,Matthew D Myers,Darrell L Clarke,Mariel J K Martin,Tom Young,Micah Mahjoubian,Marylouise Isaacson,Andi Perez,Rhea Powell,Amanda Mcillmurray,Joe Celentano,Noam Kugelmass,Judi Golding Baker,Jon Geeting,2,7
Tom Wolf,70,132,119,118,83,78,73,69,43,27,23,19,17,17,3,7
Matthew D Myers,,5,108,94,55,51,47,47,7,8,7,3,6,3,4,7
Darrell L Clarke,,,0,98,53,56,53,53,18,14,8,5,12,4,5,7
Mariel J K Martin,,,,1,57,58,60,58,19,18,12,9,10,8,6,7
Tom Young,,,,,1,70,66,62,25,16,20,13,9,14,7,7
Micah Mahjoubian,,,,,,0,64,64,26,16,14,12,11,11,8,7
Marylouise Isaacson,,,,,,,0,64,23,18,13,12,14,12,9,7
Andi Perez,,,,,,,,0,20,12,13,11,9,13,10,7
Rhea Powell,,,,,,,,,0,22,18,15,14,14,11,7
Amanda Mcillmurray,,,,,,,,,,0,9,10,13,5,12,7
Joe Celentano,,,,,,,,,,,1,12,7,13,13,7
Noam Kugelmass,,,,,,,,,,,,2,4,10,14,7
Judi Golding Baker,,,,,,,,,,,,,0,4,15,7
Jon Geeting,,,,,,,,,,,,,,0,16,7
Total,263,143,124,123,87,81,76,72,44,29,26,21,18,17,17,7
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,8
,Tom Wolf,Rhea Powell,Tom Young,Amanda Mcillmurray,Marylouise Isaacson,Mariel J K Martin,Matthew D Myers,Andi Perez,Joe Celentano,Micah Mahjoubian,Judi Golding Baker,Darrell L Clarke,Noam Kugelmass,Jon Geeting,2,8
Tom Wolf,31,45,43,43,43,40,33,37,35,35,31,27,29,15,3,8
Rhea Powell,,1,30,28,30,25,11,26,26,27,24,11,25,10,4,8
Tom Young,,,1,25,29,24,15,26,20,23,18,15,19,12,5,8
Amanda Mcillmurray,,,,0,32,27,12,23,16,18,23,12,13,7,6,8
Marylouise Isaacson,,,,,0,28,15,28,17,23,22,17,16,8,7,8
Mariel J K Martin,,,,,,0,18,23,19,19,20,14,15,8,8,8
Matthew D Myers,,,,,,,5,13,9,11,8,18,7,7,9,8
Andi Perez,,,,,,,,0,16,22,19,17,16,8,10,8
Joe Celentano,,,,,,,,,0,21,12,10,18,7,11,8
Micah Mahjoubian,,,,,,,,,,0,11,11,19,7,12,8
Judi Golding Baker,,,,,,,,,,,0,10,12,7,13,8
Darrell L Clarke,,,,,,,,,,,,0,4,4,14,8
Noam Kugelmass,,,,,,,,,,,,,0,7,15,8
Jon Geeting,,,,,,,,,,,,,,0,16,8
Total,124,47,44,43,43,41,40,37,36,36,31,30,29,15,17,8
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,9
,Tom Wolf,Rhea Powell,Amanda Mcillmurray,Mariel J K Martin,Marylouise Isaacson,Tom Young,Darrell L Clarke,Andi Perez,Judi Golding Baker,Matthew D Myers,Joe Celentano,Micah Mahjoubian,Noam Kugelmass,Jon Geeting,2,9
Tom Wolf,12,38,21,21,21,20,15,17,15,12,14,14,12,6,3,9
Rhea Powell,,1,19,18,18,15,8,15,13,8,12,9,12,5,4,9
Amanda Mcillmurray,,,0,15,16,12,7,10,11,5,9,8,9,3,5,9
Mariel J K Martin,,,,0,15,8,7,14,12,7,8,8,8,5,6,9
Marylouise Isaacson,,,,,0,10,6,12,12,4,8,9,7,4,7,9
Tom Young,,,,,,0,7,7,4,5,9,7,9,2,8,9
Darrell L Clarke,,,,,,,0,6,3,11,3,5,4,1,9,9
Andi Perez,,,,,,,,0,8,5,6,7,6,4,10,9
Judi Golding Baker,,,,,,,,,0,4,4,2,3,4,11,9
Matthew D Myers,,,,,,,,,,0,4,3,4,1,12,9
Joe Celentano,,,,,,,,,,,0,7,7,3,13,9
Micah Mahjoubian,,,,,,,,,,,,0,5,3,14,9
Noam Kugelmass,,,,,,,,,,,,,0,2,15,9
Jon Geeting,,,,,,,,,,,,,,0,16,9
Total,65,39,21,21,21,20,18,17,16,15,14,14,12,6,17,9
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,10
,Tom Wolf,Rhea Powell,Tom Young,Amanda Mcillmurray,Micah Mahjoubian,Andi Perez,Marylouise Isaacson,Darrell L Clarke,Mariel J K Martin,Noam Kugelmass,Joe Celentano,Judi Golding Baker,Jon Geeting,Matthew D Myers,2,10
Tom Wolf,27,45,35,29,29,24,24,24,24,24,22,21,15,15,3,10
Rhea Powell,,1,20,19,20,18,18,15,15,17,17,16,12,8,4,10
Tom Young,,,1,14,17,14,13,10,13,15,16,10,9,10,5,10
Amanda Mcillmurray,,,,1,13,14,16,13,13,9,12,15,8,6,6,10
Micah Mahjoubian,,,,,1,15,16,13,12,13,16,10,9,10,7,10
Andi Perez,,,,,,2,13,16,12,9,12,12,12,8,8,10
Marylouise Isaacson,,,,,,,1,11,15,9,10,13,4,8,9,10
Darrell L Clarke,,,,,,,,0,11,6,8,12,9,6,10,10
Mariel J K Martin,,,,,,,,,0,10,8,13,5,8,11,10
Noam Kugelmass,,,,,,,,,,0,11,7,6,6,12,10
Joe Celentano,,,,,,,,,,,0,8,7,3,13,10
Judi Golding Baker,,,,,,,,,,,,0,5,8,14,10
Jon Geeting,,,,,,,,,,,,,1,4,15,10
Matthew D Myers,,,,,,,,,,,,,,0,16,10
Total,108,46,36,30,30,26,25,24,24,24,22,21,16,15,17,10
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,11
,Tom Wolf,Matthew D Myers,Rhea Powell,Andi Perez,Marylouise Isaacson,Micah Mahjoubian,Amanda Mcillmurray,Mariel J K Martin,Tom Young,Judi Golding Baker,Darrell L Clarke,Joe Celentano,Noam Kugelmass,Jon Geeting,2,11
Tom Wolf,4,43,10,9,9,9,6,7,7,5,5,4,4,3,3,11
Matthew D Myers,,5,4,4,3,3,4,6,5,4,4,3,2,1,4,11
Rhea Powell,,,0,6,5,5,5,5,5,5,3,4,5,4,5,11
Andi Perez,,,,0,7,6,3,5,6,4,4,4,3,3,6,11
Marylouise Isaacson,,,,,0,6,2,4,5,3,3,4,3,3,7,11
Micah Mahjoubian,,,,,,0,3,5,5,4,2,3,4,3,8,11
Amanda Mcillmurray,,,,,,,1,4,3,4,3,2,2,1,9,11
Mariel J K Martin,,,,,,,,0,4,5,4,3,3,2,10,11
Tom Young,,,,,,,,,0,4,3,3,3,2,11,11
Judi Golding Baker,,,,,,,,,,0,2,2,3,2,12,11
Darrell L Clarke,,,,,,,,,,,0,1,0,0,13,11
Joe Celentano,,,,,,,,,,,,0,3,3,14,11
Noam Kugelmass,,,,,,,,,,,,,0,4,15,11
Jon Geeting,,,,,,,,,,,,,,0,16,11
Total,60,49,11,9,9,9,8,8,7,6,5,5,5,4,17,11
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,12
,Tom Wolf,Rhea Powell,Amanda Mcillmurray,Mariel J K Martin,Andi Perez,Tom Young,Marylouise Isaacson,Joe Celentano,Matthew D Myers,Noam Kugelmass,Judi Golding Baker,Micah Mahjoubian,Darrell L Clarke,Jon Geeting,2,12
Tom Wolf,8,16,10,12,13,12,9,8,7,9,7,7,6,5,3,12
Rhea Powell,,0,7,10,10,10,9,8,5,8,8,6,5,4,4,12
Amanda Mcillmurray,,,2,9,8,6,5,4,3,5,4,4,2,2,5,12
Mariel J K Martin,,,,0,9,8,8,4,6,5,8,5,5,2,6,12
Andi Perez,,,,,0,8,6,6,4,8,6,5,4,4,7,12
Tom Young,,,,,,0,6,6,5,7,4,6,3,5,8,12
Marylouise Isaacson,,,,,,,1,3,4,4,6,4,3,3,9,12
Joe Celentano,,,,,,,,1,2,6,3,3,2,3,10,12
Matthew D Myers,,,,,,,,,0,1,5,1,4,1,11,12
Noam Kugelmass,,,,,,,,,,0,3,5,1,4,12,12
Judi Golding Baker,,,,,,,,,,,0,2,4,1,13,12
Micah Mahjoubian,,,,,,,,,,,,1,1,2,14,12
Darrell L Clarke,,,,,,,,,,,,,1,1,15,12
Jon Geeting,,,,,,,,,,,,,,0,16,12
Total,33,17,15,14,13,13,11,10,9,9,8,8,7,5,17,12
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,13
,Tom Wolf,Tom Young,Marylouise Isaacson,Andi Perez,Mariel J K Martin,Micah Mahjoubian,Rhea Powell,Darrell L Clarke,Joe Celentano,Amanda Mcillmurray,Matthew D Myers,Noam Kugelmass,Judi Golding Baker,Jon Geeting,2,13
Tom Wolf,8,35,33,32,31,31,29,24,23,21,20,15,9,8,3,13
Tom Young,,0,23,24,21,23,12,15,12,9,14,9,3,6,4,13
Marylouise Isaacson,,,0,27,24,26,16,18,14,16,15,10,7,4,5,13
Andi Perez,,,,0,22,23,15,20,12,12,16,8,5,5,6,13
Mariel J K Martin,,,,,1,21,13,19,11,13,15,7,7,3,7,13
Micah Mahjoubian,,,,,,0,14,16,14,12,13,12,4,3,8,13
Rhea Powell,,,,,,,0,7,18,16,5,11,8,5,9,13
Darrell L Clarke,,,,,,,,0,7,7,17,4,3,1,10,13
Joe Celentano,,,,,,,,,0,15,4,11,5,5,11,13
Amanda Mcillmurray,,,,,,,,,,0,4,10,8,5,12,13
Matthew D Myers,,,,,,,,,,,1,1,1,0,13,13
Noam Kugelmass,,,,,,,,,,,,0,3,3,14,13
Judi Golding Baker,,,,,,,,,,,,,0,1,15,13
Jon Geeting,,,,,,,,,,,,,,0,16,13
Total,70,36,34,33,33,32,29,25,23,21,21,15,9,8,17,13
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,14
,Tom Wolf,Matthew D Myers,Joe Celentano,Rhea Powell,Andi Perez,Tom Young,Marylouise Isaacson,Mariel J K Martin,Micah Mahjoubian,Darrell L Clarke,Jon Geeting,Judi Golding Baker,Amanda Mcillmurray,Noam Kugelmass,2,14
Tom Wolf,9,21,21,18,16,16,13,11,11,10,9,8,7,7,3,14
Matthew D Myers,,2,8,8,9,11,8,8,7,10,4,6,4,2,4,14
Joe Celentano,,,0,11,8,10,9,6,6,5,8,5,5,5,5,14
Rhea Powell,,,,0,7,9,7,5,6,4,7,7,6,5,6,14
Andi Perez,,,,,0,10,9,8,8,6,4,2,4,3,7,14
Tom Young,,,,,,0,10,8,10,8,8,5,6,5,8,14
Marylouise Isaacson,,,,,,,0,6,7,6,5,3,4,5,9,14
Mariel J K Martin,,,,,,,,0,5,6,5,4,2,3,10,14
Micah Mahjoubian,,,,,,,,,0,5,3,2,3,2,11,14
Darrell L Clarke,,,,,,,,,,0,2,3,2,0,12,14
Jon Geeting,,,,,,,,,,,0,5,3,6,13,14
Judi Golding Baker,,,,,,,,,,,,0,2,3,14,14
Amanda Mcillmurray,,,,,,,,,,,,,0,1,15,14
Noam Kugelmass,,,,,,,,,,,,,,0,16,14
Total,52,23,21,18,16,16,13,11,11,10,9,8,7,7,17,14
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,15
,Tom Wolf,Matthew D Myers,Tom Young,Mariel J K Martin,Darrell L Clarke,Marylouise Isaacson,Micah Mahjoubian,Andi Perez,Amanda Mcillmurray,Rhea Powell,Joe Celentano,Noam Kugelmass,Judi Golding Baker,Jon Geeting,2,15
Tom Wolf,69,77,62,57,57,50,49,45,27,26,20,16,13,11,3,15
Matthew D Myers,,2,35,41,49,36,31,31,14,12,11,4,8,11,4,15
Tom Young,,,0,37,28,41,43,39,13,10,14,12,6,8,5,15
Mariel J K Martin,,,,2,38,41,31,39,14,10,12,9,8,6,6,15
Darrell L Clarke,,,,,0,30,24,28,5,7,9,2,4,2,7,15
Marylouise Isaacson,,,,,,0,39,43,17,14,13,10,14,8,8,15
Micah Mahjoubian,,,,,,,0,35,11,8,10,11,6,3,9,15
Andi Perez,,,,,,,,0,12,9,10,10,7,5,10,15
Amanda Mcillmurray,,,,,,,,,1,10,11,9,11,6,11,15
Rhea Powell,,,,,,,,,,0,9,7,10,5,12,15
Joe Celentano,,,,,,,,,,,1,9,7,9,13,15
Noam Kugelmass,,,,,,,,,,,,0,2,5,14,15
Judi Golding Baker,,,,,,,,,,,,,0,5,15,15
Jon Geeting,,,,,,,,,,,,,,0,16,15
Total,200,85,65,62,60,54,51,47,31,30,23,16,15,13,17,15
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,16
,Tom Wolf,Amanda Mcillmurray,Joe Celentano,Mariel J K Martin,Rhea Powell,Tom Young,Marylouise Isaacson,Micah Mahjoubian,Andi Perez,Noam Kugelmass,Judi Golding Baker,Matthew D Myers,Darrell L Clarke,Jon Geeting,2,16
Tom Wolf,11,13,13,11,11,9,8,8,8,7,5,5,4,5,3,16
Amanda Mcillmurray,,1,8,9,9,9,6,7,6,5,4,2,3,2,4,16
Joe Celentano,,,0,9,9,9,5,6,5,5,3,3,4,4,5,16
Mariel J K Martin,,,,0,11,10,7,7,5,7,5,6,5,5,6,16
Rhea Powell,,,,,0,10,7,7,5,8,6,5,5,4,7,16
Tom Young,,,,,,1,6,6,5,6,4,4,4,4,8,16
Marylouise Isaacson,,,,,,,1,4,3,5,4,3,2,4,9,16
Micah Mahjoubian,,,,,,,,0,6,4,3,1,1,1,10,16
Andi Perez,,,,,,,,,0,4,1,0,1,1,11,16
Noam Kugelmass,,,,,,,,,,0,2,4,3,3,12,16
Judi Golding Baker,,,,,,,,,,,0,2,1,2,13,16
Matthew D Myers,,,,,,,,,,,,0,4,3,14,16
Darrell L Clarke,,,,,,,,,,,,,0,2,15,16
Jon Geeting,,,,,,,,,,,,,,0,16,16
Total,37,16,14,13,13,12,11,9,8,8,6,6,5,5,17,16
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,17
,Tom Wolf,Darrell L Clarke,Mariel J K Martin,Matthew D Myers,Micah Mahjoubian,Marylouise Isaacson,Andi Perez,Rhea Powell,Tom Young,Amanda Mcillmurray,Joe Celentano,Jon Geeting,Noam Kugelmass,Judi Golding Baker,2,17
Tom Wolf,13,14,15,13,16,14,14,13,14,12,11,10,8,4,3,17
Darrell L Clarke,,0,10,9,8,7,8,8,8,7,6,6,4,4,4,17
Mariel J K Martin,,,0,8,9,9,8,7,8,6,6,5,2,3,5,17
Matthew D Myers,,,,3,6,6,4,2,5,3,1,1,1,2,6,17
Micah Mahjoubian,,,,,0,9,10,9,9,5,5,5,6,2,7,17
Marylouise Isaacson,,,,,,0,8,5,9,6,6,4,3,4,8,17
Andi Perez,,,,,,,0,8,9,5,5,7,5,1,9,17
Rhea Powell,,,,,,,,0,7,8,10,8,8,2,10,17
Tom Young,,,,,,,,,0,7,7,7,5,3,11,17
Amanda Mcillmurray,,,,,,,,,,1,7,7,5,4,12,17
Joe Celentano,,,,,,,,,,,0,6,5,2,13,17
Jon Geeting,,,,,,,,,,,,1,5,3,14,17
Noam Kugelmass,,,,,,,,,,,,,0,2,15,17
Judi Golding Baker,,,,,,,,,,,,,,0,16,17
Total,47,16,16,16,16,15,14,14,14,13,13,11,8,5,17,17
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,18
,Tom Wolf,Rhea Powell,Joe Celentano,Tom Young,Amanda Mcillmurray,Marylouise Isaacson,Andi Perez,Mariel J K Martin,Noam Kugelmass,Micah Mahjoubian,Judi Golding Baker,Matthew D Myers,Jon Geeting,Darrell L Clarke,2,18
Tom Wolf,18,17,14,13,11,10,9,9,9,8,7,6,5,4,3,18
Rhea Powell,,1,7,8,8,9,7,8,6,4,5,2,3,3,4,18
Joe Celentano,,,1,7,4,5,5,4,4,5,5,2,5,0,5,18
Tom Young,,,,1,5,6,6,4,6,4,5,3,4,2,6,18
Amanda Mcillmurray,,,,,0,7,7,8,3,2,5,2,2,3,7,18
Marylouise Isaacson,,,,,,0,6,7,4,4,6,2,2,3,8,18
Andi Perez,,,,,,,0,5,4,2,4,3,3,2,9,18
Mariel J K Martin,,,,,,,,0,2,3,5,0,2,2,10,18
Noam Kugelmass,,,,,,,,,0,3,2,2,2,2,11,18
Micah Mahjoubian,,,,,,,,,,0,2,0,3,0,12,18
Judi Golding Baker,,,,,,,,,,,0,2,2,1,13,18
Matthew D Myers,,,,,,,,,,,,0,1,1,14,18
Jon Geeting,,,,,,,,,,,,,0,0,15,18
Darrell L Clarke,,,,,,,,,,,,,,0,16,18
Total,54,18,15,14,11,10,9,9,9,8,7,6,5,4,17,18
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,19
,Tom Wolf,Rhea Powell,Amanda Mcillmurray,Marylouise Isaacson,Andi Perez,Mariel J K Martin,Joe Celentano,Matthew D Myers,Micah Mahjoubian,Tom Young,Judi Golding Baker,Darrell L Clarke,Noam Kugelmass,Jon Geeting,2,19
Tom Wolf,8,26,22,22,20,20,17,16,17,16,13,13,13,9,3,19
Rhea Powell,,0,15,15,14,10,10,7,9,11,11,8,8,6,4,19
Amanda Mcillmurray,,,0,17,12,17,11,8,13,9,11,11,8,7,5,19
Marylouise Isaacson,,,,0,14,15,10,8,12,11,12,11,8,5,6,19
Andi Perez,,,,,1,13,10,9,10,10,7,9,6,5,7,19
Mariel J K Martin,,,,,,0,7,10,11,9,10,8,7,4,8,19
Joe Celentano,,,,,,,1,6,10,9,3,7,7,5,9,19
