col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In The General Assembly 188th District - Democrat,,,Member Of The Democratic State Committee 8th Senatorial District,,,,All
,James R Roebuck,Diane Settles,Jeff Curry,Torri Douglas,Marisa Piccarreto,Kyle J Sampson,Kyle Shenandoah,All
James R Roebuck,732,0,0,"1,326","1,243","1,164","1,139",All
Diane Settles,,101,0,457,436,360,351,All
Jeff Curry,,,156,421,439,358,358,All
Torri Douglas,,,,3,"1,895","1,756","1,737",All
Marisa Piccarreto,,,,,3,"1,718","1,716",All
Kyle J Sampson,,,,,,2,"1,718",All
Kyle Shenandoah,,,,,,,3,All
Total,"2,302",668,664,"2,227","2,141","1,903","1,871",All
,Member Of The Democratic State Committee 8th Senatorial District,,,,Representative In The General Assembly 188th District - Democrat,,,1
,Marisa Piccarreto,Torri Douglas,Kyle J Sampson,Kyle Shenandoah,James R Roebuck,Jeff Curry,Diane Settles,1
Marisa Piccarreto,0,150,145,143,96,43,23,1
Torri Douglas,,0,145,142,94,45,20,1
Kyle J Sampson,,,0,143,89,40,22,1
Kyle Shenandoah,,,,0,87,42,22,1
James R Roebuck,,,,,53,0,0,1
Jeff Curry,,,,,,16,0,1
Diane Settles,,,,,,,11,1
Total,162,159,151,151,157,66,36,1
,Representative In The General Assembly 188th District - Democrat,,,Member Of The Democratic State Committee 8th Senatorial District,,,,2
,James R Roebuck,Jeff Curry,Diane Settles,Marisa Piccarreto,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,2
James R Roebuck,36,0,0,64,64,58,49,2
Jeff Curry,,9,0,28,26,20,21,2
Diane Settles,,,5,20,21,18,19,2
Marisa Piccarreto,,,,0,97,89,85,2
Torri Douglas,,,,,0,86,82,2
Kyle Shenandoah,,,,,,0,84,2
Kyle J Sampson,,,,,,,0,2
Total,118,40,29,113,112,97,90,2
,Representative In The General Assembly 188th District - Democrat,,,Member Of The Democratic State Committee 8th Senatorial District,,,,3
,James R Roebuck,Diane Settles,Jeff Curry,Torri Douglas,Marisa Piccarreto,Kyle J Sampson,Kyle Shenandoah,3
James R Roebuck,41,0,0,72,64,63,63,3
Diane Settles,,2,0,30,29,22,20,3
Jeff Curry,,,8,10,11,10,9,3
Torri Douglas,,,,0,94,85,82,3
Marisa Piccarreto,,,,,1,82,81,3
Kyle J Sampson,,,,,,0,84,3
Kyle Shenandoah,,,,,,,0,3
Total,130,40,20,113,107,97,94,3
,Representative In The General Assembly 188th District - Democrat,,,Member Of The Democratic State Committee 8th Senatorial District,,,,4
,James R Roebuck,Diane Settles,Jeff Curry,Torri Douglas,Kyle J Sampson,Marisa Piccarreto,Kyle Shenandoah,4
James R Roebuck,17,0,0,16,17,15,12,4
Diane Settles,,1,0,10,8,6,7,4
Jeff Curry,,,2,2,3,4,2,4
Torri Douglas,,,,1,19,19,19,4
Kyle J Sampson,,,,,0,20,19,4
Marisa Piccarreto,,,,,,0,19,4
Kyle Shenandoah,,,,,,,0,4
Total,42,16,7,30,29,26,22,4
,Representative In The General Assembly 188th District - Democrat,,,Member Of The Democratic State Committee 8th Senatorial District,,,,5
,James R Roebuck,Diane Settles,Jeff Curry,Torri Douglas,Kyle J Sampson,Kyle Shenandoah,Marisa Piccarreto,5
James R Roebuck,26,0,0,30,26,22,21,5
Diane Settles,,3,0,11,8,10,10,5
Jeff Curry,,,4,4,4,5,4,5
Torri Douglas,,,,0,31,31,32,5
Kyle J Sampson,,,,,1,32,31,5
Kyle Shenandoah,,,,,,0,31,5
