col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Representative In The General Assembly 179th District - Democrat,,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,All
,Jason T Dawkins,Abu Vicente Edwards,James Harrity,Mona Getzes Cohen,Erica Vanstone,Richard Lombardo,Meagan Ingerson,Catherine Bartch,Frank T Brzozowski,Billy Cortes,Marnie Aument Loughrey,All
Jason T Dawkins,206,0,798,527,593,585,512,503,476,475,451,All
Abu Vicente Edwards,,23,170,213,97,82,168,68,68,61,53,All
James Harrity,,,8,471,585,579,473,489,485,477,433,All
Mona Getzes Cohen,,,,9,356,321,488,256,220,237,197,All
Erica Vanstone,,,,,1,599,361,524,497,485,458,All
Richard Lombardo,,,,,,1,319,490,506,479,434,All
Meagan Ingerson,,,,,,,3,265,218,224,202,All
Catherine Bartch,,,,,,,,0,394,415,429,All
Frank T Brzozowski,,,,,,,,,0,402,376,All
Billy Cortes,,,,,,,,,,0,381,All
Marnie Aument Loughrey,,,,,,,,,,,0,All
Total,"1,380",317,"1,001",760,715,691,690,589,566,556,519,All
