col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Representative In The General Assembly 182nd District - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,All
,Brian Sims,Rhea Powell,Judi Golding Baker,Marylouise Isaacson,Amanda Mcillmurray,Andi Perez,Micah Mahjoubian,Mariel J K Martin,Tom Young,Noam Kugelmass,Joe Celentano,Darrell L Clarke,Jon Geeting,Matthew D Myers,All
Brian Sims,"1,349","4,728","3,936","3,880","3,654","3,465","3,204","2,996","2,819","2,752","2,612","2,570","1,796","1,697",All
Rhea Powell,,36,"2,593","2,901","2,911","2,562","2,356","2,244","2,050","2,094","2,101","1,514","1,323","1,010",All
Judi Golding Baker,,,45,"2,545","2,425","2,122","1,711","1,941","1,371","1,473","1,182","1,597",911,"1,205",All
Marylouise Isaacson,,,,7,"2,719","2,447","2,253","2,354","1,792","1,750","1,470","1,628","1,019","1,206",All
Amanda Mcillmurray,,,,,13,"2,311","1,807","2,137","1,538","1,656","1,496","1,330","1,025",956,All
Andi Perez,,,,,,6,"1,970","2,036","1,613","1,586","1,428","1,486","1,089","1,071",All
Micah Mahjoubian,,,,,,,11,"1,732","1,702","1,655","1,499","1,299",809,903,All
Mariel J K Martin,,,,,,,,3,"1,413","1,263","1,108","1,337",750,"1,015",All
Tom Young,,,,,,,,,13,"1,502","1,595","1,090",898,918,All
Noam Kugelmass,,,,,,,,,,12,"1,361",918,881,719,All
Joe Celentano,,,,,,,,,,,15,773,971,609,All
Darrell L Clarke,,,,,,,,,,,,20,645,"1,025",All
Jon Geeting,,,,,,,,,,,,,8,513,All
Matthew D Myers,,,,,,,,,,,,,,6,All
Total,"8,922","4,929","4,105","4,030","3,796","3,595","3,321","3,088","2,933","2,874","2,726","2,672","1,879","1,759",All
