col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Member Of The Republican State Committee 13th Congressional District,,,,,Lieutenant Governor - Republican,,,,All
,Joseph Giedemann,Linwood Holland,Camille G Mccolgan,Margaret L Recupido,Dan Tinney,Kathy Coder,Jeff Bartos,Diana Irey Vaughan,Peg Luksik,All
Joseph Giedemann,0,11,13,9,11,7,5,4,1,All
Linwood Holland,,0,10,6,6,8,5,3,0,All
Camille G Mccolgan,,,1,8,7,7,3,3,1,All
Margaret L Recupido,,,,1,4,8,2,2,0,All
Dan Tinney,,,,,0,3,5,3,1,All
Kathy Coder,,,,,,2,0,0,0,All
Jeff Bartos,,,,,,,0,0,0,All
Diana Irey Vaughan,,,,,,,,1,0,All
Peg Luksik,,,,,,,,,0,All
Total,17,16,15,13,12,14,7,6,2,All
,Member Of The Republican State Committee 13th Congressional District,,,,,Lieutenant Governor - Republican,,,,3
,Camille G Mccolgan,Joseph Giedemann,Margaret L Recupido,Dan Tinney,Linwood Holland,Kathy Coder,Jeff Bartos,Diana Irey Vaughan,Peg Luksik,3
Camille G Mccolgan,0,4,4,2,2,3,1,0,0,3
Joseph Giedemann,,0,4,2,2,3,1,0,0,3
Margaret L Recupido,,,0,2,2,3,1,0,0,3
Dan Tinney,,,,0,0,1,1,0,0,3
Linwood Holland,,,,,0,2,0,0,0,3
Kathy Coder,,,,,,0,0,0,0,3
Jeff Bartos,,,,,,,0,0,0,3
Diana Irey Vaughan,,,,,,,,0,0,3
Peg Luksik,,,,,,,,,0,3
Total,4,4,4,2,2,3,1,0,0,3
,Lieutenant Governor - Republican,,,,Member Of The Republican State Committee 13th Congressional District,,,,,4
,Kathy Coder,Diana Irey Vaughan,Jeff Bartos,Peg Luksik,Margaret L Recupido,Camille G Mccolgan,Dan Tinney,Joseph Giedemann,Linwood Holland,4
Kathy Coder,0,0,0,0,1,0,0,0,0,4
Diana Irey Vaughan,,0,0,0,0,0,0,0,0,4
Jeff Bartos,,,0,0,0,0,0,0,0,4
Peg Luksik,,,,0,0,0,0,0,0,4
Margaret L Recupido,,,,,0,0,0,0,0,4
Camille G Mccolgan,,,,,,0,0,0,0,4
Dan Tinney,,,,,,,0,0,0,4
Joseph Giedemann,,,,,,,,0,0,4
Linwood Holland,,,,,,,,,0,4
Total,1,0,0,0,1,0,0,0,0,4
,Lieutenant Governor - Republican,,,,Member Of The Republican State Committee 13th Congressional District,,,,,5
,Kathy Coder,Diana Irey Vaughan,Jeff Bartos,Peg Luksik,Linwood Holland,Margaret L Recupido,Camille G Mccolgan,Dan Tinney,Joseph Giedemann,5
Kathy Coder,1,0,0,0,1,1,0,0,0,5
Diana Irey Vaughan,,0,0,0,0,0,0,0,0,5
Jeff Bartos,,,0,0,0,0,0,0,0,5
Peg Luksik,,,,0,0,0,0,0,0,5
Linwood Holland,,,,,0,0,0,0,0,5
Margaret L Recupido,,,,,,0,0,0,0,5
Camille G Mccolgan,,,,,,,0,0,0,5
Dan Tinney,,,,,,,,0,0,5
Joseph Giedemann,,,,,,,,,0,5
Total,3,0,0,0,1,1,0,0,0,5
,Member Of The Republican State Committee 13th Congressional District,,,,,Lieutenant Governor - Republican,,,,9
,Dan Tinney,Joseph Giedemann,Camille G Mccolgan,Linwood Holland,Margaret L Recupido,Jeff Bartos,Diana Irey Vaughan,Kathy Coder,Peg Luksik,9
Dan Tinney,0,1,0,0,0,1,0,0,0,9
Joseph Giedemann,,0,0,0,0,1,0,0,0,9
Camille G Mccolgan,,,0,0,0,0,0,0,0,9
Linwood Holland,,,,0,0,0,0,0,0,9
Margaret L Recupido,,,,,0,0,0,0,0,9
Jeff Bartos,,,,,,0,0,0,0,9
Diana Irey Vaughan,,,,,,,0,0,0,9
Kathy Coder,,,,,,,,0,0,9
Peg Luksik,,,,,,,,,0,9
Total,1,1,0,0,0,1,0,0,0,9
,Member Of The Republican State Committee 13th Congressional District,,,,,Lieutenant Governor - Republican,,,,10
,Camille G Mccolgan,Joseph Giedemann,Linwood Holland,Margaret L Recupido,Dan Tinney,Kathy Coder,Diana Irey Vaughan,Jeff Bartos,Peg Luksik,10
Camille G Mccolgan,0,1,1,1,0,1,0,0,0,10
Joseph Giedemann,,0,1,1,0,1,0,0,0,10
Linwood Holland,,,0,1,0,1,0,0,0,10
Margaret L Recupido,,,,0,0,1,0,0,0,10
Dan Tinney,,,,,0,0,0,0,0,10
Kathy Coder,,,,,,0,0,0,0,10
Diana Irey Vaughan,,,,,,,0,0,0,10
Jeff Bartos,,,,,,,,0,0,10
Peg Luksik,,,,,,,,,0,10
Total,1,1,1,1,0,1,0,0,0,10
,Member Of The Republican State Committee 13th Congressional District,,,,,Lieutenant Governor - Republican,,,,11
,Linwood Holland,Camille G Mccolgan,Joseph Giedemann,Margaret L Recupido,Dan Tinney,Diana Irey Vaughan,Kathy Coder,Jeff Bartos,Peg Luksik,11
Linwood Holland,0,1,1,1,0,1,1,0,0,11
Camille G Mccolgan,,0,1,1,0,1,0,0,0,11
Joseph Giedemann,,,0,1,0,1,0,0,0,11
Margaret L Recupido,,,,0,0,1,0,0,0,11
Dan Tinney,,,,,0,0,0,0,0,11
Diana Irey Vaughan,,,,,,0,0,0,0,11
Kathy Coder,,,,,,,0,0,0,11
Jeff Bartos,,,,,,,,0,0,11
Peg Luksik,,,,,,,,,0,11
