col_1,col_2,col_3,col_4,col_5,col_6,division
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,All
,Art Haywood,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,All
Art Haywood,333,"3,734","3,417","3,309","2,566",All
Sherrie Cohen,,40,"3,149","3,226","1,785",All
Qasim Rashad,,,53,"3,063","1,680",All
Carla Cain,,,,17,"1,650",All
Chris Rabb,,,,,150,All
Total,"5,229","3,890","3,572","3,436","2,772",All
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,1
,Art Haywood,Sherrie Cohen,Chris Rabb,Qasim Rashad,Carla Cain,1
Art Haywood,6,88,76,77,71,1
Sherrie Cohen,,1,40,65,68,1
Chris Rabb,,,6,35,32,1
Qasim Rashad,,,,2,63,1
Carla Cain,,,,,0,1
Total,142,90,84,80,71,1
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,2
,Art Haywood,Sherrie Cohen,Carla Cain,Qasim Rashad,Chris Rabb,2
Art Haywood,10,139,120,117,111,2
Sherrie Cohen,,1,119,110,70,2
Carla Cain,,,0,107,66,2
Qasim Rashad,,,,2,65,2
Chris Rabb,,,,,7,2
Total,199,144,124,121,120,2
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,3
,Art Haywood,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,3
Art Haywood,9,146,133,130,100,3
Sherrie Cohen,,1,123,124,68,3
Qasim Rashad,,,1,117,66,3
Carla Cain,,,,1,62,3
Chris Rabb,,,,,6,3
Total,207,151,138,135,109,3
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,4
,Art Haywood,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,4
Art Haywood,14,117,108,106,82,4
Sherrie Cohen,,0,97,100,54,4
Qasim Rashad,,,2,98,51,4
Carla Cain,,,,1,54,4
Chris Rabb,,,,,5,4
Total,171,120,113,110,89,4
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,5
,Art Haywood,Sherrie Cohen,Qasim Rashad,Chris Rabb,Carla Cain,5
Art Haywood,8,132,125,119,121,5
Sherrie Cohen,,1,109,73,116,5
Qasim Rashad,,,0,74,109,5
Chris Rabb,,,,7,72,5
Carla Cain,,,,,1,5
Total,205,137,129,128,126,5
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,6
,Art Haywood,Sherrie Cohen,Carla Cain,Qasim Rashad,Chris Rabb,6
Art Haywood,14,113,105,104,83,6
Sherrie Cohen,,0,98,92,61,6
Carla Cain,,,1,95,60,6
Qasim Rashad,,,,1,55,6
Chris Rabb,,,,,6,6
Total,160,115,107,106,91,6
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,7
,Art Haywood,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,7
Art Haywood,13,145,133,123,92,7
Sherrie Cohen,,3,122,121,60,7
Qasim Rashad,,,2,113,58,7
Carla Cain,,,,0,55,7
Chris Rabb,,,,,6,7
Total,203,151,138,126,99,7
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,8
,Art Haywood,Sherrie Cohen,Carla Cain,Qasim Rashad,Chris Rabb,8
Art Haywood,14,144,133,129,88,8
Sherrie Cohen,,2,130,121,59,8
Carla Cain,,,0,125,59,8
Qasim Rashad,,,,2,56,8
Chris Rabb,,,,,7,8
Total,198,151,139,135,96,8
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,9
,Art Haywood,Sherrie Cohen,Carla Cain,Qasim Rashad,Chris Rabb,9
Art Haywood,15,159,151,153,104,9
Sherrie Cohen,,0,146,138,78,9
Carla Cain,,,0,137,72,9
Qasim Rashad,,,,0,71,9
Chris Rabb,,,,,8,9
Total,218,161,155,155,113,9
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,10
,Art Haywood,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,10
Art Haywood,14,106,97,94,77,10
Sherrie Cohen,,1,89,88,52,10
Qasim Rashad,,,1,84,44,10
Carla Cain,,,,0,44,10
Chris Rabb,,,,,7,10
Total,158,111,100,97,86,10
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,11
,Art Haywood,Qasim Rashad,Sherrie Cohen,Carla Cain,Chris Rabb,11
Art Haywood,7,88,89,83,68,11
Qasim Rashad,,4,80,80,45,11
Sherrie Cohen,,,0,81,43,11
Carla Cain,,,,1,43,11
Chris Rabb,,,,,3,11
Total,133,95,92,87,74,11
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,12
,Art Haywood,Sherrie Cohen,Qasim Rashad,Chris Rabb,Carla Cain,12
Art Haywood,9,124,108,106,104,12
Sherrie Cohen,,1,104,74,104,12
Qasim Rashad,,,1,66,98,12
Chris Rabb,,,,6,67,12
Carla Cain,,,,,1,12
Total,179,132,116,115,111,12
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,13
,Art Haywood,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,13
Art Haywood,8,117,105,103,65,13
Sherrie Cohen,,1,102,104,50,13
Qasim Rashad,,,1,98,46,13
Carla Cain,,,,0,43,13
Chris Rabb,,,,,1,13
Total,148,122,110,107,68,13
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,14
,Art Haywood,Sherrie Cohen,Carla Cain,Qasim Rashad,Chris Rabb,14
Art Haywood,12,119,111,109,70,14
Sherrie Cohen,,1,108,97,49,14
Carla Cain,,,0,98,49,14
Qasim Rashad,,,,3,46,14
Chris Rabb,,,,,2,14
Total,162,122,113,113,73,14
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,15
,Art Haywood,Qasim Rashad,Sherrie Cohen,Carla Cain,Chris Rabb,15
Art Haywood,16,119,116,107,88,15
Qasim Rashad,,1,114,106,51,15
Sherrie Cohen,,,1,107,50,15
Carla Cain,,,,1,46,15
Chris Rabb,,,,,6,15
Total,182,126,124,114,95,15
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,16
,Art Haywood,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,16
Art Haywood,18,118,116,106,76,16
Sherrie Cohen,,4,99,101,54,16
Qasim Rashad,,,1,96,55,16
Carla Cain,,,,0,51,16
Chris Rabb,,,,,2,16
Total,183,128,121,112,79,16
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,17
,Art Haywood,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,17
Art Haywood,10,120,106,102,79,17
Sherrie Cohen,,3,99,100,54,17
Qasim Rashad,,,1,95,49,17
Carla Cain,,,,0,47,17
Chris Rabb,,,,,4,17
Total,162,124,109,104,84,17
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,18
,Art Haywood,Sherrie Cohen,Carla Cain,Qasim Rashad,Chris Rabb,18
Art Haywood,7,121,110,106,87,18
Sherrie Cohen,,3,112,107,61,18
Carla Cain,,,2,104,56,18
Qasim Rashad,,,,1,54,18
Chris Rabb,,,,,1,18
Total,164,133,120,115,91,18
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,19
,Art Haywood,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,19
Art Haywood,9,161,147,146,128,19
Sherrie Cohen,,0,143,144,88,19
Qasim Rashad,,,3,137,79,19
Carla Cain,,,,0,79,19
Chris Rabb,,,,,11,19
Total,219,166,155,153,141,19
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,20
,Art Haywood,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,20
Art Haywood,8,113,99,92,69,20
Sherrie Cohen,,0,93,89,55,20
Qasim Rashad,,,4,85,50,20
Carla Cain,,,,1,45,20
Chris Rabb,,,,,1,20
Total,148,115,105,94,72,20
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,21
,Art Haywood,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,21
Art Haywood,9,181,167,163,128,21
Sherrie Cohen,,2,146,154,87,21
Qasim Rashad,,,2,144,84,21
Carla Cain,,,,1,78,21
Chris Rabb,,,,,8,21
Total,250,185,170,165,137,21
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,22
,Art Haywood,Sherrie Cohen,Carla Cain,Qasim Rashad,Chris Rabb,22
Art Haywood,14,129,110,110,99,22
Sherrie Cohen,,4,116,107,77,22
Carla Cain,,,0,105,73,22
Qasim Rashad,,,,2,66,22
Chris Rabb,,,,,8,22
Total,176,141,119,119,112,22
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,23
,Art Haywood,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,23
Art Haywood,6,93,86,81,65,23
Sherrie Cohen,,0,76,79,47,23
Qasim Rashad,,,0,74,42,23
Carla Cain,,,,1,41,23
Chris Rabb,,,,,4,23
Total,129,96,89,84,69,23
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,24
,Art Haywood,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,24
Art Haywood,12,114,101,96,87,24
Sherrie Cohen,,2,92,92,59,24
Qasim Rashad,,,3,90,59,24
Carla Cain,,,,1,55,24
Chris Rabb,,,,,5,24
Total,164,118,109,100,94,24
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,25
,Art Haywood,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,25
Art Haywood,8,84,71,72,35,25
Sherrie Cohen,,2,68,69,29,25
Qasim Rashad,,,4,67,28,25
Carla Cain,,,,0,28,25
Chris Rabb,,,,,4,25
Total,104,88,77,73,39,25
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,26
,Art Haywood,Sherrie Cohen,Qasim Rashad,Chris Rabb,Carla Cain,26
Art Haywood,25,98,88,76,77,26
Sherrie Cohen,,2,82,54,75,26
Qasim Rashad,,,0,51,72,26
Chris Rabb,,,,3,46,26
Carla Cain,,,,,1,26
Total,156,103,90,82,80,26
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,27
,Art Haywood,Sherrie Cohen,Carla Cain,Qasim Rashad,Chris Rabb,27
Art Haywood,9,175,153,151,104,27
Sherrie Cohen,,0,147,138,84,27
Carla Cain,,,0,135,73,27
Qasim Rashad,,,,0,73,27
Chris Rabb,,,,,5,27
Total,218,179,156,151,110,27
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,28
,Art Haywood,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,28
Art Haywood,5,126,118,112,68,28
Sherrie Cohen,,0,109,110,55,28
Qasim Rashad,,,5,107,54,28
Carla Cain,,,,2,54,28
Chris Rabb,,,,,2,28
Total,157,130,127,117,72,28
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,29
,Art Haywood,Qasim Rashad,Sherrie Cohen,Carla Cain,Chris Rabb,29
Art Haywood,13,162,161,149,70,29
Qasim Rashad,,3,149,149,60,29
Sherrie Cohen,,,1,149,53,29
Carla Cain,,,,0,55,29
Chris Rabb,,,,,3,29
Total,203,170,168,154,73,29
,Senator In The General Assembly 4th District - Democrat,Member Of The Democratic State Committee 4th Senatorial District,,,,30
,Art Haywood,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,30
Art Haywood,11,86,84,78,66,30
Sherrie Cohen,,3,78,75,47,30
Qasim Rashad,,,1,75,47,30
Carla Cain,,,,1,45,30
Chris Rabb,,,,,6,30
Total,131,93,90,83,77,30
