col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,All
,Rhea Powell,Amanda Mcillmurray,Marylouise Isaacson,Andi Perez,Micah Mahjoubian,Tom Young,Mariel J K Martin,Judi Golding Baker,Joe Celentano,Noam Kugelmass,Darrell L Clarke,Jon Geeting,Matthew D Myers,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,All
Rhea Powell,6,"1,014",915,796,737,662,687,736,614,659,415,472,269,537,450,274,223,9,All
Amanda Mcillmurray,,22,870,694,600,568,670,681,505,527,382,429,245,526,460,213,164,10,All
Marylouise Isaacson,,,1,731,708,591,726,653,449,468,451,333,336,435,319,291,147,12,All
Andi Perez,,,,1,614,558,623,480,423,469,408,374,303,382,321,255,99,12,All
Micah Mahjoubian,,,,,2,571,528,438,425,483,376,286,285,328,258,281,133,10,All
Tom Young,,,,,,8,440,329,488,432,318,348,293,236,244,331,125,9,All
Mariel J K Martin,,,,,,,2,507,294,363,378,240,297,331,256,244,106,4,All
Judi Golding Baker,,,,,,,,1,276,348,311,252,227,350,268,120,106,8,All
Joe Celentano,,,,,,,,,4,404,187,335,174,217,245,215,127,12,All
Noam Kugelmass,,,,,,,,,,2,229,300,144,284,237,134,108,4,All
Darrell L Clarke,,,,,,,,,,,2,172,295,210,198,220,49,4,All
Jon Geeting,,,,,,,,,,,,1,147,223,255,96,68,8,All
Matthew D Myers,,,,,,,,,,,,,14,134,118,204,46,6,All
Nina Ahmad,,,,,,,,,,,,,,157,0,0,0,0,All
John Fetterman,,,,,,,,,,,,,,,172,0,0,0,All
Mike Stack,,,,,,,,,,,,,,,,133,0,0,All
Kathi Cozzone,,,,,,,,,,,,,,,,,34,0,All
Ray Sosa,,,,,,,,,,,,,,,,,,7,All
Total,"1,515","1,406","1,220","1,086","1,030",973,954,858,829,772,697,655,533,908,887,727,352,27,All
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1
,Amanda Mcillmurray,Rhea Powell,Andi Perez,Marylouise Isaacson,Mariel J K Martin,Judi Golding Baker,Micah Mahjoubian,Tom Young,Jon Geeting,Joe Celentano,Noam Kugelmass,Darrell L Clarke,Matthew D Myers,John Fetterman,Nina Ahmad,Mike Stack,Kathi Cozzone,Ray Sosa,1
Amanda Mcillmurray,2,44,34,36,38,39,24,24,20,19,22,16,12,25,30,7,2,0,1
Rhea Powell,,1,36,40,37,38,31,26,14,22,27,17,13,22,26,11,5,0,1
Andi Perez,,,0,31,35,33,26,21,18,15,20,19,15,22,20,8,1,0,1
Marylouise Isaacson,,,,0,35,32,27,20,9,17,17,19,16,17,24,7,3,0,1
Mariel J K Martin,,,,,0,36,25,18,15,11,20,15,15,19,24,5,2,0,1
Judi Golding Baker,,,,,,0,26,21,14,15,21,18,14,19,23,5,2,0,1
Micah Mahjoubian,,,,,,,1,20,11,14,20,15,8,12,19,6,6,0,1
Tom Young,,,,,,,,0,15,20,17,13,12,17,12,8,2,0,1
Jon Geeting,,,,,,,,,0,11,10,7,8,23,8,2,0,0,1
Joe Celentano,,,,,,,,,,0,11,11,10,11,11,5,4,1,1
Noam Kugelmass,,,,,,,,,,,0,9,5,10,14,5,1,0,1
Darrell L Clarke,,,,,,,,,,,,0,12,12,8,7,0,0,1
Matthew D Myers,,,,,,,,,,,,,0,12,4,5,1,0,1
John Fetterman,,,,,,,,,,,,,,10,0,0,0,0,1
Nina Ahmad,,,,,,,,,,,,,,,8,0,0,0,1
Mike Stack,,,,,,,,,,,,,,,,5,0,0,1
Kathi Cozzone,,,,,,,,,,,,,,,,,3,0,1
Ray Sosa,,,,,,,,,,,,,,,,,,0,1
Total,66,65,51,51,50,49,44,39,33,32,30,27,22,53,49,22,16,1,1
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,2
,Rhea Powell,Marylouise Isaacson,Amanda Mcillmurray,Micah Mahjoubian,Andi Perez,Joe Celentano,Judi Golding Baker,Tom Young,Mariel J K Martin,Darrell L Clarke,Noam Kugelmass,Jon Geeting,Matthew D Myers,John Fetterman,Nina Ahmad,Kathi Cozzone,Mike Stack,Ray Sosa,2
Rhea Powell,1,58,55,52,45,39,40,39,38,31,38,25,15,32,25,20,8,0,2
Marylouise Isaacson,,0,52,46,42,33,41,31,40,24,31,23,18,25,22,16,8,0,2
Amanda Mcillmurray,,,0,41,36,28,38,27,39,27,28,20,12,25,22,16,6,0,2
Micah Mahjoubian,,,,0,32,30,30,30,29,25,28,24,14,27,17,14,5,0,2
Andi Perez,,,,,0,25,28,28,31,17,25,24,10,19,19,9,6,0,2
Joe Celentano,,,,,,0,18,27,18,14,23,15,11,19,12,15,6,0,2
Judi Golding Baker,,,,,,,0,21,29,25,20,16,16,17,17,10,6,0,2
Tom Young,,,,,,,,0,19,14,24,16,7,10,13,13,11,0,2
Mariel J K Martin,,,,,,,,,0,14,19,16,11,19,12,12,4,0,2
Darrell L Clarke,,,,,,,,,,0,16,12,11,16,14,7,6,0,2
Noam Kugelmass,,,,,,,,,,,0,19,8,16,14,12,2,0,2
Jon Geeting,,,,,,,,,,,,0,6,18,13,7,1,0,2
Matthew D Myers,,,,,,,,,,,,,0,9,5,2,5,0,2
John Fetterman,,,,,,,,,,,,,,12,0,0,0,0,2
Nina Ahmad,,,,,,,,,,,,,,,8,0,0,0,2
Kathi Cozzone,,,,,,,,,,,,,,,,2,0,0,2
Mike Stack,,,,,,,,,,,,,,,,,2,0,2
Ray Sosa,,,,,,,,,,,,,,,,,,0,2
Total,88,72,71,64,55,53,52,49,47,45,44,40,21,62,46,33,18,0,2
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,3
,Rhea Powell,Amanda Mcillmurray,Marylouise Isaacson,Andi Perez,Micah Mahjoubian,Tom Young,Mariel J K Martin,Joe Celentano,Jon Geeting,Noam Kugelmass,Judi Golding Baker,Darrell L Clarke,Matthew D Myers,John Fetterman,Nina Ahmad,Mike Stack,Kathi Cozzone,Ray Sosa,3
Rhea Powell,0,70,58,58,52,46,44,46,43,46,39,18,15,39,36,15,14,0,3
Amanda Mcillmurray,,2,58,51,49,43,44,42,43,40,38,19,13,42,33,8,11,0,3
