col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Governor - Democrat,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1
,Tom Wolf,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Kevin Bundy,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,John Brady,Rebecca Poyourow,Jacque Whaumbush,Joe Khan,1
Tom Wolf,6,31,30,29,22,20,14,12,9,8,4,4,3,2,1
Kathryn S Huggins,,0,23,20,18,14,12,11,6,6,2,4,2,0,1
Dewayne Drummond,,,0,25,20,16,14,11,8,8,4,4,2,1,1
Ken Washington,,,,0,22,15,12,10,7,6,3,2,2,2,1
Liam G Boyle,,,,,0,11,9,9,5,3,0,1,1,1,1
Kevin Bundy,,,,,,0,5,3,5,8,4,3,2,2,1
Linda Norris,,,,,,,0,10,7,4,2,2,2,0,1
Lisa Rhodes,,,,,,,,0,6,1,1,3,2,1,1
Monica Maria Djerassi,,,,,,,,,0,3,2,1,2,2,1
Nat Lownes,,,,,,,,,,0,4,2,1,1,1
John Brady,,,,,,,,,,,0,1,0,1,1
Rebecca Poyourow,,,,,,,,,,,,0,1,0,1
Jacque Whaumbush,,,,,,,,,,,,,0,1,1
Joe Khan,,,,,,,,,,,,,,0,1
Total,50,32,30,29,22,20,14,13,9,8,4,4,3,2,1
,Governor - Democrat,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,2
,Tom Wolf,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Kevin Bundy,Liam G Boyle,Monica Maria Djerassi,Linda Norris,Lisa Rhodes,Nat Lownes,John Brady,Rebecca Poyourow,Jacque Whaumbush,Joe Khan,2
Tom Wolf,14,38,26,26,22,18,13,12,13,13,8,8,7,6,2
Kathryn S Huggins,,0,17,20,18,15,10,10,11,10,6,7,7,2,2
Ken Washington,,,1,17,15,12,6,10,7,9,5,4,4,4,2
Dewayne Drummond,,,,1,17,12,7,8,8,11,6,6,4,6,2
