col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In The General Assembly 202nd District - Democrat,Member Of The Democratic State Committee 5th Senatorial District,,,,,All
,Jared Solomon,Kathy Enggasser,John Dellricci,James G Donnelly Sr,Mary Ann Quartullo,Patrick Parkinson,All
Jared Solomon,51,180,170,164,165,151,All
Kathy Enggasser,,2,139,143,151,141,All
John Dellricci,,,2,135,138,135,All
James G Donnelly Sr,,,,3,143,138,All
Mary Ann Quartullo,,,,,2,136,All
Patrick Parkinson,,,,,,1,All
Total,309,185,174,170,170,155,All
,Representative In The General Assembly 202nd District - Democrat,Member Of The Democratic State Committee 5th Senatorial District,,,,,3
,Jared Solomon,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Patrick Parkinson,Mary Ann Quartullo,3
Jared Solomon,3,10,11,11,11,8,3
James G Donnelly Sr,,0,7,8,8,8,3
John Dellricci,,,0,7,7,7,3
Kathy Enggasser,,,,0,8,7,3
Patrick Parkinson,,,,,0,7,3
Mary Ann Quartullo,,,,,,1,3
Total,24,11,11,11,11,10,3
,Representative In The General Assembly 202nd District - Democrat,Member Of The Democratic State Committee 5th Senatorial District,,,,,4
,Jared Solomon,Kathy Enggasser,John Dellricci,Mary Ann Quartullo,James G Donnelly Sr,Patrick Parkinson,4
Jared Solomon,9,13,10,10,7,7,4
Kathy Enggasser,,0,9,9,6,7,4
John Dellricci,,,1,9,6,7,4
Mary Ann Quartullo,,,,0,6,7,4
James G Donnelly Sr,,,,,0,6,4
Patrick Parkinson,,,,,,0,4
Total,25,13,11,10,7,7,4
,Representative In The General Assembly 202nd District - Democrat,Member Of The Democratic State Committee 5th Senatorial District,,,,,5
,Jared Solomon,John Dellricci,James G Donnelly Sr,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,5
Jared Solomon,1,7,6,6,5,5,5
John Dellricci,,1,5,5,5,5,5
James G Donnelly Sr,,,0,6,7,6,5
Kathy Enggasser,,,,0,6,6,5
Mary Ann Quartullo,,,,,0,6,5
Patrick Parkinson,,,,,,0,5
Total,13,9,8,8,7,7,5
,Representative In The General Assembly 202nd District - Democrat,Member Of The Democratic State Committee 5th Senatorial District,,,,,6
,Jared Solomon,Kathy Enggasser,James G Donnelly Sr,John Dellricci,Mary Ann Quartullo,Patrick Parkinson,6
Jared Solomon,3,15,12,12,9,10,6
Kathy Enggasser,,0,11,9,9,10,6
James G Donnelly Sr,,,0,9,9,10,6
John Dellricci,,,,0,8,9,6
Mary Ann Quartullo,,,,,1,8,6
Patrick Parkinson,,,,,,0,6
