col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,United States Senator - Democrat,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,All
,Bob Casey Jr,Rich Lazer,Molly Sheehan,Lindy Li,Mary Gay Scanlon,Theresa M Wright,Ashley Lunkenheimer,Greg Vitali,Thaddeus Kirkland,Margo Davidson,Larry Arata,Dan Muroff,Shelly Chauncey,David Wertime,All
Bob Casey Jr,"3,911","3,354","1,444","1,238",848,896,702,384,229,204,84,12,5,0,All
Rich Lazer,,"1,468",0,0,0,0,0,0,0,0,0,0,0,0,All
Molly Sheehan,,,121,0,0,0,0,0,0,0,0,0,0,0,All
Lindy Li,,,,217,0,0,0,0,0,0,0,0,0,0,All
Mary Gay Scanlon,,,,,123,0,0,0,0,0,0,0,0,0,All
Theresa M Wright,,,,,,70,0,0,0,0,0,0,0,0,All
Ashley Lunkenheimer,,,,,,,90,0,0,0,0,0,0,0,All
Greg Vitali,,,,,,,,97,0,0,0,0,0,0,All
Thaddeus Kirkland,,,,,,,,,71,0,0,0,0,0,All
Margo Davidson,,,,,,,,,,46,0,0,0,0,All
Larry Arata,,,,,,,,,,,45,0,0,0,All
Dan Muroff,,,,,,,,,,,,0,0,0,All
Shelly Chauncey,,,,,,,,,,,,,6,0,All
David Wertime,,,,,,,,,,,,,,1,All
Total,"13,311","4,822","1,565","1,455",971,966,792,481,300,250,129,12,11,1,All
