col_1,col_2,col_3,col_4,col_5,division
,Senator In The General Assembly 4th District - Republican,Governor - Republican,,,All
,James Williams,Laura Ellsworth,Scott R Wagner,Paul Mango,All
James Williams,6,80,72,63,All
Laura Ellsworth,,10,0,0,All
Scott R Wagner,,,10,0,All
Paul Mango,,,,6,All
Total,221,90,82,69,All
,Senator In The General Assembly 4th District - Republican,Governor - Republican,,,1
,James Williams,Scott R Wagner,Laura Ellsworth,Paul Mango,1
James Williams,0,5,2,2,1
Scott R Wagner,,0,0,0,1
Laura Ellsworth,,,0,0,1
Paul Mango,,,,0,1
Total,9,5,2,2,1
,Senator In The General Assembly 4th District - Republican,Governor - Republican,,,2
,James Williams,Paul Mango,Scott R Wagner,Laura Ellsworth,2
James Williams,1,5,2,1,2
Paul Mango,,0,0,0,2
Scott R Wagner,,,0,0,2
Laura Ellsworth,,,,0,2
Total,9,5,2,1,2
,Senator In The General Assembly 4th District - Republican,Governor - Republican,,,3
,James Williams,Laura Ellsworth,Scott R Wagner,Paul Mango,3
James Williams,0,5,3,3,3
Laura Ellsworth,,0,0,0,3
Scott R Wagner,,,1,0,3
Paul Mango,,,,0,3
Total,11,5,4,3,3
,Senator In The General Assembly 4th District - Republican,Governor - Republican,,,4
,James Williams,Paul Mango,Laura Ellsworth,Scott R Wagner,4
James Williams,0,7,6,2,4
Paul Mango,,1,0,0,4
Laura Ellsworth,,,0,0,4
Scott R Wagner,,,,1,4
Total,15,8,6,3,4
,Senator In The General Assembly 4th District - Republican,Governor - Republican,,,5
,James Williams,Paul Mango,Scott R Wagner,Laura Ellsworth,5
James Williams,0,5,5,4,5
Paul Mango,,1,0,0,5
Scott R Wagner,,,0,0,5
Laura Ellsworth,,,,0,5
Total,14,6,5,4,5
,Senator In The General Assembly 4th District - Republican,Governor - Republican,,,6
,James Williams,Laura Ellsworth,Scott R Wagner,Paul Mango,6
James Williams,0,9,4,5,6
Laura Ellsworth,,0,0,0,6
Scott R Wagner,,,2,0,6
Paul Mango,,,,0,6
Total,18,9,6,5,6
,Senator In The General Assembly 4th District - Republican,Governor - Republican,,,7
,James Williams,Laura Ellsworth,Scott R Wagner,Paul Mango,7
James Williams,2,9,7,3,7
Laura Ellsworth,,0,0,0,7
Scott R Wagner,,,2,0,7
Paul Mango,,,,1,7
Total,21,9,9,4,7
,Senator In The General Assembly 4th District - Republican,Governor - Republican,,,8
,James Williams,Laura Ellsworth,Paul Mango,Scott R Wagner,8
James Williams,0,8,7,4,8
Laura Ellsworth,,1,0,0,8
Paul Mango,,,0,0,8
Scott R Wagner,,,,1,8
Total,19,9,7,5,8
,Senator In The General Assembly 4th District - Republican,Governor - Republican,,,9
,James Williams,Scott R Wagner,Laura Ellsworth,Paul Mango,9
James Williams,1,11,7,5,9
Scott R Wagner,,1,0,0,9
Laura Ellsworth,,,1,0,9
Paul Mango,,,,2,9
Total,24,12,8,7,9
,Senator In The General Assembly 4th District - Republican,Governor - Republican,,,10
,James Williams,Scott R Wagner,Laura Ellsworth,Paul Mango,10
James Williams,0,14,12,8,10
Scott R Wagner,,0,0,0,10
Laura Ellsworth,,,1,0,10
Paul Mango,,,,0,10
Total,34,14,13,8,10
,Senator In The General Assembly 4th District - Republican,Governor - Republican,,,11
,James Williams,Laura Ellsworth,Scott R Wagner,Paul Mango,11
James Williams,1,12,7,6,11
Laura Ellsworth,,3,0,0,11
Scott R Wagner,,,1,0,11
Paul Mango,,,,0,11
Total,26,15,8,6,11
,Senator In The General Assembly 4th District - Republican,Governor - Republican,,,12
,James Williams,Laura Ellsworth,Scott R Wagner,Paul Mango,12
James Williams,0,3,3,2,12
Laura Ellsworth,,1,0,0,12
Scott R Wagner,,,0,0,12
Paul Mango,,,,0,12
Total,8,4,3,2,12
,Senator In The General Assembly 4th District - Republican,Governor - Republican,,,13
,James Williams,Laura Ellsworth,Scott R Wagner,Paul Mango,13
James Williams,1,1,2,1,13
Laura Ellsworth,,1,0,0,13
Scott R Wagner,,,0,0,13
Paul Mango,,,,0,13
Total,5,2,2,1,13
,Senator In The General Assembly 4th District - Republican,Governor - Republican,,,14
,James Williams,Paul Mango,Scott R Wagner,Laura Ellsworth,14
James Williams,0,1,1,0,14
Paul Mango,,0,0,0,14
Scott R Wagner,,,0,0,14
Laura Ellsworth,,,,0,14
Total,2,1,1,0,14
,Senator In The General Assembly 4th District - Republican,Governor - Republican,,,15
,James Williams,Laura Ellsworth,Paul Mango,Scott R Wagner,15
James Williams,0,1,2,1,15
Laura Ellsworth,,2,0,0,15
Paul Mango,,,0,0,15
Scott R Wagner,,,,0,15
Total,4,3,2,1,15
,Governor - Republican,,,Senator In The General Assembly 4th District - Republican,16
,Paul Mango,Scott R Wagner,Laura Ellsworth,James Williams,16
Paul Mango,1,0,0,1,16
Scott R Wagner,,1,0,0,16
Laura Ellsworth,,,0,0,16
James Williams,,,,0,16
Total,2,1,0,1,16
,Senator In The General Assembly 4th District - Republican,Governor - Republican,,,17
,James Williams,Scott R Wagner,Laura Ellsworth,Paul Mango,17
James Williams,0,1,0,0,17
Scott R Wagner,,0,0,0,17
Laura Ellsworth,,,0,0,17
Paul Mango,,,,0,17
Total,1,1,0,0,17
