col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Member Of The Republican State Committee 1st Congressional District,,,,United States Senator - Republican,,1
,Maria Digiorgio Mccolgan,Theresa A Dintino,Christopher M Vogler,Michael A Cibik,Jim Christiana,Lou Barletta,1
Maria Digiorgio Mccolgan,0,7,7,8,6,5,1
Theresa A Dintino,,1,7,7,6,3,1
Christopher M Vogler,,,2,7,4,3,1
Michael A Cibik,,,,0,5,4,1
Jim Christiana,,,,,0,0,1
Lou Barletta,,,,,,0,1
Total,11,10,9,9,8,6,1
,United States Senator - Republican,,Member Of The Republican State Committee 1st Congressional District,,,,2
,Lou Barletta,Jim Christiana,Michael A Cibik,Christopher M Vogler,Maria Digiorgio Mccolgan,Theresa A Dintino,2
Lou Barletta,2,0,4,4,4,3,2
Jim Christiana,,1,2,1,1,1,2
Michael A Cibik,,,0,5,5,4,2
Christopher M Vogler,,,,0,5,4,2
Maria Digiorgio Mccolgan,,,,,0,4,2
Theresa A Dintino,,,,,,0,2
Total,6,3,6,5,5,4,2
,Member Of The Republican State Committee 1st Congressional District,,,,United States Senator - Republican,,3
,Theresa A Dintino,Michael A Cibik,Christopher M Vogler,Maria Digiorgio Mccolgan,Jim Christiana,Lou Barletta,3
Theresa A Dintino,0,7,7,7,5,4,3
Michael A Cibik,,0,7,7,3,5,3
Christopher M Vogler,,,0,7,3,4,3
Maria Digiorgio Mccolgan,,,,0,3,4,3
Jim Christiana,,,,,0,0,3
Lou Barletta,,,,,,0,3
Total,9,8,7,7,5,5,3
,Member Of The Republican State Committee 1st Congressional District,,,,United States Senator - Republican,,4
,Christopher M Vogler,Michael A Cibik,Theresa A Dintino,Maria Digiorgio Mccolgan,Lou Barletta,Jim Christiana,4
Christopher M Vogler,0,11,10,10,6,7,4
Michael A Cibik,,0,10,11,7,6,4
Theresa A Dintino,,,1,10,6,6,4
Maria Digiorgio Mccolgan,,,,0,5,7,4
Lou Barletta,,,,,0,0,4
Jim Christiana,,,,,,1,4
Total,13,13,13,12,10,9,4
,Member Of The Republican State Committee 1st Congressional District,,,,United States Senator - Republican,,5
,Theresa A Dintino,Maria Digiorgio Mccolgan,Michael A Cibik,Christopher M Vogler,Jim Christiana,Lou Barletta,5
Theresa A Dintino,0,10,8,8,6,6,5
Maria Digiorgio Mccolgan,,0,8,8,7,4,5
Michael A Cibik,,,0,8,5,4,5
Christopher M Vogler,,,,0,5,3,5
Jim Christiana,,,,,0,0,5
Lou Barletta,,,,,,0,5
Total,12,11,9,8,7,7,5
,Member Of The Republican State Committee 1st Congressional District,,,,United States Senator - Republican,,6
,Maria Digiorgio Mccolgan,Christopher M Vogler,Michael A Cibik,Theresa A Dintino,Lou Barletta,Jim Christiana,6
Maria Digiorgio Mccolgan,0,12,13,10,11,6,6
Christopher M Vogler,,0,13,9,12,3,6
Michael A Cibik,,,0,9,11,2,6
Theresa A Dintino,,,,0,8,2,6
Lou Barletta,,,,,2,0,6
Jim Christiana,,,,,,3,6
Total,18,16,14,10,15,11,6
,Member Of The Republican State Committee 1st Congressional District,,,,United States Senator - Republican,,7
,Christopher M Vogler,Theresa A Dintino,Maria Digiorgio Mccolgan,Michael A Cibik,Lou Barletta,Jim Christiana,7
Christopher M Vogler,0,3,3,3,3,2,7
Theresa A Dintino,,1,3,3,1,3,7
Maria Digiorgio Mccolgan,,,0,3,2,2,7
Michael A Cibik,,,,0,1,2,7
Lou Barletta,,,,,0,0,7
Jim Christiana,,,,,,0,7
Total,5,5,4,3,4,3,7
,Member Of The Republican State Committee 1st Congressional District,,,,United States Senator - Republican,,8
,Maria Digiorgio Mccolgan,Michael A Cibik,Christopher M Vogler,Theresa A Dintino,Jim Christiana,Lou Barletta,8
Maria Digiorgio Mccolgan,0,3,3,3,2,2,8
Michael A Cibik,,0,3,3,2,2,8
Christopher M Vogler,,,0,3,1,2,8
Theresa A Dintino,,,,0,1,2,8
Jim Christiana,,,,,0,0,8
Lou Barletta,,,,,,0,8
Total,4,4,3,3,3,2,8
,Member Of The Republican State Committee 1st Congressional District,,,,United States Senator - Republican,,9
,Theresa A Dintino,Michael A Cibik,Christopher M Vogler,Maria Digiorgio Mccolgan,Jim Christiana,Lou Barletta,9
Theresa A Dintino,0,14,13,12,9,8,9
Michael A Cibik,,0,13,12,7,7,9
Christopher M Vogler,,,0,12,7,6,9
Maria Digiorgio Mccolgan,,,,0,7,5,9
Jim Christiana,,,,,1,0,9
Lou Barletta,,,,,,1,9
Total,17,14,13,12,10,9,9
,United States Senator - Republican,,Member Of The Republican State Committee 1st Congressional District,,,,10
,Lou Barletta,Jim Christiana,Maria Digiorgio Mccolgan,Theresa A Dintino,Christopher M Vogler,Michael A Cibik,10
Lou Barletta,0,0,1,1,0,0,10
Jim Christiana,,0,0,0,0,0,10
Maria Digiorgio Mccolgan,,,0,1,1,1,10
Theresa A Dintino,,,,0,1,1,10
Christopher M Vogler,,,,,0,1,10
Michael A Cibik,,,,,,0,10
Total,2,0,2,2,1,1,10
,Member Of The Republican State Committee 1st Congressional District,,,,United States Senator - Republican,,11
,Maria Digiorgio Mccolgan,Michael A Cibik,Christopher M Vogler,Theresa A Dintino,Jim Christiana,Lou Barletta,11
Maria Digiorgio Mccolgan,0,3,2,2,2,2,11
Michael A Cibik,,0,2,2,1,2,11
Christopher M Vogler,,,0,2,1,1,11
Theresa A Dintino,,,,0,1,1,11
Jim Christiana,,,,,0,0,11
Lou Barletta,,,,,,0,11
Total,4,3,2,2,2,2,11
,United States Senator - Republican,,Member Of The Republican State Committee 1st Congressional District,,,,12
,Jim Christiana,Lou Barletta,Maria Digiorgio Mccolgan,Christopher M Vogler,Michael A Cibik,Theresa A Dintino,12
Jim Christiana,0,0,4,3,3,3,12
Lou Barletta,,2,1,1,1,1,12
Maria Digiorgio Mccolgan,,,0,4,3,3,12
Christopher M Vogler,,,,0,3,3,12
Michael A Cibik,,,,,0,3,12
Theresa A Dintino,,,,,,0,12
Total,6,3,5,4,4,4,12
,Member Of The Republican State Committee 1st Congressional District,,,,United States Senator - Republican,,13
,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,Jim Christiana,Lou Barletta,13
Christopher M Vogler,0,0,1,0,0,1,13
Maria Digiorgio Mccolgan,,0,0,0,1,0,13
Michael A Cibik,,,0,0,0,1,13
Theresa A Dintino,,,,0,0,0,13
Jim Christiana,,,,,0,0,13
Lou Barletta,,,,,,0,13
Total,1,1,1,0,1,1,13
,Member Of The Republican State Committee 1st Congressional District,,,,United States Senator - Republican,,14
,Christopher M Vogler,Theresa A Dintino,Michael A Cibik,Maria Digiorgio Mccolgan,Lou Barletta,Jim Christiana,14
Christopher M Vogler,1,12,11,11,8,5,14
Theresa A Dintino,,1,11,11,7,5,14
Michael A Cibik,,,0,11,7,5,14
Maria Digiorgio Mccolgan,,,,0,7,4,14
Lou Barletta,,,,,0,0,14
Jim Christiana,,,,,,1,14
Total,14,13,12,11,8,7,14
,United States Senator - Republican,,Member Of The Republican State Committee 1st Congressional District,,,,15
,Jim Christiana,Lou Barletta,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,15
Jim Christiana,5,0,0,0,0,0,15
Lou Barletta,,3,0,0,0,0,15
Christopher M Vogler,,,0,0,0,0,15
Maria Digiorgio Mccolgan,,,,0,0,0,15
Michael A Cibik,,,,,0,0,15
Theresa A Dintino,,,,,,0,15
Total,5,3,0,0,0,0,15
,Member Of The Republican State Committee 1st Congressional District,,,,United States Senator - Republican,,16
,Michael A Cibik,Maria Digiorgio Mccolgan,Christopher M Vogler,Theresa A Dintino,Lou Barletta,Jim Christiana,16
Michael A Cibik,0,8,8,8,6,4,16
Maria Digiorgio Mccolgan,,0,8,8,6,3,16
Christopher M Vogler,,,0,8,6,2,16
Theresa A Dintino,,,,0,6,2,16
Lou Barletta,,,,,1,0,16
Jim Christiana,,,,,,1,16
Total,10,9,8,8,7,6,16
,Member Of The Republican State Committee 1st Congressional District,,,,United States Senator - Republican,,17
,Maria Digiorgio Mccolgan,Christopher M Vogler,Theresa A Dintino,Michael A Cibik,Jim Christiana,Lou Barletta,17
Maria Digiorgio Mccolgan,0,10,9,9,9,4,17
Christopher M Vogler,,0,9,9,9,1,17
Theresa A Dintino,,,0,9,8,2,17
Michael A Cibik,,,,0,8,1,17
Jim Christiana,,,,,1,0,17
Lou Barletta,,,,,,0,17
Total,13,10,10,9,10,5,17
,Member Of The Republican State Committee 1st Congressional District,,,,United States Senator - Republican,,18
,Maria Digiorgio Mccolgan,Christopher M Vogler,Michael A Cibik,Theresa A Dintino,Jim Christiana,Lou Barletta,18
Maria Digiorgio Mccolgan,0,3,2,2,3,1,18
Christopher M Vogler,,0,2,2,3,0,18
Michael A Cibik,,,0,2,2,0,18
Theresa A Dintino,,,,0,2,0,18
Jim Christiana,,,,,0,0,18
Lou Barletta,,,,,,0,18
Total,4,3,2,2,3,1,18
,United States Senator - Republican,,Member Of The Republican State Committee 1st Congressional District,,,,19
,Lou Barletta,Jim Christiana,Christopher M Vogler,Michael A Cibik,Theresa A Dintino,Maria Digiorgio Mccolgan,19
Lou Barletta,1,0,6,6,6,5,19
Jim Christiana,,0,1,1,1,1,19
Christopher M Vogler,,,0,7,6,6,19
Michael A Cibik,,,,0,6,6,19
Theresa A Dintino,,,,,0,6,19
Maria Digiorgio Mccolgan,,,,,,0,19
Total,8,1,7,7,7,6,19
,Member Of The Republican State Committee 1st Congressional District,,,,United States Senator - Republican,,All
,Maria Digiorgio Mccolgan,Theresa A Dintino,Christopher M Vogler,Michael A Cibik,Lou Barletta,Jim Christiana,All
Maria Digiorgio Mccolgan,0,108,112,113,69,68,All
Theresa A Dintino,,4,107,107,65,61,All
Christopher M Vogler,,,3,114,67,57,All
Michael A Cibik,,,,0,69,58,All
Lou Barletta,,,,,12,0,All
Jim Christiana,,,,,,14,All
Total,139,131,129,129,104,100,All
