col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,Member Of The Democratic State Committee 5th Senatorial District,,,,,1
,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Erica Vanstone,Richard Lombardo,Frank T Brzozowski,Catherine Bartch,Billy Cortes,Marnie Aument Loughrey,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,1
Mona Getzes Cohen,9,14,17,11,11,9,9,7,6,0,0,0,0,0,1
James Harrity,,1,14,11,11,10,7,8,5,0,0,0,0,0,1
Meagan Ingerson,,,1,11,11,9,8,7,6,0,0,0,0,0,1
Erica Vanstone,,,,0,12,10,10,8,6,0,0,0,0,0,1
Richard Lombardo,,,,,0,10,8,8,7,0,0,0,0,0,1
Frank T Brzozowski,,,,,,0,7,7,5,0,0,0,0,0,1
Catherine Bartch,,,,,,,0,6,5,0,0,0,0,0,1
Billy Cortes,,,,,,,,0,3,0,0,0,0,0,1
Marnie Aument Loughrey,,,,,,,,,0,0,0,0,0,0,1
James G Donnelly Sr,,,,,,,,,,0,0,0,0,0,1
John Dellricci,,,,,,,,,,,0,0,0,0,1
Kathy Enggasser,,,,,,,,,,,,0,0,0,1
Mary Ann Quartullo,,,,,,,,,,,,,0,0,1
Patrick Parkinson,,,,,,,,,,,,,,0,1
Total,28,19,19,14,14,13,11,9,8,0,0,0,0,0,1
,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,Member Of The Democratic State Committee 5th Senatorial District,,,,,2
,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Catherine Bartch,Erica Vanstone,Richard Lombardo,Marnie Aument Loughrey,Billy Cortes,Frank T Brzozowski,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,2
Mona Getzes Cohen,7,8,10,6,6,6,4,2,2,0,0,0,0,0,2
James Harrity,,4,9,6,6,5,5,2,2,0,0,0,0,0,2
Meagan Ingerson,,,2,6,6,5,4,2,2,0,0,0,0,0,2
Catherine Bartch,,,,0,7,6,5,3,3,0,0,0,0,0,2
Erica Vanstone,,,,,0,6,5,3,3,0,0,0,0,0,2
Richard Lombardo,,,,,,0,4,2,3,0,0,0,0,0,2
Marnie Aument Loughrey,,,,,,,0,2,1,0,0,0,0,0,2
Billy Cortes,,,,,,,,0,2,0,0,0,0,0,2
Frank T Brzozowski,,,,,,,,,0,0,0,0,0,0,2
James G Donnelly Sr,,,,,,,,,,0,0,0,0,0,2
John Dellricci,,,,,,,,,,,0,0,0,0,2
Kathy Enggasser,,,,,,,,,,,,0,0,0,2
Mary Ann Quartullo,,,,,,,,,,,,,0,0,2
Patrick Parkinson,,,,,,,,,,,,,,0,2
Total,18,14,13,7,7,7,5,3,3,0,0,0,0,0,2
,Member Of The Democratic State Committee 5th Senatorial District,,,,,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,3
,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Patrick Parkinson,Mary Ann Quartullo,Billy Cortes,Catherine Bartch,Erica Vanstone,Frank T Brzozowski,James Harrity,Marnie Aument Loughrey,Meagan Ingerson,Mona Getzes Cohen,Richard Lombardo,3
James G Donnelly Sr,2,7,8,8,8,0,0,0,0,0,0,0,0,0,3
John Dellricci,,4,7,7,7,0,0,0,0,0,0,0,0,0,3
Kathy Enggasser,,,3,8,7,0,0,0,0,0,0,0,0,0,3
Patrick Parkinson,,,,3,7,0,0,0,0,0,0,0,0,0,3
