col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Member Of The Democratic State Committee 8th Senatorial District,,,,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,All
,Torri Douglas,Marisa Piccarreto,Kyle J Sampson,Kyle Shenandoah,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Monica Maria Djerassi,Lisa Rhodes,Linda Norris,Rebecca Poyourow,Liam G Boyle,Kevin Bundy,Joe Khan,Nat Lownes,Jacque Whaumbush,John Brady,All
Torri Douglas,282,"1,074","1,051","1,013",0,0,0,0,0,0,0,0,0,0,0,0,0,All
Marisa Piccarreto,,158,995,996,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Kyle J Sampson,,,144,"1,001",0,0,0,0,0,0,0,0,0,0,0,0,0,All
Kyle Shenandoah,,,,77,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Kathryn S Huggins,,,,,80,372,335,331,323,317,297,259,225,137,136,121,90,All
Dewayne Drummond,,,,,,20,306,211,214,204,172,227,190,103,103,75,64,All
Ken Washington,,,,,,,31,190,197,189,149,230,182,86,102,67,64,All
Monica Maria Djerassi,,,,,,,,3,277,268,242,153,102,111,86,104,54,All
Lisa Rhodes,,,,,,,,,6,296,201,146,101,99,84,113,58,All
Linda Norris,,,,,,,,,,3,193,140,94,91,80,99,45,All
Rebecca Poyourow,,,,,,,,,,,10,103,108,113,92,100,54,All
Liam G Boyle,,,,,,,,,,,,11,133,52,50,34,44,All
Kevin Bundy,,,,,,,,,,,,,12,66,80,41,56,All
Joe Khan,,,,,,,,,,,,,,8,64,53,45,All
Nat Lownes,,,,,,,,,,,,,,,3,42,37,All
Jacque Whaumbush,,,,,,,,,,,,,,,,1,25,All
John Brady,,,,,,,,,,,,,,,,,8,All
Total,"1,450","1,264","1,227","1,125",653,451,435,394,386,370,355,312,275,199,176,162,127,All
