col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Representative In Congress 3rd District - Democrat,,1
,Rhea Powell,Amanda Mcillmurray,Andi Perez,Micah Mahjoubian,Judi Golding Baker,Marylouise Isaacson,Joe Celentano,Mariel J K Martin,Tom Young,Noam Kugelmass,Darrell L Clarke,Jon Geeting,Matthew D Myers,Dwight Evans,Kevin Johnson,1
Rhea Powell,1,88,80,63,65,63,56,45,40,43,38,23,16,85,36,1
Amanda Mcillmurray,,1,74,50,68,60,53,45,37,39,30,24,18,70,33,1
Andi Perez,,,0,44,57,47,42,35,31,33,26,21,16,53,33,1
Micah Mahjoubian,,,,1,36,49,46,37,36,39,28,14,12,49,27,1
Judi Golding Baker,,,,,0,42,33,32,23,26,23,21,15,51,24,1
Marylouise Isaacson,,,,,,0,41,41,31,32,26,19,9,48,28,1
Joe Celentano,,,,,,,1,31,38,37,20,22,16,43,27,1
Mariel J K Martin,,,,,,,,0,22,25,21,12,13,36,17,1
Tom Young,,,,,,,,,0,25,18,18,13,33,21,1
Noam Kugelmass,,,,,,,,,,0,13,12,9,27,21,1
Darrell L Clarke,,,,,,,,,,,0,10,11,37,10,1
Jon Geeting,,,,,,,,,,,,0,7,20,9,1
Matthew D Myers,,,,,,,,,,,,,1,12,12,1
Dwight Evans,,,,,,,,,,,,,,14,0,1
Kevin Johnson,,,,,,,,,,,,,,,10,1
Total,129,109,94,82,80,79,71,57,56,51,50,30,27,124,61,1
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Representative In Congress 3rd District - Democrat,,2
,Rhea Powell,Amanda Mcillmurray,Andi Perez,Judi Golding Baker,Marylouise Isaacson,Micah Mahjoubian,Joe Celentano,Mariel J K Martin,Noam Kugelmass,Tom Young,Darrell L Clarke,Jon Geeting,Matthew D Myers,Dwight Evans,Kevin Johnson,2
Rhea Powell,0,65,63,58,42,38,35,27,31,30,27,13,12,79,16,2
Amanda Mcillmurray,,0,53,53,31,26,15,23,16,15,20,12,7,57,11,2
Andi Perez,,,0,45,27,26,20,17,16,15,17,11,5,54,10,2
Judi Golding Baker,,,,0,25,20,13,15,13,8,14,8,6,52,8,2
Marylouise Isaacson,,,,,0,24,18,23,18,10,18,11,10,33,10,2
Micah Mahjoubian,,,,,,0,25,16,21,16,17,10,7,29,9,2
Joe Celentano,,,,,,,0,9,21,18,10,10,9,28,9,2
Mariel J K Martin,,,,,,,,0,14,11,14,9,8,20,9,2
Noam Kugelmass,,,,,,,,,0,19,8,7,7,24,6,2
