col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 5th Senatorial District,,,,,1
,Brendan F Boyle,Michele Lawrence,James G Donnelly Sr,Mary Ann Quartullo,Patrick Parkinson,John Dellricci,Kathy Enggasser,1
Brendan F Boyle,8,0,25,18,19,18,16,1
Michele Lawrence,,0,4,5,4,4,6,1
James G Donnelly Sr,,,0,20,21,21,19,1
Mary Ann Quartullo,,,,0,20,20,20,1
Patrick Parkinson,,,,,0,20,19,1
John Dellricci,,,,,,0,19,1
Kathy Enggasser,,,,,,,0,1
Total,39,6,29,23,23,22,22,1
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 5th Senatorial District,,,,,2
,Brendan F Boyle,Michele Lawrence,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,2
Brendan F Boyle,7,0,11,4,4,4,3,2
Michele Lawrence,,1,4,4,4,4,4,2
James G Donnelly Sr,,,0,8,8,8,7,2
John Dellricci,,,,0,7,7,7,2
Kathy Enggasser,,,,,0,8,7,2
Mary Ann Quartullo,,,,,,0,7,2
Patrick Parkinson,,,,,,,0,2
Total,18,5,15,8,8,8,7,2
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 5th Senatorial District,,,,,3
,Brendan F Boyle,Michele Lawrence,James G Donnelly Sr,Mary Ann Quartullo,Kathy Enggasser,John Dellricci,Patrick Parkinson,3
Brendan F Boyle,4,0,38,33,32,31,26,3
Michele Lawrence,,2,5,6,6,6,5,3
James G Donnelly Sr,,,1,32,33,34,33,3
Mary Ann Quartullo,,,,0,37,35,31,3
Kathy Enggasser,,,,,0,35,32,3
John Dellricci,,,,,,0,32,3
Patrick Parkinson,,,,,,,0,3
Total,53,9,46,41,40,39,33,3
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 5th Senatorial District,,,,,4
,Brendan F Boyle,Michele Lawrence,James G Donnelly Sr,John Dellricci,Mary Ann Quartullo,Kathy Enggasser,Patrick Parkinson,4
Brendan F Boyle,25,0,36,32,27,24,25,4
Michele Lawrence,,7,8,7,5,6,4,4
James G Donnelly Sr,,,1,31,29,29,28,4
John Dellricci,,,,0,31,30,29,4
Mary Ann Quartullo,,,,,0,30,28,4
Kathy Enggasser,,,,,,1,28,4
Patrick Parkinson,,,,,,,0,4
Total,70,16,46,40,33,32,30,4
,Member Of The Democratic State Committee 5th Senatorial District,,,,,Representative In Congress 2nd District - Democrat,,5
,James G Donnelly Sr,John Dellricci,Mary Ann Quartullo,Kathy Enggasser,Patrick Parkinson,Brendan F Boyle,Michele Lawrence,5
James G Donnelly Sr,2,40,37,37,29,38,15,5
John Dellricci,,0,37,37,29,29,17,5
Mary Ann Quartullo,,,0,38,28,30,11,5
Kathy Enggasser,,,,0,28,28,11,5
Patrick Parkinson,,,,,0,22,7,5
Brendan F Boyle,,,,,,14,0,5
Michele Lawrence,,,,,,,1,5
Total,55,46,41,39,29,53,23,5
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 5th Senatorial District,,,,,6
,Brendan F Boyle,Michele Lawrence,James G Donnelly Sr,Kathy Enggasser,John Dellricci,Mary Ann Quartullo,Patrick Parkinson,6
Brendan F Boyle,11,0,22,18,16,16,14,6
Michele Lawrence,,2,5,7,7,6,5,6
James G Donnelly Sr,,,1,18,17,19,18,6
Kathy Enggasser,,,,0,18,20,17,6
John Dellricci,,,,,0,17,17,6
Mary Ann Quartullo,,,,,,0,18,6
Patrick Parkinson,,,,,,,0,6
Total,43,13,29,26,24,23,20,6
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 5th Senatorial District,,,,,7
,Brendan F Boyle,Michele Lawrence,Kathy Enggasser,James G Donnelly Sr,Mary Ann Quartullo,John Dellricci,Patrick Parkinson,7
Brendan F Boyle,8,0,23,22,24,19,18,7
Michele Lawrence,,2,9,8,7,8,7,7
Kathy Enggasser,,,1,24,27,25,24,7
James G Donnelly Sr,,,,1,24,26,26,7
Mary Ann Quartullo,,,,,0,25,24,7
John Dellricci,,,,,,0,25,7
Patrick Parkinson,,,,,,,0,7
Total,39,15,34,32,32,28,26,7
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 5th Senatorial District,,,,,8
,Brendan F Boyle,Michele Lawrence,James G Donnelly Sr,Mary Ann Quartullo,Kathy Enggasser,John Dellricci,Patrick Parkinson,8
Brendan F Boyle,4,0,28,22,20,19,16,8
Michele Lawrence,,0,5,7,8,7,4,8
James G Donnelly Sr,,,1,21,19,17,18,8
Mary Ann Quartullo,,,,0,25,17,18,8
Kathy Enggasser,,,,,0,18,17,8
John Dellricci,,,,,,1,17,8
Patrick Parkinson,,,,,,,1,8
Total,41,13,34,29,28,27,21,8
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 5th Senatorial District,,,,,9
,Brendan F Boyle,Michele Lawrence,James G Donnelly Sr,Kathy Enggasser,John Dellricci,Mary Ann Quartullo,Patrick Parkinson,9
Brendan F Boyle,8,0,31,26,25,22,17,9
Michele Lawrence,,4,6,4,5,4,2,9
James G Donnelly Sr,,,1,23,28,24,18,9
Kathy Enggasser,,,,1,22,23,17,9
John Dellricci,,,,,0,22,18,9
Mary Ann Quartullo,,,,,,0,17,9
Patrick Parkinson,,,,,,,0,9
Total,50,10,38,32,30,27,19,9
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 5th Senatorial District,,,,,10
,Brendan F Boyle,Michele Lawrence,James G Donnelly Sr,Kathy Enggasser,John Dellricci,Patrick Parkinson,Mary Ann Quartullo,10
Brendan F Boyle,7,0,28,29,27,29,26,10
Michele Lawrence,,3,7,7,5,6,2,10
James G Donnelly Sr,,,1,31,31,33,25,10
Kathy Enggasser,,,,0,31,33,28,10
John Dellricci,,,,,3,32,26,10
Patrick Parkinson,,,,,,0,27,10
Mary Ann Quartullo,,,,,,,0,10
Total,47,11,38,38,37,37,30,10
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 5th Senatorial District,,,,,11
,Brendan F Boyle,Michele Lawrence,James G Donnelly Sr,Patrick Parkinson,Kathy Enggasser,Mary Ann Quartullo,John Dellricci,11
Brendan F Boyle,5,0,24,18,17,17,18,11
Michele Lawrence,,0,4,6,5,6,4,11
James G Donnelly Sr,,,2,21,20,21,22,11
Patrick Parkinson,,,,1,21,21,21,11
Kathy Enggasser,,,,,1,21,20,11
Mary Ann Quartullo,,,,,,0,21,11
John Dellricci,,,,,,,0,11
Total,31,7,30,25,23,23,22,11
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 5th Senatorial District,,,,,12
,Brendan F Boyle,Michele Lawrence,John Dellricci,James G Donnelly Sr,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,12
Brendan F Boyle,7,0,27,26,25,24,23,12
Michele Lawrence,,1,4,4,3,4,3,12
John Dellricci,,,0,24,23,23,23,12
James G Donnelly Sr,,,,0,21,22,23,12
Kathy Enggasser,,,,,0,24,20,12
Mary Ann Quartullo,,,,,,0,23,12
Patrick Parkinson,,,,,,,0,12
Total,44,10,32,31,30,29,26,12
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 5th Senatorial District,,,,,13
,Brendan F Boyle,Michele Lawrence,James G Donnelly Sr,Kathy Enggasser,Mary Ann Quartullo,John Dellricci,Patrick Parkinson,13
Brendan F Boyle,7,0,28,24,22,19,19,13
Michele Lawrence,,0,3,3,3,3,2,13
James G Donnelly Sr,,,3,21,20,21,20,13
Kathy Enggasser,,,,0,22,21,19,13
Mary Ann Quartullo,,,,,0,20,18,13
John Dellricci,,,,,,1,20,13
Patrick Parkinson,,,,,,,0,13
Total,47,4,35,28,26,24,22,13
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 5th Senatorial District,,,,,14
,Brendan F Boyle,Michele Lawrence,Kathy Enggasser,James G Donnelly Sr,Mary Ann Quartullo,Patrick Parkinson,John Dellricci,14
Brendan F Boyle,3,0,15,15,11,8,8,14
Michele Lawrence,,0,7,5,6,6,5,14
Kathy Enggasser,,,0,16,17,14,14,14
James G Donnelly Sr,,,,1,15,14,14,14
Mary Ann Quartullo,,,,,0,14,14,14
Patrick Parkinson,,,,,,0,14,14
John Dellricci,,,,,,,0,14
Total,24,8,23,22,18,15,14,14
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 5th Senatorial District,,,,,15
,Brendan F Boyle,Michele Lawrence,James G Donnelly Sr,Kathy Enggasser,Mary Ann Quartullo,John Dellricci,Patrick Parkinson,15
Brendan F Boyle,0,0,12,13,12,10,10,15
Michele Lawrence,,0,1,0,0,0,0,15
James G Donnelly Sr,,,0,10,10,10,9,15
Kathy Enggasser,,,,0,12,10,10,15
Mary Ann Quartullo,,,,,0,10,10,15
John Dellricci,,,,,,0,9,15
Patrick Parkinson,,,,,,,0,15
Total,15,1,13,13,12,10,10,15
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 5th Senatorial District,,,,,16
,Brendan F Boyle,Michele Lawrence,James G Donnelly Sr,Kathy Enggasser,Mary Ann Quartullo,John Dellricci,Patrick Parkinson,16
Brendan F Boyle,20,0,39,28,25,24,20,16
Michele Lawrence,,2,6,5,4,2,2,16
James G Donnelly Sr,,,0,25,23,28,21,16
Kathy Enggasser,,,,0,27,22,21,16
Mary Ann Quartullo,,,,,0,20,21,16
John Dellricci,,,,,,0,20,16
Patrick Parkinson,,,,,,,0,16
Total,71,9,48,34,30,29,23,16
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 5th Senatorial District,,,,,17
,Brendan F Boyle,Michele Lawrence,James G Donnelly Sr,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,Patrick Parkinson,17
Brendan F Boyle,13,0,40,36,37,37,35,17
Michele Lawrence,,3,6,10,8,6,6,17
James G Donnelly Sr,,,1,39,39,37,38,17
John Dellricci,,,,0,41,39,37,17
Kathy Enggasser,,,,,0,41,37,17
Mary Ann Quartullo,,,,,,0,36,17
Patrick Parkinson,,,,,,,0,17
