col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,All
,Bob Casey Jr,Tom Young,Marylouise Isaacson,Rhea Powell,Noam Kugelmass,Micah Mahjoubian,Andi Perez,Amanda Mcillmurray,Mariel J K Martin,Darrell L Clarke,Judi Golding Baker,Matthew D Myers,Joe Celentano,Jon Geeting,All
Bob Casey Jr,404,"1,619","1,495","1,429","1,309","1,315","1,285","1,221","1,183","1,118",933,716,708,528,All
Tom Young,,7,948,779,927,913,864,699,725,663,471,527,486,355,All
Marylouise Isaacson,,,1,939,693,940,"1,018",959,"1,006",741,729,592,437,356,All
Rhea Powell,,,,8,774,765,743,887,731,547,693,311,568,347,All
Noam Kugelmass,,,,,5,623,607,660,539,400,470,225,456,286,All
Micah Mahjoubian,,,,,,2,855,661,728,595,471,494,450,279,All
Andi Perez,,,,,,,2,739,840,650,537,528,379,332,All
Amanda Mcillmurray,,,,,,,,1,747,480,713,342,410,348,All
Mariel J K Martin,,,,,,,,,0,636,560,505,318,242,All
Darrell L Clarke,,,,,,,,,,10,400,487,227,176,All
Judi Golding Baker,,,,,,,,,,,1,306,264,249,All
Matthew D Myers,,,,,,,,,,,,3,160,180,All
Joe Celentano,,,,,,,,,,,,,3,227,All
Jon Geeting,,,,,,,,,,,,,,1,All
Total,"3,179","1,663","1,536","1,469","1,349","1,341","1,323","1,261","1,216","1,152",959,740,731,551,All
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1
,Bob Casey Jr,Tom Young,Marylouise Isaacson,Darrell L Clarke,Micah Mahjoubian,Andi Perez,Mariel J K Martin,Rhea Powell,Amanda Mcillmurray,Noam Kugelmass,Judi Golding Baker,Matthew D Myers,Joe Celentano,Jon Geeting,1
Bob Casey Jr,23,122,116,112,111,97,95,83,71,66,55,50,47,30,1
Tom Young,,0,79,73,80,72,66,41,40,42,27,41,34,18,1
Marylouise Isaacson,,,0,77,81,82,84,58,59,36,41,45,31,19,1
Darrell L Clarke,,,,1,66,65,65,34,38,28,26,45,17,14,1
Micah Mahjoubian,,,,,0,74,67,44,39,35,29,39,28,15,1
Andi Perez,,,,,,0,75,42,40,32,28,40,25,16,1
Mariel J K Martin,,,,,,,0,47,46,29,36,42,23,18,1
Rhea Powell,,,,,,,,0,50,36,37,14,37,21,1
Amanda Mcillmurray,,,,,,,,,0,33,38,15,27,18,1
Noam Kugelmass,,,,,,,,,,0,21,12,25,12,1
Judi Golding Baker,,,,,,,,,,,0,11,16,12,1
Matthew D Myers,,,,,,,,,,,,0,8,6,1
Joe Celentano,,,,,,,,,,,,,0,14,1
Jon Geeting,,,,,,,,,,,,,,0,1
Total,226,124,117,115,113,98,97,83,72,66,55,52,49,30,1
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,2
,Bob Casey Jr,Marylouise Isaacson,Rhea Powell,Tom Young,Amanda Mcillmurray,Micah Mahjoubian,Mariel J K Martin,Darrell L Clarke,Andi Perez,Judi Golding Baker,Matthew D Myers,Noam Kugelmass,Joe Celentano,Jon Geeting,2
Bob Casey Jr,27,95,94,89,84,86,80,79,75,61,53,52,42,33,2
Marylouise Isaacson,,0,64,59,63,61,65,53,58,45,37,29,24,22,2
Rhea Powell,,,0,50,64,57,53,41,45,48,24,37,34,27,2
Tom Young,,,,2,42,66,50,46,49,26,38,36,26,18,2
Amanda Mcillmurray,,,,,0,49,55,34,46,53,22,36,28,19,2
Micah Mahjoubian,,,,,,0,57,43,53,31,39,32,25,14,2
Mariel J K Martin,,,,,,,0,47,56,38,39,27,17,15,2
Darrell L Clarke,,,,,,,,0,40,26,36,19,10,13,2
Andi Perez,,,,,,,,,0,33,34,29,16,18,2
Judi Golding Baker,,,,,,,,,,0,15,24,15,16,2
Matthew D Myers,,,,,,,,,,,0,12,9,12,2
Noam Kugelmass,,,,,,,,,,,,0,23,14,2
Joe Celentano,,,,,,,,,,,,,0,12,2
Jon Geeting,,,,,,,,,,,,,,0,2
Total,194,97,96,92,86,86,82,79,77,62,53,53,43,35,2
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,3
