col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Member Of The Republican State Committee 13th Congressional District,,,,,Member Of The Republican State Committee 1st Congressional District,,,,All
,Camille G Mccolgan,Margaret L Recupido,Linwood Holland,Dan Tinney,Joseph Giedemann,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,All
Camille G Mccolgan,119,427,347,249,220,0,0,0,0,All
Margaret L Recupido,,124,343,243,213,0,0,0,0,All
Linwood Holland,,,105,185,156,0,0,0,0,All
Dan Tinney,,,,47,230,0,0,0,0,All
Joseph Giedemann,,,,,17,0,0,0,0,All
Christopher M Vogler,,,,,,94,331,321,303,All
Maria Digiorgio Mccolgan,,,,,,,72,326,317,All
Michael A Cibik,,,,,,,,32,309,All
Theresa A Dintino,,,,,,,,,22,All
Total,638,636,544,410,319,452,439,381,359,All
