col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,order,division
Judi Golding Baker,,,,,,,,0,0,0,0,0,0,0,0,10,17
Mariel J K Martin,,,,,,,,,0,0,0,0,0,0,0,11,17
Marylouise Isaacson,,,,,,,,,,0,0,0,0,0,0,12,17
Matthew D Myers,,,,,,,,,,,0,0,0,0,0,13,17
Micah Mahjoubian,,,,,,,,,,,,0,0,0,0,14,17
Noam Kugelmass,,,,,,,,,,,,,0,0,0,15,17
Rhea Powell,,,,,,,,,,,,,,0,0,16,17
Tom Young,,,,,,,,,,,,,,,0,17,17
Total,58,32,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17
,Representative In Congress 2nd District - Democrat,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,18
,Brendan F Boyle,Michele Lawrence,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,18
Brendan F Boyle,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18
Michele Lawrence,,41,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
Amanda Mcillmurray,,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18
Andi Perez,,,,0,0,0,0,0,0,0,0,0,0,0,0,6,18
Darrell L Clarke,,,,,0,0,0,0,0,0,0,0,0,0,0,7,18
Joe Celentano,,,,,,0,0,0,0,0,0,0,0,0,0,8,18
Jon Geeting,,,,,,,0,0,0,0,0,0,0,0,0,9,18
Judi Golding Baker,,,,,,,,0,0,0,0,0,0,0,0,10,18
Mariel J K Martin,,,,,,,,,0,0,0,0,0,0,0,11,18
Marylouise Isaacson,,,,,,,,,,0,0,0,0,0,0,12,18
Matthew D Myers,,,,,,,,,,,0,0,0,0,0,13,18
Micah Mahjoubian,,,,,,,,,,,,0,0,0,0,14,18
Noam Kugelmass,,,,,,,,,,,,,0,0,0,15,18
Rhea Powell,,,,,,,,,,,,,,0,0,16,18
Tom Young,,,,,,,,,,,,,,,0,17,18
Total,55,41,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18
,Representative In Congress 2nd District - Democrat,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,19
,Brendan F Boyle,Michele Lawrence,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,19
Brendan F Boyle,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19
Michele Lawrence,,43,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19
Amanda Mcillmurray,,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19
Andi Perez,,,,0,0,0,0,0,0,0,0,0,0,0,0,6,19
Darrell L Clarke,,,,,0,0,0,0,0,0,0,0,0,0,0,7,19
Joe Celentano,,,,,,0,0,0,0,0,0,0,0,0,0,8,19
Jon Geeting,,,,,,,0,0,0,0,0,0,0,0,0,9,19
Judi Golding Baker,,,,,,,,0,0,0,0,0,0,0,0,10,19
Mariel J K Martin,,,,,,,,,0,0,0,0,0,0,0,11,19
Marylouise Isaacson,,,,,,,,,,0,0,0,0,0,0,12,19
Matthew D Myers,,,,,,,,,,,0,0,0,0,0,13,19
Micah Mahjoubian,,,,,,,,,,,,0,0,0,0,14,19
Noam Kugelmass,,,,,,,,,,,,,0,0,0,15,19
Rhea Powell,,,,,,,,,,,,,,0,0,16,19
Tom Young,,,,,,,,,,,,,,,0,17,19
Total,75,43,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19
