col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Senator In The General Assembly 8th District - Democrat,Lieutenant Governor - Democrat,,,,,All
,Anthony Hardy Williams,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,All
Anthony Hardy Williams,186,"1,050",381,281,92,7,All
Mike Stack,,50,0,0,0,0,All
Kathi Cozzone,,,23,0,0,0,All
Nina Ahmad,,,,21,0,0,All
John Fetterman,,,,,8,0,All
Ray Sosa,,,,,,4,All
Total,"1,997","1,100",404,302,100,11,All
,Senator In The General Assembly 8th District - Democrat,Lieutenant Governor - Democrat,,,,,1
,Anthony Hardy Williams,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,1
Anthony Hardy Williams,7,34,8,6,0,0,1
Mike Stack,,4,0,0,0,0,1
Kathi Cozzone,,,1,0,0,0,1
Nina Ahmad,,,,1,0,0,1
John Fetterman,,,,,0,0,1
Ray Sosa,,,,,,0,1
Total,55,38,9,7,0,0,1
,Senator In The General Assembly 8th District - Democrat,Lieutenant Governor - Democrat,,,,,2
,Anthony Hardy Williams,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2
Anthony Hardy Williams,5,29,17,10,4,0,2
Mike Stack,,2,0,0,0,0,2
Kathi Cozzone,,,2,0,0,0,2
Nina Ahmad,,,,0,0,0,2
John Fetterman,,,,,0,0,2
Ray Sosa,,,,,,0,2
Total,65,31,19,10,4,0,2
,Senator In The General Assembly 8th District - Democrat,Lieutenant Governor - Democrat,,,,,3
,Anthony Hardy Williams,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,3
Anthony Hardy Williams,4,54,13,10,5,0,3
Mike Stack,,5,0,0,0,0,3
Nina Ahmad,,,4,0,0,0,3
Kathi Cozzone,,,,1,0,0,3
John Fetterman,,,,,1,0,3
Ray Sosa,,,,,,0,3
Total,86,59,17,11,6,0,3
,Senator In The General Assembly 8th District - Democrat,Lieutenant Governor - Democrat,,,,,4
,Anthony Hardy Williams,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,4
Anthony Hardy Williams,6,81,12,8,5,0,4
Mike Stack,,3,0,0,0,0,4
Kathi Cozzone,,,0,0,0,0,4
Nina Ahmad,,,,0,0,0,4
John Fetterman,,,,,1,0,4
Ray Sosa,,,,,,1,4
Total,112,84,12,8,6,1,4
,Senator In The General Assembly 8th District - Democrat,Lieutenant Governor - Democrat,,,,,5
,Anthony Hardy Williams,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,5
Anthony Hardy Williams,6,34,12,6,5,0,5
Mike Stack,,3,0,0,0,0,5
Kathi Cozzone,,,1,0,0,0,5
Nina Ahmad,,,,1,0,0,5
John Fetterman,,,,,0,0,5
Ray Sosa,,,,,,0,5
Total,63,37,13,7,5,0,5
,Senator In The General Assembly 8th District - Democrat,Lieutenant Governor - Democrat,,,,,6
,Anthony Hardy Williams,Kathi Cozzone,Mike Stack,Nina Ahmad,John Fetterman,Ray Sosa,6
Anthony Hardy Williams,10,27,24,15,8,1,6
Kathi Cozzone,,2,0,0,0,0,6
Mike Stack,,,0,0,0,0,6
Nina Ahmad,,,,1,0,0,6
John Fetterman,,,,,1,0,6
Ray Sosa,,,,,,0,6
Total,85,29,24,16,9,1,6
,Senator In The General Assembly 8th District - Democrat,Lieutenant Governor - Democrat,,,,,7
,Anthony Hardy Williams,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,7
Anthony Hardy Williams,9,38,20,9,2,1,7
Mike Stack,,0,0,0,0,0,7
Kathi Cozzone,,,2,0,0,0,7
Nina Ahmad,,,,0,0,0,7
John Fetterman,,,,,0,0,7
Ray Sosa,,,,,,0,7
Total,79,38,22,9,2,1,7
,Senator In The General Assembly 8th District - Democrat,Lieutenant Governor - Democrat,,,,,8
,Anthony Hardy Williams,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,8
Anthony Hardy Williams,9,56,11,8,6,0,8
Mike Stack,,3,0,0,0,0,8
Nina Ahmad,,,2,0,0,0,8
Kathi Cozzone,,,,0,0,0,8
John Fetterman,,,,,0,0,8
Ray Sosa,,,,,,0,8
Total,90,59,13,8,6,0,8
,Senator In The General Assembly 8th District - Democrat,Lieutenant Governor - Democrat,,,,,9
,Anthony Hardy Williams,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,9
Anthony Hardy Williams,11,62,22,18,7,1,9
Mike Stack,,6,0,0,0,0,9
Kathi Cozzone,,,3,0,0,0,9
Nina Ahmad,,,,0,0,0,9
John Fetterman,,,,,0,0,9
Ray Sosa,,,,,,0,9
Total,121,68,25,18,7,1,9
,Senator In The General Assembly 8th District - Democrat,Lieutenant Governor - Democrat,,,,,10
,Anthony Hardy Williams,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,10
Anthony Hardy Williams,12,50,19,8,2,0,10
Mike Stack,,0,0,0,0,0,10
Kathi Cozzone,,,1,0,0,0,10
Nina Ahmad,,,,0,0,0,10
John Fetterman,,,,,1,0,10
Ray Sosa,,,,,,0,10
Total,91,50,20,8,3,0,10
,Senator In The General Assembly 8th District - Democrat,Lieutenant Governor - Democrat,,,,,11
,Anthony Hardy Williams,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,11
Anthony Hardy Williams,15,61,23,24,9,0,11
Mike Stack,,2,0,0,0,0,11
Kathi Cozzone,,,4,0,0,0,11
Nina Ahmad,,,,2,0,0,11
John Fetterman,,,,,0,0,11
Ray Sosa,,,,,,1,11
Total,132,63,27,26,9,1,11
,Senator In The General Assembly 8th District - Democrat,Lieutenant Governor - Democrat,,,,,12
