col_1,col_2,col_3,division
,Representative In The General Assembly 152nd District - Republican,Representative In Congress 2nd District - Republican,All
,Thomas P Murt,David Torres,All
Thomas P Murt,44,168,All
David Torres,,2,All
Total,212,170,All
,Representative In The General Assembly 152nd District - Republican,Representative In Congress 2nd District - Republican,16
,Thomas P Murt,David Torres,16
Thomas P Murt,6,17,16
David Torres,,0,16
Total,23,17,16
,Representative In The General Assembly 152nd District - Republican,Representative In Congress 2nd District - Republican,17
,Thomas P Murt,David Torres,17
Thomas P Murt,12,26,17
David Torres,,0,17
Total,38,26,17
,Representative In The General Assembly 152nd District - Republican,Representative In Congress 2nd District - Republican,18
,Thomas P Murt,David Torres,18
Thomas P Murt,9,32,18
David Torres,,0,18
Total,41,32,18
,Representative In The General Assembly 152nd District - Republican,Representative In Congress 2nd District - Republican,19
,Thomas P Murt,David Torres,19
Thomas P Murt,7,48,19
David Torres,,0,19
Total,55,48,19
,Representative In The General Assembly 152nd District - Republican,Representative In Congress 2nd District - Republican,20
,Thomas P Murt,David Torres,20
Thomas P Murt,4,8,20
David Torres,,2,20
Total,12,10,20
,Representative In The General Assembly 152nd District - Republican,Representative In Congress 2nd District - Republican,21
,Thomas P Murt,David Torres,21
Thomas P Murt,2,22,21
David Torres,,0,21
Total,24,22,21
,Representative In The General Assembly 152nd District - Republican,Representative In Congress 2nd District - Republican,24
,Thomas P Murt,David Torres,24
Thomas P Murt,4,15,24
David Torres,,0,24
Total,19,15,24
