col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,order,division
Diana Irey Vaughan,,0,0,0,0,0,0,4,17
Kathy Coder,,,0,0,0,0,0,5,17
Peg Luksik,,,,0,0,0,0,6,17
Scott R Wagner,,,,,0,0,0,7,17
Laura Ellsworth,,,,,,0,0,8,17
Paul Mango,,,,,,,0,9,17
Total,1,0,0,0,1,0,0,10,17
,Lieutenant Governor - Republican,,,,Governor - Republican,,,1,22
,Kathy Coder,Diana Irey Vaughan,Jeff Bartos,Peg Luksik,Laura Ellsworth,Scott R Wagner,Paul Mango,2,22
Kathy Coder,0,0,0,0,0,1,0,3,22
Diana Irey Vaughan,,0,0,0,0,0,0,4,22
Jeff Bartos,,,0,0,0,0,0,5,22
Peg Luksik,,,,0,0,0,0,6,22
Laura Ellsworth,,,,,1,0,0,7,22
Scott R Wagner,,,,,,0,0,8,22
Paul Mango,,,,,,,0,9,22
Total,1,0,0,0,1,1,0,10,22
,Lieutenant Governor - Republican,,,,Governor - Republican,,,1,24
,Kathy Coder,Diana Irey Vaughan,Jeff Bartos,Peg Luksik,Laura Ellsworth,Paul Mango,Scott R Wagner,2,24
Kathy Coder,0,0,0,0,1,0,0,3,24
Diana Irey Vaughan,,0,0,0,0,0,0,4,24
Jeff Bartos,,,0,0,0,0,0,5,24
Peg Luksik,,,,0,0,0,0,6,24
Laura Ellsworth,,,,,0,0,0,7,24
Paul Mango,,,,,,0,0,8,24
Scott R Wagner,,,,,,,0,9,24
Total,1,0,0,0,1,0,0,10,24
