col_1,col_2,col_3,col_4,col_5,col_6,col_7,order,division
Nina Ahmad,,,,,1,0,7,11
Ray Sosa,,,,,,0,8,11
Total,37,20,9,7,5,1,9,11
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,12
,Tom Wolf,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,12
Tom Wolf,2,25,8,10,2,0,3,12
Mike Stack,,6,0,0,0,0,4,12
John Fetterman,,,2,0,0,0,5,12
Nina Ahmad,,,,0,0,0,6,12
Kathi Cozzone,,,,,2,0,7,12
Ray Sosa,,,,,,0,8,12
Total,47,31,10,10,4,0,9,12
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,13
,Tom Wolf,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,13
Tom Wolf,3,22,11,9,6,0,3,13
Mike Stack,,2,0,0,0,0,4,13
John Fetterman,,,1,0,0,0,5,13
Nina Ahmad,,,,1,0,0,6,13
Kathi Cozzone,,,,,0,0,7,13
Ray Sosa,,,,,,0,8,13
Total,51,24,12,10,6,0,9,13
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,14
,Tom Wolf,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,14
Tom Wolf,0,17,6,5,4,1,3,14
Mike Stack,,1,0,0,0,0,4,14
Nina Ahmad,,,0,0,0,0,5,14
John Fetterman,,,,0,0,0,6,14
Kathi Cozzone,,,,,0,0,7,14
Ray Sosa,,,,,,0,8,14
Total,33,18,6,5,4,1,9,14
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,15
,Tom Wolf,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,15
Tom Wolf,0,7,5,2,0,0,3,15
Mike Stack,,1,0,0,0,0,4,15
John Fetterman,,,0,0,0,0,5,15
Nina Ahmad,,,,0,0,0,6,15
Kathi Cozzone,,,,,1,0,7,15
Ray Sosa,,,,,,0,8,15
Total,14,8,5,2,1,0,9,15
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,16
,Tom Wolf,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,16
Tom Wolf,6,30,14,8,5,1,3,16
Mike Stack,,7,0,0,0,0,4,16
John Fetterman,,,5,0,0,0,5,16
Nina Ahmad,,,,3,0,0,6,16
Kathi Cozzone,,,,,3,0,7,16
Ray Sosa,,,,,,2,8,16
Total,64,37,19,11,8,3,9,16
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,17
,Tom Wolf,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,17
Tom Wolf,2,36,12,10,10,0,3,17
Mike Stack,,8,0,0,0,0,4,17
John Fetterman,,,2,0,0,0,5,17
Kathi Cozzone,,,,1,0,0,6,17
Nina Ahmad,,,,,1,0,7,17
Ray Sosa,,,,,,0,8,17
Total,70,44,14,11,11,0,9,17
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,18
,Tom Wolf,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,18
Tom Wolf,0,20,7,4,2,0,3,18
Mike Stack,,0,0,0,0,0,4,18
Nina Ahmad,,,1,0,0,0,5,18
John Fetterman,,,,0,0,0,6,18
Kathi Cozzone,,,,,0,0,7,18
Ray Sosa,,,,,,0,8,18
Total,33,20,8,4,2,0,9,18
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,19
,Tom Wolf,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,19
Tom Wolf,6,33,13,11,8,4,3,19
Mike Stack,,8,0,0,0,0,4,19
John Fetterman,,,4,0,0,0,5,19
Nina Ahmad,,,,0,0,0,6,19
Kathi Cozzone,,,,,2,0,7,19
Ray Sosa,,,,,,0,8,19
Total,75,41,17,11,10,4,9,19
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,20
,Tom Wolf,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,20
Tom Wolf,0,35,17,8,6,0,3,20
Mike Stack,,2,0,0,0,0,4,20
Nina Ahmad,,,0,0,0,0,5,20
John Fetterman,,,,1,0,0,6,20
Kathi Cozzone,,,,,0,0,7,20
Ray Sosa,,,,,,1,8,20
Total,66,37,17,9,6,1,9,20
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,21
,Tom Wolf,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,21
Tom Wolf,3,27,11,9,3,0,3,21
Mike Stack,,4,0,0,0,0,4,21
Nina Ahmad,,,1,0,0,0,5,21
John Fetterman,,,,2,0,0,6,21
Kathi Cozzone,,,,,1,0,7,21
Ray Sosa,,,,,,0,8,21
Total,53,31,12,11,4,0,9,21
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,22
,Tom Wolf,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,22
Tom Wolf,1,25,7,6,3,1,3,22
Mike Stack,,8,0,0,0,0,4,22
Nina Ahmad,,,0,0,0,0,5,22
John Fetterman,,,,0,0,0,6,22
Kathi Cozzone,,,,,1,0,7,22
Ray Sosa,,,,,,0,8,22
Total,43,33,7,6,4,1,9,22
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,23
,Tom Wolf,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,23
Tom Wolf,1,31,10,10,6,0,3,23
Mike Stack,,6,0,0,0,0,4,23
John Fetterman,,,1,0,0,0,5,23
Nina Ahmad,,,,0,0,0,6,23
Kathi Cozzone,,,,,2,0,7,23
Ray Sosa,,,,,,0,8,23
Total,58,37,11,10,8,0,9,23
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,24
,Tom Wolf,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,24
Tom Wolf,5,61,22,15,15,2,3,24
Mike Stack,,7,0,0,0,0,4,24
John Fetterman,,,2,0,0,0,5,24
Kathi Cozzone,,,,6,0,0,6,24
Nina Ahmad,,,,,2,0,7,24
Ray Sosa,,,,,,1,8,24
Total,120,68,24,21,17,3,9,24
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,25
,Tom Wolf,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,25
Tom Wolf,3,34,15,9,7,1,3,25
Mike Stack,,9,0,0,0,0,4,25
Kathi Cozzone,,,0,0,0,0,5,25
Nina Ahmad,,,,0,0,0,6,25
John Fetterman,,,,,1,0,7,25
Ray Sosa,,,,,,1,8,25
Total,69,43,15,9,8,2,9,25
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,26
,Tom Wolf,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,26
Tom Wolf,2,26,12,5,6,0,3,26
Mike Stack,,2,0,0,0,0,4,26
John Fetterman,,,0,0,0,0,5,26
Kathi Cozzone,,,,4,0,0,6,26
Nina Ahmad,,,,,0,0,7,26
Ray Sosa,,,,,,0,8,26
Total,51,28,12,9,6,0,9,26
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,27
,Tom Wolf,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,27
Tom Wolf,0,18,6,4,3,0,3,27
Mike Stack,,4,0,0,0,0,4,27
Nina Ahmad,,,1,0,0,0,5,27
John Fetterman,,,,2,0,0,6,27
Kathi Cozzone,,,,,0,0,7,27
Ray Sosa,,,,,,0,8,27
Total,31,22,7,6,3,0,9,27
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,28
,Tom Wolf,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,2,28
Tom Wolf,2,25,8,6,5,1,3,28
Mike Stack,,3,0,0,0,0,4,28
Kathi Cozzone,,,2,0,0,0,5,28
John Fetterman,,,,2,0,0,6,28
Nina Ahmad,,,,,0,0,7,28
Ray Sosa,,,,,,0,8,28
Total,47,28,10,8,5,1,9,28
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,29
,Tom Wolf,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,29
Tom Wolf,2,52,10,8,10,1,3,29
Mike Stack,,9,0,0,0,0,4,29
John Fetterman,,,4,0,0,0,5,29
Kathi Cozzone,,,,3,0,0,6,29
Nina Ahmad,,,,,1,0,7,29
Ray Sosa,,,,,,0,8,29
Total,83,61,14,11,11,1,9,29
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,30
,Tom Wolf,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,30
Tom Wolf,0,27,10,5,1,1,3,30
Mike Stack,,4,0,0,0,0,4,30
Kathi Cozzone,,,1,0,0,0,5,30
Nina Ahmad,,,,0,0,0,6,30
John Fetterman,,,,,0,0,7,30
Ray Sosa,,,,,,0,8,30
Total,44,31,11,5,1,1,9,30
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,31
,Tom Wolf,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,31
Tom Wolf,2,30,9,5,2,0,3,31
Mike Stack,,3,0,0,0,0,4,31
Nina Ahmad,,,1,0,0,0,5,31
Kathi Cozzone,,,,0,0,0,6,31
John Fetterman,,,,,1,0,7,31
Ray Sosa,,,,,,0,8,31
Total,48,33,10,5,3,0,9,31
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,32
,Tom Wolf,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,32
Tom Wolf,1,16,6,4,2,0,3,32
Mike Stack,,0,0,0,0,0,4,32
John Fetterman,,,0,0,0,0,5,32
Kathi Cozzone,,,,0,0,0,6,32
Nina Ahmad,,,,,0,0,7,32
Ray Sosa,,,,,,0,8,32
Total,29,16,6,4,2,0,9,32
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,33
,Tom Wolf,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,33
Tom Wolf,0,16,2,1,1,0,3,33
Mike Stack,,3,0,0,0,0,4,33
Kathi Cozzone,,,0,0,0,0,5,33
Nina Ahmad,,,,1,0,0,6,33
John Fetterman,,,,,0,0,7,33
Ray Sosa,,,,,,1,8,33
Total,20,19,2,2,1,1,9,33
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,34
,Tom Wolf,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,34
Tom Wolf,9,35,18,15,10,1,3,34
Mike Stack,,3,0,0,0,0,4,34
John Fetterman,,,1,0,0,0,5,34
Nina Ahmad,,,,2,0,0,6,34
Kathi Cozzone,,,,,0,0,7,34
Ray Sosa,,,,,,0,8,34
Total,88,38,19,17,10,1,9,34
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,35
,Tom Wolf,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,2,35
Tom Wolf,2,32,16,8,12,0,3,35
Mike Stack,,11,0,0,0,0,4,35
Kathi Cozzone,,,2,0,0,0,5,35
John Fetterman,,,,6,0,0,6,35
Nina Ahmad,,,,,1,0,7,35
Ray Sosa,,,,,,0,8,35
Total,70,43,18,14,13,0,9,35
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,36
,Tom Wolf,Mike Stack,Nina Ahmad,Kathi Cozzone,Ray Sosa,John Fetterman,2,36
Tom Wolf,0,12,3,1,1,0,3,36
Mike Stack,,1,0,0,0,0,4,36
Nina Ahmad,,,0,0,0,0,5,36
Kathi Cozzone,,,,1,0,0,6,36
Ray Sosa,,,,,0,0,7,36
John Fetterman,,,,,,0,8,36
Total,17,13,3,2,1,0,9,36
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,37
,Tom Wolf,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,37
Tom Wolf,1,30,11,9,5,1,3,37
Mike Stack,,2,0,0,0,0,4,37
John Fetterman,,,3,0,0,0,5,37
Nina Ahmad,,,,0,0,0,6,37
Kathi Cozzone,,,,,3,0,7,37
Ray Sosa,,,,,,0,8,37
Total,57,32,14,9,8,1,9,37
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,38
,Tom Wolf,John Fetterman,Mike Stack,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,38
Tom Wolf,0,10,8,5,5,0,3,38
John Fetterman,,0,0,0,0,0,4,38
Mike Stack,,,0,0,0,0,5,38
Kathi Cozzone,,,,0,0,0,6,38
Nina Ahmad,,,,,0,0,7,38
Ray Sosa,,,,,,0,8,38
Total,28,10,8,5,5,0,9,38
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,39
,Tom Wolf,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,39
Tom Wolf,1,46,4,5,4,1,3,39
Mike Stack,,9,0,0,0,0,4,39
John Fetterman,,,5,0,0,0,5,39
Nina Ahmad,,,,2,0,0,6,39
Kathi Cozzone,,,,,0,0,7,39
Ray Sosa,,,,,,1,8,39
Total,61,55,9,7,4,2,9,39
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,40
,Tom Wolf,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,40
Tom Wolf,1,24,9,4,4,0,3,40
Mike Stack,,2,0,0,0,0,4,40
John Fetterman,,,0,0,0,0,5,40
Kathi Cozzone,,,,0,0,0,6,40
Nina Ahmad,,,,,0,0,7,40
Ray Sosa,,,,,,0,8,40
Total,42,26,9,4,4,0,9,40
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,41
,Tom Wolf,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,41
Tom Wolf,6,71,17,8,5,1,3,41
Mike Stack,,10,0,0,0,0,4,41
John Fetterman,,,4,0,0,0,5,41
Nina Ahmad,,,,3,0,0,6,41
Kathi Cozzone,,,,,4,0,7,41
Ray Sosa,,,,,,0,8,41
Total,108,81,21,11,9,1,9,41
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,42
,Tom Wolf,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,42
Tom Wolf,1,17,8,7,3,0,3,42
Mike Stack,,3,0,0,0,0,4,42
John Fetterman,,,2,0,0,0,5,42
Nina Ahmad,,,,0,0,0,6,42
Kathi Cozzone,,,,,1,0,7,42
Ray Sosa,,,,,,0,8,42
Total,36,20,10,7,4,0,9,42
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,43
,Tom Wolf,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,43
Tom Wolf,1,21,6,5,6,0,3,43
Mike Stack,,4,0,0,0,0,4,43
John Fetterman,,,0,0,0,0,5,43
Kathi Cozzone,,,,1,0,0,6,43
Nina Ahmad,,,,,0,0,7,43
Ray Sosa,,,,,,0,8,43
Total,39,25,6,6,6,0,9,43
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,44
,Tom Wolf,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,2,44
Tom Wolf,7,49,16,8,7,1,3,44
Mike Stack,,13,0,0,0,0,4,44
Kathi Cozzone,,,4,0,0,0,5,44
John Fetterman,,,,6,0,0,6,44
Nina Ahmad,,,,,3,0,7,44
Ray Sosa,,,,,,0,8,44
Total,88,62,20,14,10,1,9,44
