col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Representative In The General Assembly 198th District - Democrat,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,All
,Rosita C Youngblood,Bernard A Williams,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Sharon Vaughn,Latrice Y Bryant,Dustin Morris,Robert Taylor,Jonathan M Gary,All
Rosita C Youngblood,733,0,"1,307","1,190","1,120","1,081","1,063","1,025",865,839,831,All
Bernard A Williams,,212,724,588,560,451,458,439,358,341,341,All
Jaime Bouldin,,,13,"1,423","1,376","1,263","1,265","1,187","1,141","1,095","1,115",All
David Rodriguez,,,,11,"1,394","1,243","1,251","1,178","1,136","1,086","1,093",All
Humberto Perez,,,,,10,"1,202","1,200","1,127","1,111","1,052","1,066",All
Barbara Carroll,,,,,,8,"1,368","1,275","1,154","1,117","1,128",All
Sharon Vaughn,,,,,,,5,"1,283","1,164","1,116","1,122",All
Latrice Y Bryant,,,,,,,,5,"1,110","1,094","1,106",All
Dustin Morris,,,,,,,,,2,"1,058","1,070",All
Robert Taylor,,,,,,,,,,2,"1,070",All
Jonathan M Gary,,,,,,,,,,,2,All
Total,"2,712","1,249","2,060","1,804","1,707","1,559","1,547","1,486","1,238","1,194","1,185",All
