col_1,col_2,col_3,division
,Representative In Congress 2nd District - Democrat,,1
,Michele Lawrence,Brendan F Boyle,1
Michele Lawrence,18,0,1
Brendan F Boyle,,6,1
Total,18,6,1
,Representative In Congress 2nd District - Democrat,,2
,Michele Lawrence,Brendan F Boyle,2
Michele Lawrence,35,0,2
Brendan F Boyle,,9,2
Total,35,9,2
,Representative In Congress 2nd District - Democrat,,3
,Michele Lawrence,Brendan F Boyle,3
Michele Lawrence,20,0,3
Brendan F Boyle,,3,3
Total,20,3,3
,Representative In Congress 2nd District - Democrat,,4
,Michele Lawrence,Brendan F Boyle,4
Michele Lawrence,11,0,4
Brendan F Boyle,,2,4
Total,11,2,4
,Representative In Congress 2nd District - Democrat,,5
,Michele Lawrence,Brendan F Boyle,5
Michele Lawrence,6,0,5
Brendan F Boyle,,3,5
Total,6,3,5
,Representative In Congress 2nd District - Democrat,,6
,Michele Lawrence,Brendan F Boyle,6
Michele Lawrence,16,0,6
Brendan F Boyle,,4,6
Total,16,4,6
,Representative In Congress 2nd District - Democrat,,7
,Michele Lawrence,Brendan F Boyle,7
Michele Lawrence,24,0,7
Brendan F Boyle,,8,7
Total,24,8,7
,Representative In Congress 2nd District - Democrat,,8
,Michele Lawrence,Brendan F Boyle,8
Michele Lawrence,29,0,8
Brendan F Boyle,,9,8
Total,29,9,8
,Representative In Congress 2nd District - Democrat,,9
,Michele Lawrence,Brendan F Boyle,9
Michele Lawrence,13,0,9
Brendan F Boyle,,10,9
Total,13,10,9
,Representative In Congress 2nd District - Democrat,,10
,Michele Lawrence,Brendan F Boyle,10
Michele Lawrence,58,0,10
Brendan F Boyle,,9,10
Total,58,9,10
,Representative In Congress 2nd District - Democrat,,11
,Michele Lawrence,Brendan F Boyle,11
Michele Lawrence,14,0,11
Brendan F Boyle,,9,11
Total,14,9,11
,Representative In Congress 2nd District - Democrat,,12
,Michele Lawrence,Brendan F Boyle,12
Michele Lawrence,45,0,12
Brendan F Boyle,,14,12
Total,45,14,12
,Representative In Congress 2nd District - Democrat,,13
,Michele Lawrence,Brendan F Boyle,13
Michele Lawrence,45,0,13
Brendan F Boyle,,10,13
Total,45,10,13
,Representative In Congress 2nd District - Democrat,,14
,Michele Lawrence,Brendan F Boyle,14
Michele Lawrence,12,0,14
Brendan F Boyle,,0,14
Total,12,0,14
,Representative In Congress 2nd District - Democrat,,15
,Michele Lawrence,Brendan F Boyle,15
Michele Lawrence,42,0,15
Brendan F Boyle,,0,15
Total,42,0,15
,Representative In Congress 2nd District - Democrat,,16
,Michele Lawrence,Brendan F Boyle,16
Michele Lawrence,20,0,16
Brendan F Boyle,,2,16
Total,20,2,16
,Representative In Congress 2nd District - Democrat,,17
,Michele Lawrence,Brendan F Boyle,17
Michele Lawrence,25,0,17
Brendan F Boyle,,5,17
Total,25,5,17
,Representative In Congress 2nd District - Democrat,,18
,Michele Lawrence,Brendan F Boyle,18
Michele Lawrence,44,0,18
Brendan F Boyle,,7,18
Total,44,7,18
,Representative In Congress 2nd District - Democrat,,19
,Michele Lawrence,Brendan F Boyle,19
Michele Lawrence,14,0,19
Brendan F Boyle,,2,19
Total,14,2,19
,Representative In Congress 2nd District - Democrat,,All
,Michele Lawrence,Brendan F Boyle,All
Michele Lawrence,491,0,All
Brendan F Boyle,,112,All
Total,491,112,All
