col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,All
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Kevin Bundy,Liam G Boyle,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,Rebecca Poyourow,John Brady,Nat Lownes,Joe Khan,Jacque Whaumbush,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,All
Kathryn S Huggins,21,422,352,321,352,295,264,201,201,93,101,81,78,351,207,126,28,8,All
Ken Washington,,11,318,307,338,232,227,148,149,77,95,66,56,282,132,89,29,9,All
Dewayne Drummond,,,6,234,261,177,166,151,114,74,83,65,49,196,109,83,25,10,All
Kevin Bundy,,,,5,241,144,132,84,132,76,86,54,38,178,112,64,20,8,All
Liam G Boyle,,,,,3,168,159,118,122,40,66,39,26,215,105,47,16,5,All
Lisa Rhodes,,,,,,1,245,155,135,68,55,57,72,189,44,98,8,7,All
Linda Norris,,,,,,,1,148,123,56,51,47,62,170,36,81,12,6,All
Monica Maria Djerassi,,,,,,,,0,93,43,48,56,58,103,39,72,12,7,All
Rebecca Poyourow,,,,,,,,,1,37,64,45,54,101,44,56,12,6,All
John Brady,,,,,,,,,,1,32,28,19,56,21,37,8,6,All
Nat Lownes,,,,,,,,,,,0,41,29,47,35,35,8,5,All
Joe Khan,,,,,,,,,,,,0,27,43,12,36,11,4,All
Jacque Whaumbush,,,,,,,,,,,,,0,28,22,42,6,2,All
Mike Stack,,,,,,,,,,,,,,64,0,0,0,0,All
Kathi Cozzone,,,,,,,,,,,,,,,30,0,0,0,All
Nina Ahmad,,,,,,,,,,,,,,,,27,0,0,All
John Fetterman,,,,,,,,,,,,,,,,,18,0,All
Ray Sosa,,,,,,,,,,,,,,,,,,0,All
