col_1,col_2,col_3,division
,Representative In The General Assembly 173rd District - Democrat,United States Senator - Democrat,All
,Mike Driscoll,Bob Casey Jr,All
Mike Driscoll,49,540,All
Bob Casey Jr,,32,All
Total,589,572,All
,Representative In The General Assembly 173rd District - Democrat,United States Senator - Democrat,4
,Mike Driscoll,Bob Casey Jr,4
Mike Driscoll,5,28,4
Bob Casey Jr,,3,4
Total,33,31,4
,Representative In The General Assembly 173rd District - Democrat,United States Senator - Democrat,6
,Mike Driscoll,Bob Casey Jr,6
Mike Driscoll,2,34,6
Bob Casey Jr,,1,6
Total,36,35,6
,Representative In The General Assembly 173rd District - Democrat,United States Senator - Democrat,8
,Mike Driscoll,Bob Casey Jr,8
Mike Driscoll,3,21,8
Bob Casey Jr,,2,8
Total,24,23,8
,United States Senator - Democrat,Representative In The General Assembly 173rd District - Democrat,9
,Bob Casey Jr,Mike Driscoll,9
Bob Casey Jr,2,25,9
Mike Driscoll,,0,9
Total,27,25,9
,Representative In The General Assembly 173rd District - Democrat,United States Senator - Democrat,10
,Mike Driscoll,Bob Casey Jr,10
Mike Driscoll,5,28,10
Bob Casey Jr,,0,10
Total,33,28,10
,Representative In The General Assembly 173rd District - Democrat,United States Senator - Democrat,11
,Mike Driscoll,Bob Casey Jr,11
Mike Driscoll,3,25,11
Bob Casey Jr,,0,11
Total,28,25,11
,United States Senator - Democrat,Representative In The General Assembly 173rd District - Democrat,12
,Bob Casey Jr,Mike Driscoll,12
Bob Casey Jr,2,30,12
Mike Driscoll,,2,12
Total,32,32,12
,United States Senator - Democrat,Representative In The General Assembly 173rd District - Democrat,13
,Bob Casey Jr,Mike Driscoll,13
Bob Casey Jr,3,23,13
Mike Driscoll,,3,13
Total,26,26,13
,Representative In The General Assembly 173rd District - Democrat,United States Senator - Democrat,14
,Mike Driscoll,Bob Casey Jr,14
Mike Driscoll,3,39,14
Bob Casey Jr,,2,14
Total,42,41,14
,United States Senator - Democrat,Representative In The General Assembly 173rd District - Democrat,15
,Bob Casey Jr,Mike Driscoll,15
Bob Casey Jr,3,37,15
Mike Driscoll,,3,15
Total,40,40,15
,United States Senator - Democrat,Representative In The General Assembly 173rd District - Democrat,16
,Bob Casey Jr,Mike Driscoll,16
Bob Casey Jr,1,20,16
Mike Driscoll,,0,16
Total,21,20,16
,United States Senator - Democrat,Representative In The General Assembly 173rd District - Democrat,17
,Bob Casey Jr,Mike Driscoll,17
Bob Casey Jr,2,42,17
Mike Driscoll,,2,17
Total,44,44,17
,United States Senator - Democrat,Representative In The General Assembly 173rd District - Democrat,18
,Bob Casey Jr,Mike Driscoll,18
Bob Casey Jr,2,29,18
Mike Driscoll,,2,18
Total,31,31,18
,United States Senator - Democrat,Representative In The General Assembly 173rd District - Democrat,20
,Bob Casey Jr,Mike Driscoll,20
Bob Casey Jr,1,24,20
Mike Driscoll,,1,20
Total,25,25,20
,Representative In The General Assembly 173rd District - Democrat,United States Senator - Democrat,21
,Mike Driscoll,Bob Casey Jr,21
Mike Driscoll,2,41,21
Bob Casey Jr,,1,21
Total,43,42,21
,Representative In The General Assembly 173rd District - Democrat,United States Senator - Democrat,22
,Mike Driscoll,Bob Casey Jr,22
Mike Driscoll,2,29,22
Bob Casey Jr,,1,22
Total,31,30,22
,Representative In The General Assembly 173rd District - Democrat,United States Senator - Democrat,25
,Mike Driscoll,Bob Casey Jr,25
Mike Driscoll,6,43,25
Bob Casey Jr,,5,25
Total,49,48,25
,Representative In The General Assembly 173rd District - Democrat,United States Senator - Democrat,26
,Mike Driscoll,Bob Casey Jr,26
Mike Driscoll,5,22,26
Bob Casey Jr,,1,26
Total,27,23,26
