col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,order,division
Matthew D Myers,,,,,,,,,,,,,0,5,9,11,0,0,15,27
Nina Ahmad,,,,,,,,,,,,,,10,0,0,0,0,16,27
John Fetterman,,,,,,,,,,,,,,,9,0,0,0,17,27
Mike Stack,,,,,,,,,,,,,,,,4,0,0,18,27
Kathi Cozzone,,,,,,,,,,,,,,,,,0,0,19,27
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,27
Total,72,63,56,52,49,46,42,38,37,30,29,28,25,48,45,30,12,0,21,27
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,28
,Tom Young,Marylouise Isaacson,Micah Mahjoubian,Rhea Powell,Amanda Mcillmurray,Mariel J K Martin,Andi Perez,Judi Golding Baker,Noam Kugelmass,Darrell L Clarke,Joe Celentano,Matthew D Myers,Jon Geeting,Nina Ahmad,Mike Stack,John Fetterman,Kathi Cozzone,Ray Sosa,2,28
Tom Young,1,25,29,23,17,21,24,13,13,12,15,14,8,8,11,13,6,0,3,28
Marylouise Isaacson,,1,25,20,20,23,22,17,10,15,9,14,5,12,8,11,2,0,4,28
Micah Mahjoubian,,,0,24,16,20,24,15,13,13,14,13,6,13,9,9,3,0,5,28
Rhea Powell,,,,0,23,16,17,15,17,6,18,4,8,13,3,12,7,0,6,28
Amanda Mcillmurray,,,,,0,19,14,18,14,8,13,4,8,14,1,14,2,0,7,28
Mariel J K Martin,,,,,,0,16,16,5,14,8,14,2,10,6,13,1,0,8,28
Andi Perez,,,,,,,0,11,13,13,10,13,10,9,7,11,1,0,9,28
Judi Golding Baker,,,,,,,,0,8,8,7,7,3,10,1,10,1,0,10,28
Noam Kugelmass,,,,,,,,,0,6,13,4,7,7,1,8,5,0,11,28
Darrell L Clarke,,,,,,,,,,0,2,13,2,9,5,4,1,0,12,28
Joe Celentano,,,,,,,,,,,0,1,8,6,2,8,3,0,13,28
Matthew D Myers,,,,,,,,,,,,0,1,3,7,6,1,0,14,28
Jon Geeting,,,,,,,,,,,,,0,4,1,5,1,0,15,28
Nina Ahmad,,,,,,,,,,,,,,5,0,0,0,0,16,28
Mike Stack,,,,,,,,,,,,,,,11,0,0,0,17,28
John Fetterman,,,,,,,,,,,,,,,,3,0,0,18,28
Kathi Cozzone,,,,,,,,,,,,,,,,,1,0,19,28
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,28
Total,40,35,35,35,31,31,29,22,21,20,19,18,11,27,24,23,10,0,21,28
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,29
,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,Joe Celentano,Matthew D Myers,Amanda Mcillmurray,Rhea Powell,Andi Perez,Mariel J K Martin,Marylouise Isaacson,Darrell L Clarke,Jon Geeting,Noam Kugelmass,Micah Mahjoubian,Tom Young,Judi Golding Baker,2,29
Mike Stack,8,0,0,0,0,9,5,8,5,5,6,6,2,2,3,2,3,2,3,29
Nina Ahmad,,3,0,0,0,4,1,2,3,4,2,2,2,2,2,1,1,1,4,29
John Fetterman,,,3,0,0,2,0,2,2,1,0,1,0,2,1,1,1,0,5,29
Kathi Cozzone,,,,0,0,2,2,1,2,0,2,2,1,1,0,0,0,1,6,29
Ray Sosa,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29
Joe Celentano,,,,,,1,4,9,8,8,8,7,4,6,5,3,3,2,8,29
Matthew D Myers,,,,,,,6,3,2,2,5,3,5,1,0,1,0,1,9,29
Amanda Mcillmurray,,,,,,,,1,10,7,6,8,4,6,5,5,2,1,10,29
Rhea Powell,,,,,,,,,0,7,5,8,4,7,6,5,3,2,11,29
Andi Perez,,,,,,,,,,0,6,6,4,4,4,3,2,2,12,29
Mariel J K Martin,,,,,,,,,,,0,7,5,2,0,1,0,3,13,29
Marylouise Isaacson,,,,,,,,,,,,0,4,5,3,4,0,3,14,29
Darrell L Clarke,,,,,,,,,,,,,0,2,1,2,0,1,15,29
Jon Geeting,,,,,,,,,,,,,,0,4,3,2,1,16,29
Noam Kugelmass,,,,,,,,,,,,,,,0,3,3,0,17,29
Micah Mahjoubian,,,,,,,,,,,,,,,,0,0,0,18,29
Tom Young,,,,,,,,,,,,,,,,,0,0,19,29
Judi Golding Baker,,,,,,,,,,,,,,,,,,0,20,29
Total,28,9,6,3,0,19,16,15,13,11,11,11,7,7,6,5,5,4,21,29
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,30
,Amanda Mcillmurray,Rhea Powell,Marylouise Isaacson,Mariel J K Martin,Andi Perez,Micah Mahjoubian,Judi Golding Baker,Noam Kugelmass,Joe Celentano,Darrell L Clarke,Tom Young,Jon Geeting,Matthew D Myers,John Fetterman,Nina Ahmad,Mike Stack,Kathi Cozzone,Ray Sosa,2,30
Amanda Mcillmurray,0,56,55,48,41,42,46,39,33,27,25,24,15,34,38,11,10,0,3,30
Rhea Powell,,0,59,43,44,43,45,41,31,26,29,22,12,20,38,9,7,0,4,30
Marylouise Isaacson,,,0,45,45,39,47,38,32,28,33,19,13,19,33,11,7,0,5,30
Mariel J K Martin,,,,0,32,31,33,29,21,18,21,9,9,13,30,10,4,0,6,30
Andi Perez,,,,,0,30,32,28,24,22,21,15,8,18,27,3,8,0,7,30
Micah Mahjoubian,,,,,,0,30,28,22,23,19,13,7,16,25,6,7,0,8,30
Judi Golding Baker,,,,,,,0,26,20,20,22,12,11,13,30,5,5,0,9,30
Noam Kugelmass,,,,,,,,0,27,18,26,15,10,14,24,3,8,0,10,30
Joe Celentano,,,,,,,,,0,16,28,20,10,11,19,8,9,0,11,30
Darrell L Clarke,,,,,,,,,,0,14,9,8,16,19,4,0,0,12,30
Tom Young,,,,,,,,,,,0,16,10,10,16,8,6,0,13,30
Jon Geeting,,,,,,,,,,,,0,8,17,11,4,3,0,14,30
Matthew D Myers,,,,,,,,,,,,,0,4,8,6,2,0,15,30
John Fetterman,,,,,,,,,,,,,,14,0,0,0,0,16,30
Nina Ahmad,,,,,,,,,,,,,,,11,0,0,0,17,30
Mike Stack,,,,,,,,,,,,,,,,1,0,0,18,30
Kathi Cozzone,,,,,,,,,,,,,,,,,2,0,19,30
Ray Sosa,,,,,,,,,,,,,,,,,,1,20,30
Total,94,75,71,57,56,55,53,50,47,40,40,35,21,63,63,17,14,1,21,30
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,31
,Rhea Powell,Tom Young,Amanda Mcillmurray,Andi Perez,Mariel J K Martin,Joe Celentano,Judi Golding Baker,Marylouise Isaacson,Noam Kugelmass,Micah Mahjoubian,Jon Geeting,Darrell L Clarke,Matthew D Myers,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,31
Rhea Powell,0,21,17,19,16,15,14,14,16,12,7,7,4,7,14,6,4,0,3,31
Tom Young,,0,12,14,12,14,10,9,11,10,7,5,5,11,8,5,2,0,4,31
Amanda Mcillmurray,,,0,13,15,10,10,10,10,7,7,7,4,6,10,3,4,0,5,31
Andi Perez,,,,0,11,11,11,11,11,7,6,5,2,2,11,3,5,2,6,31
Mariel J K Martin,,,,,1,8,11,9,8,8,5,7,3,6,9,3,2,0,7,31
Joe Celentano,,,,,,0,7,6,7,6,7,4,3,4,7,6,1,1,8,31
Judi Golding Baker,,,,,,,0,9,8,7,2,6,4,4,8,2,2,1,9,31
Marylouise Isaacson,,,,,,,,0,11,8,3,2,1,3,8,3,2,0,10,31
Noam Kugelmass,,,,,,,,,0,9,4,3,0,4,7,3,2,0,11,31
Micah Mahjoubian,,,,,,,,,,0,2,3,2,5,6,1,3,0,12,31
Jon Geeting,,,,,,,,,,,0,1,3,2,5,5,1,0,13,31
Darrell L Clarke,,,,,,,,,,,,0,4,6,3,1,1,0,14,31
Matthew D Myers,,,,,,,,,,,,,1,7,2,1,0,0,15,31
Mike Stack,,,,,,,,,,,,,,7,0,0,0,0,16,31
Nina Ahmad,,,,,,,,,,,,,,,0,0,0,0,17,31
Kathi Cozzone,,,,,,,,,,,,,,,,2,0,0,18,31
John Fetterman,,,,,,,,,,,,,,,,,1,0,19,31
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,31
Total,31,26,23,23,21,19,17,16,16,15,13,11,11,28,19,11,8,2,21,31
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,32
,Rhea Powell,Amanda Mcillmurray,Andi Perez,Marylouise Isaacson,Micah Mahjoubian,Joe Celentano,Noam Kugelmass,Mariel J K Martin,Tom Young,Judi Golding Baker,Jon Geeting,Darrell L Clarke,Matthew D Myers,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,2,32
Rhea Powell,1,24,22,24,23,17,21,17,18,17,12,9,6,19,7,10,4,0,3,32
Amanda Mcillmurray,,0,23,24,20,13,20,19,13,15,13,10,8,16,11,7,2,0,4,32
Andi Perez,,,0,23,24,16,19,21,16,15,10,9,11,19,6,8,2,0,5,32
Marylouise Isaacson,,,,0,22,13,17,18,16,14,13,12,7,15,8,9,2,0,6,32
Micah Mahjoubian,,,,,1,15,19,17,15,13,10,9,9,16,5,9,2,0,7,32
Joe Celentano,,,,,,2,16,11,17,8,7,4,8,11,3,7,4,0,8,32
Noam Kugelmass,,,,,,,0,13,13,10,6,7,7,13,5,5,3,0,9,32
Mariel J K Martin,,,,,,,,0,12,14,7,9,9,12,5,7,1,0,10,32
Tom Young,,,,,,,,,0,8,9,8,10,11,5,7,2,0,11,32
Judi Golding Baker,,,,,,,,,,0,9,9,8,11,3,5,2,0,12,32
Jon Geeting,,,,,,,,,,,1,5,5,8,6,2,3,0,13,32
Darrell L Clarke,,,,,,,,,,,,0,5,5,5,4,2,0,14,32
Matthew D Myers,,,,,,,,,,,,,0,7,4,4,1,0,15,32
Nina Ahmad,,,,,,,,,,,,,,1,0,0,0,0,16,32
John Fetterman,,,,,,,,,,,,,,,4,0,0,0,17,32
Mike Stack,,,,,,,,,,,,,,,,0,0,0,18,32
Kathi Cozzone,,,,,,,,,,,,,,,,,2,0,19,32
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,32
Total,41,36,35,34,33,27,26,25,25,21,20,16,16,29,21,18,10,0,21,32
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,33
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,Rhea Powell,Marylouise Isaacson,Micah Mahjoubian,Amanda Mcillmurray,Mariel J K Martin,Tom Young,Andi Perez,Judi Golding Baker,Darrell L Clarke,Matthew D Myers,Joe Celentano,Noam Kugelmass,Jon Geeting,2,33
Mike Stack,7,0,0,0,0,8,12,13,9,13,14,10,7,8,12,6,4,3,3,33
Kathi Cozzone,,0,0,0,0,12,6,5,6,4,5,3,3,2,2,3,4,1,4,33
Nina Ahmad,,,1,0,0,8,8,7,7,6,4,4,6,3,0,4,2,2,5,33
John Fetterman,,,,3,0,3,1,2,4,0,1,3,1,1,2,2,2,1,6,33
Ray Sosa,,,,,0,0,1,0,1,1,0,1,1,1,1,0,0,1,7,33
Rhea Powell,,,,,,0,16,16,19,11,12,9,12,7,5,6,9,5,8,33
Marylouise Isaacson,,,,,,,0,22,19,18,16,16,15,11,9,7,8,4,9,33
Micah Mahjoubian,,,,,,,,0,15,16,18,15,11,11,7,4,10,3,10,33
Amanda Mcillmurray,,,,,,,,,0,16,11,9,16,8,9,9,8,5,11,33
Mariel J K Martin,,,,,,,,,,0,15,14,13,11,10,7,5,4,12,33
Tom Young,,,,,,,,,,,0,13,9,11,10,7,6,5,13,33
Andi Perez,,,,,,,,,,,,0,10,11,8,4,4,4,14,33
Judi Golding Baker,,,,,,,,,,,,,0,8,9,6,3,4,15,33
Darrell L Clarke,,,,,,,,,,,,,,1,10,4,2,3,16,33
Matthew D Myers,,,,,,,,,,,,,,,0,6,1,4,17,33
Joe Celentano,,,,,,,,,,,,,,,,1,3,4,18,33
Noam Kugelmass,,,,,,,,,,,,,,,,,0,1,19,33
Jon Geeting,,,,,,,,,,,,,,,,,,0,20,33
Total,32,14,14,10,1,31,28,28,27,25,25,22,18,17,17,16,12,8,21,33
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,34
,Rhea Powell,Micah Mahjoubian,Mariel J K Martin,Marylouise Isaacson,Andi Perez,Tom Young,Amanda Mcillmurray,Matthew D Myers,Judi Golding Baker,Noam Kugelmass,Darrell L Clarke,Joe Celentano,Jon Geeting,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,34
Rhea Powell,0,25,26,25,23,21,19,8,19,18,7,13,8,7,16,11,7,0,3,34
Micah Mahjoubian,,0,27,28,27,24,12,14,15,17,13,11,7,13,13,9,3,0,4,34
Mariel J K Martin,,,0,29,29,21,16,15,16,11,15,6,8,13,11,9,4,0,5,34
Marylouise Isaacson,,,,0,29,22,13,16,14,12,14,9,5,14,9,10,4,0,6,34
Andi Perez,,,,,0,20,12,18,17,11,15,7,5,14,8,9,4,0,7,34
Tom Young,,,,,,0,9,13,9,13,9,10,6,11,11,6,3,0,8,34
Amanda Mcillmurray,,,,,,,0,4,13,7,4,6,4,4,10,4,4,0,9,34
Matthew D Myers,,,,,,,,1,6,4,14,2,3,13,3,4,1,0,10,34
Judi Golding Baker,,,,,,,,,0,11,4,5,3,3,8,7,3,0,11,34
Noam Kugelmass,,,,,,,,,,0,3,10,6,1,8,9,2,0,12,34
Darrell L Clarke,,,,,,,,,,,0,2,2,11,3,3,1,0,13,34
Joe Celentano,,,,,,,,,,,,0,2,2,6,4,4,0,14,34
Jon Geeting,,,,,,,,,,,,,0,0,5,6,0,0,15,34
Mike Stack,,,,,,,,,,,,,,2,0,0,0,0,16,34
Nina Ahmad,,,,,,,,,,,,,,,1,0,0,0,17,34
John Fetterman,,,,,,,,,,,,,,,,7,0,0,18,34
Kathi Cozzone,,,,,,,,,,,,,,,,,1,0,19,34
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,34
Total,42,39,37,37,35,32,22,22,21,21,18,17,11,22,22,21,10,0,21,34
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,35
,Amanda Mcillmurray,Rhea Powell,Marylouise Isaacson,Mariel J K Martin,Andi Perez,Joe Celentano,Tom Young,Micah Mahjoubian,Judi Golding Baker,Noam Kugelmass,Jon Geeting,Darrell L Clarke,Matthew D Myers,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,2,35
Amanda Mcillmurray,0,42,37,34,30,24,28,24,33,20,25,19,19,24,24,12,5,1,3,35
Rhea Powell,,0,37,31,27,25,31,26,28,21,17,17,17,21,14,15,6,1,4,35
Marylouise Isaacson,,,0,31,28,23,26,27,29,19,18,18,18,21,17,8,5,1,5,35
Mariel J K Martin,,,,0,26,20,17,18,23,16,11,11,15,14,11,10,4,1,6,35
Andi Perez,,,,,0,15,24,24,18,16,16,11,10,13,14,7,4,1,7,35
Joe Celentano,,,,,,0,21,18,12,15,12,11,12,11,8,18,3,0,8,35
Tom Young,,,,,,,0,21,17,15,17,14,15,9,14,11,5,0,9,35
Micah Mahjoubian,,,,,,,,0,15,17,16,11,11,13,11,7,5,1,10,35
Judi Golding Baker,,,,,,,,,0,14,10,13,12,16,12,6,4,1,11,35
Noam Kugelmass,,,,,,,,,,0,13,6,7,13,7,6,5,0,12,35
Jon Geeting,,,,,,,,,,,0,7,9,11,11,2,4,1,13,35
Darrell L Clarke,,,,,,,,,,,,0,14,4,9,9,3,0,14,35
Matthew D Myers,,,,,,,,,,,,,0,5,6,9,3,0,15,35
Nina Ahmad,,,,,,,,,,,,,,11,0,0,0,0,16,35
John Fetterman,,,,,,,,,,,,,,,7,0,0,0,17,35
Mike Stack,,,,,,,,,,,,,,,,6,0,0,18,35
Kathi Cozzone,,,,,,,,,,,,,,,,,2,0,19,35
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,35
Total,68,59,54,42,41,41,41,40,39,31,29,27,25,44,38,34,13,1,21,35
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,36
,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,Joe Celentano,Tom Young,Rhea Powell,Matthew D Myers,Amanda Mcillmurray,Marylouise Isaacson,Micah Mahjoubian,Darrell L Clarke,Andi Perez,Mariel J K Martin,Judi Golding Baker,Noam Kugelmass,Jon Geeting,2,36
Mike Stack,7,0,0,0,0,6,7,3,9,3,3,6,6,3,6,1,1,0,3,36
Kathi Cozzone,,3,0,0,0,9,5,4,2,4,4,2,2,3,3,3,3,2,4,36
John Fetterman,,,6,0,0,1,4,5,3,5,4,4,3,3,2,3,3,1,5,36
Nina Ahmad,,,,1,0,4,2,6,2,3,3,3,2,1,0,2,2,4,6,36
Ray Sosa,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,36
Joe Celentano,,,,,,4,6,4,5,6,5,3,2,2,2,5,4,4,8,36
Tom Young,,,,,,,1,7,8,6,9,9,6,10,4,6,8,4,9,36
Rhea Powell,,,,,,,,0,5,9,9,7,2,4,3,7,8,6,10,36
Matthew D Myers,,,,,,,,,0,7,9,6,7,8,6,6,4,4,11,36
Amanda Mcillmurray,,,,,,,,,,0,12,7,3,4,5,8,5,4,12,36
Marylouise Isaacson,,,,,,,,,,,0,8,5,7,5,8,6,5,13,36
Micah Mahjoubian,,,,,,,,,,,,0,6,7,3,5,6,4,14,36
Darrell L Clarke,,,,,,,,,,,,,0,7,5,2,3,4,15,36
Andi Perez,,,,,,,,,,,,,,0,4,4,5,4,16,36
Mariel J K Martin,,,,,,,,,,,,,,,0,3,1,2,17,36
Judi Golding Baker,,,,,,,,,,,,,,,,0,5,5,18,36
Noam Kugelmass,,,,,,,,,,,,,,,,,0,5,19,36
Jon Geeting,,,,,,,,,,,,,,,,,,0,20,36
Total,31,16,14,11,0,24,21,19,17,15,15,15,13,12,11,10,10,8,21,36
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,37
,Rhea Powell,Amanda Mcillmurray,Marylouise Isaacson,Joe Celentano,Mariel J K Martin,Andi Perez,Micah Mahjoubian,Judi Golding Baker,Noam Kugelmass,Tom Young,Darrell L Clarke,Jon Geeting,Matthew D Myers,John Fetterman,Nina Ahmad,Mike Stack,Kathi Cozzone,Ray Sosa,2,37
Rhea Powell,0,48,51,31,40,37,35,30,28,27,22,21,9,23,24,11,9,0,3,37
Amanda Mcillmurray,,1,43,24,34,34,31,32,25,22,17,15,13,19,24,11,6,0,4,37
Marylouise Isaacson,,,1,28,39,36,32,32,28,28,19,18,13,22,22,8,5,0,5,37
Joe Celentano,,,,2,22,19,20,12,21,23,7,18,11,13,13,13,9,0,6,37
Mariel J K Martin,,,,,0,31,27,26,17,17,16,12,10,11,20,7,7,0,7,37
Andi Perez,,,,,,0,30,25,20,17,16,10,10,13,24,4,2,0,8,37
Micah Mahjoubian,,,,,,,0,18,25,17,10,11,7,10,22,6,3,0,9,37
Judi Golding Baker,,,,,,,,0,16,12,13,9,10,12,17,3,3,0,10,37
Noam Kugelmass,,,,,,,,,0,22,9,13,6,16,11,6,2,0,11,37
Tom Young,,,,,,,,,,0,9,13,7,15,9,6,3,1,12,37
Darrell L Clarke,,,,,,,,,,,0,6,5,10,10,2,1,0,13,37
Jon Geeting,,,,,,,,,,,,0,3,16,5,3,0,0,14,37
Matthew D Myers,,,,,,,,,,,,,0,5,6,4,2,0,15,37
John Fetterman,,,,,,,,,,,,,,7,0,0,0,0,16,37
Nina Ahmad,,,,,,,,,,,,,,,6,0,0,0,17,37
Mike Stack,,,,,,,,,,,,,,,,9,0,0,18,37
Kathi Cozzone,,,,,,,,,,,,,,,,,2,0,19,37
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,37
Total,68,62,59,51,45,43,41,36,35,34,24,24,18,38,37,28,19,1,21,37
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,38
,Rhea Powell,Marylouise Isaacson,Amanda Mcillmurray,Joe Celentano,Andi Perez,Mariel J K Martin,Tom Young,Judi Golding Baker,Micah Mahjoubian,Noam Kugelmass,Matthew D Myers,Darrell L Clarke,Jon Geeting,Nina Ahmad,Mike Stack,John Fetterman,Kathi Cozzone,Ray Sosa,2,38
Rhea Powell,0,40,36,28,31,26,31,29,29,30,14,16,15,26,16,8,8,0,3,38
Marylouise Isaacson,,0,38,26,27,26,28,28,29,24,12,15,12,26,10,8,9,0,4,38
Amanda Mcillmurray,,,1,22,25,26,22,28,21,22,16,14,10,21,8,11,8,0,5,38
Joe Celentano,,,,1,21,19,26,14,21,24,10,10,10,12,21,7,5,0,6,38
Andi Perez,,,,,0,23,19,18,23,24,9,11,13,20,10,6,4,0,7,38
Mariel J K Martin,,,,,,0,15,22,17,20,10,15,5,19,7,7,4,0,8,38
Tom Young,,,,,,,0,16,19,23,10,9,13,12,12,6,8,0,9,38
Judi Golding Baker,,,,,,,,0,16,15,14,15,8,21,8,3,6,0,10,38
Micah Mahjoubian,,,,,,,,,0,25,9,12,10,21,5,7,4,0,11,38
Noam Kugelmass,,,,,,,,,,0,9,10,13,17,9,8,3,0,12,38
Matthew D Myers,,,,,,,,,,,1,11,6,8,13,2,2,0,13,38
Darrell L Clarke,,,,,,,,,,,,1,5,14,7,1,0,0,14,38
Jon Geeting,,,,,,,,,,,,,0,8,7,3,2,0,15,38
Nina Ahmad,,,,,,,,,,,,,,8,0,0,0,0,16,38
Mike Stack,,,,,,,,,,,,,,,5,0,0,0,17,38
John Fetterman,,,,,,,,,,,,,,,,6,0,0,18,38
Kathi Cozzone,,,,,,,,,,,,,,,,,0,0,19,38
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,38
Total,59,55,50,46,40,40,39,38,37,37,27,25,20,43,38,21,18,0,21,38
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,39
,Tom Young,Marylouise Isaacson,Darrell L Clarke,Mariel J K Martin,Andi Perez,Micah Mahjoubian,Matthew D Myers,Joe Celentano,Rhea Powell,Amanda Mcillmurray,Noam Kugelmass,Jon Geeting,Judi Golding Baker,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,39
Tom Young,0,41,37,39,40,37,36,14,16,12,10,12,8,36,8,3,5,0,3,39
Marylouise Isaacson,,0,39,40,38,35,36,18,18,16,7,9,11,34,7,7,2,0,4,39
Darrell L Clarke,,,0,36,34,32,39,13,13,9,7,6,9,36,3,6,0,0,5,39
Mariel J K Martin,,,,0,38,36,34,13,14,12,7,7,8,31,5,6,3,0,6,39
Andi Perez,,,,,0,37,33,11,13,6,8,10,8,32,4,4,4,0,7,39
Micah Mahjoubian,,,,,,1,31,7,10,6,7,6,4,30,1,5,5,0,8,39
Matthew D Myers,,,,,,,0,11,10,6,5,6,5,35,3,2,1,0,9,39
Joe Celentano,,,,,,,,2,19,16,13,12,10,12,11,5,3,1,10,39
Rhea Powell,,,,,,,,,0,17,14,15,13,7,11,9,5,0,11,39
Amanda Mcillmurray,,,,,,,,,,0,9,7,10,5,8,6,1,0,12,39
Noam Kugelmass,,,,,,,,,,,0,8,4,4,6,4,3,0,13,39
Jon Geeting,,,,,,,,,,,,0,6,5,6,1,4,0,14,39
Judi Golding Baker,,,,,,,,,,,,,0,4,4,5,1,0,15,39
Mike Stack,,,,,,,,,,,,,,4,0,0,0,0,16,39
John Fetterman,,,,,,,,,,,,,,,4,0,0,0,17,39
Nina Ahmad,,,,,,,,,,,,,,,,3,0,0,18,39
Kathi Cozzone,,,,,,,,,,,,,,,,,2,0,19,39
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,39
Total,53,51,46,46,45,43,42,34,32,20,17,16,14,51,18,13,11,1,21,39
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,40
,Rhea Powell,Tom Young,Micah Mahjoubian,Joe Celentano,Judi Golding Baker,Noam Kugelmass,Amanda Mcillmurray,Mariel J K Martin,Marylouise Isaacson,Andi Perez,Darrell L Clarke,Matthew D Myers,Jon Geeting,Nina Ahmad,Mike Stack,John Fetterman,Kathi Cozzone,Ray Sosa,2,40
Rhea Powell,0,14,10,12,11,12,10,9,8,9,5,5,4,7,7,5,2,1,3,40
Tom Young,,0,11,12,10,10,8,8,8,6,4,3,3,6,7,3,3,1,4,40
Micah Mahjoubian,,,0,11,8,9,6,8,8,5,5,4,2,4,4,3,6,0,5,40
Joe Celentano,,,,0,8,11,8,7,4,4,4,5,4,5,3,2,4,1,6,40
Judi Golding Baker,,,,,0,8,10,10,9,6,7,5,4,6,3,3,1,1,7,40
Noam Kugelmass,,,,,,0,6,5,3,3,3,5,4,4,1,3,4,1,8,40
Amanda Mcillmurray,,,,,,,0,8,8,5,5,4,4,5,4,3,0,1,9,40
Mariel J K Martin,,,,,,,,0,9,9,7,5,3,6,5,1,1,0,10,40
Marylouise Isaacson,,,,,,,,,0,7,6,3,1,4,5,3,0,0,11,40
Andi Perez,,,,,,,,,,0,4,3,2,6,3,1,0,0,12,40
Darrell L Clarke,,,,,,,,,,,0,3,1,4,4,1,0,1,13,40
Matthew D Myers,,,,,,,,,,,,1,3,5,1,0,1,0,14,40
Jon Geeting,,,,,,,,,,,,,0,2,1,1,1,1,15,40
Nina Ahmad,,,,,,,,,,,,,,5,0,0,0,0,16,40
Mike Stack,,,,,,,,,,,,,,,0,0,0,0,17,40
John Fetterman,,,,,,,,,,,,,,,,3,0,0,18,40
Kathi Cozzone,,,,,,,,,,,,,,,,,0,0,19,40
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,40
Total,23,21,18,16,14,14,13,13,12,10,10,9,6,16,14,9,7,1,21,40
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,41
,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,Joe Celentano,Rhea Powell,Mariel J K Martin,Marylouise Isaacson,Andi Perez,Amanda Mcillmurray,Micah Mahjoubian,Tom Young,Matthew D Myers,Darrell L Clarke,Judi Golding Baker,Noam Kugelmass,Jon Geeting,2,41
Mike Stack,6,0,0,0,0,13,11,5,9,10,6,10,10,9,8,5,5,6,3,41
Nina Ahmad,,3,0,0,0,3,5,7,6,4,5,6,2,1,5,5,3,0,4,41
John Fetterman,,,2,0,0,4,5,2,2,3,3,1,2,2,1,0,2,2,5,41
Kathi Cozzone,,,,0,0,2,4,4,3,0,2,0,2,0,1,1,0,0,6,41
Ray Sosa,,,,,1,1,0,1,0,1,1,0,0,1,1,1,0,1,7,41
Joe Celentano,,,,,,3,14,11,12,13,10,11,13,7,7,4,8,9,8,41
Rhea Powell,,,,,,,0,13,15,14,15,12,12,5,7,11,10,9,9,41
Mariel J K Martin,,,,,,,,0,16,13,11,11,9,7,10,8,6,4,10,41
Marylouise Isaacson,,,,,,,,,0,13,12,11,12,6,8,7,7,7,11,41
Andi Perez,,,,,,,,,,0,10,13,12,7,7,6,7,10,12,41
Amanda Mcillmurray,,,,,,,,,,,0,7,8,3,6,9,7,7,13,41
