col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Member Of The Democratic State Committee 4th Senatorial District,,,,All
,Jaime Bouldin,David Rodriguez,Sharon Vaughn,Barbara Carroll,Humberto Perez,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,Robert Taylor,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,All
Jaime Bouldin,115,547,526,519,521,496,480,465,450,0,0,0,0,All
David Rodriguez,,69,526,525,530,507,479,459,447,0,0,0,0,All
Sharon Vaughn,,,28,581,502,544,489,466,457,0,0,0,0,All
Barbara Carroll,,,,29,500,540,486,467,450,0,0,0,0,All
Humberto Perez,,,,,49,471,459,440,427,0,0,0,0,All
Latrice Y Bryant,,,,,,45,465,455,450,0,0,0,0,All
Dustin Morris,,,,,,,4,452,443,0,0,0,0,All
Jonathan M Gary,,,,,,,,3,443,0,0,0,0,All
Robert Taylor,,,,,,,,,3,0,0,0,0,All
Sherrie Cohen,,,,,,,,,,146,327,329,313,All
Qasim Rashad,,,,,,,,,,,81,325,310,All
Carla Cain,,,,,,,,,,,,46,311,All
Chris Rabb,,,,,,,,,,,,,44,All
Total,722,675,649,646,636,628,513,490,479,502,433,394,374,All
,Member Of The Democratic State Committee 4th Senatorial District,,,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,1
,Sherrie Cohen,Carla Cain,Qasim Rashad,Chris Rabb,Barbara Carroll,David Rodriguez,Dustin Morris,Humberto Perez,Jaime Bouldin,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,Sharon Vaughn,1
Sherrie Cohen,18,34,31,27,0,0,0,0,0,0,0,0,0,1
Carla Cain,,7,29,28,0,0,0,0,0,0,0,0,0,1
Qasim Rashad,,,7,27,0,0,0,0,0,0,0,0,0,1
Chris Rabb,,,,2,0,0,0,0,0,0,0,0,0,1
Barbara Carroll,,,,,0,0,0,0,0,0,0,0,0,1
David Rodriguez,,,,,,0,0,0,0,0,0,0,0,1
Dustin Morris,,,,,,,0,0,0,0,0,0,0,1
Humberto Perez,,,,,,,,0,0,0,0,0,0,1
Jaime Bouldin,,,,,,,,,0,0,0,0,0,1
Jonathan M Gary,,,,,,,,,,0,0,0,0,1
Latrice Y Bryant,,,,,,,,,,,0,0,0,1
Robert Taylor,,,,,,,,,,,,0,0,1
Sharon Vaughn,,,,,,,,,,,,,0,1
Total,55,42,39,30,0,0,0,0,0,0,0,0,0,1
,Member Of The Democratic State Committee 4th Senatorial District,,,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,2
,Carla Cain,Qasim Rashad,Sherrie Cohen,Chris Rabb,Barbara Carroll,David Rodriguez,Dustin Morris,Humberto Perez,Jaime Bouldin,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,Sharon Vaughn,2
Carla Cain,11,25,24,24,0,0,0,0,0,0,0,0,0,2
Qasim Rashad,,8,25,25,0,0,0,0,0,0,0,0,0,2
Sherrie Cohen,,,8,24,0,0,0,0,0,0,0,0,0,2
Chris Rabb,,,,2,0,0,0,0,0,0,0,0,0,2
Barbara Carroll,,,,,0,0,0,0,0,0,0,0,0,2
David Rodriguez,,,,,,0,0,0,0,0,0,0,0,2
Dustin Morris,,,,,,,0,0,0,0,0,0,0,2
Humberto Perez,,,,,,,,0,0,0,0,0,0,2
Jaime Bouldin,,,,,,,,,0,0,0,0,0,2
Jonathan M Gary,,,,,,,,,,0,0,0,0,2
Latrice Y Bryant,,,,,,,,,,,0,0,0,2
Robert Taylor,,,,,,,,,,,,0,0,2
Sharon Vaughn,,,,,,,,,,,,,0,2
Total,36,35,34,28,0,0,0,0,0,0,0,0,0,2
,Member Of The Democratic State Committee 4th Senatorial District,,,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,3
,Sherrie Cohen,Chris Rabb,Carla Cain,Qasim Rashad,Barbara Carroll,David Rodriguez,Dustin Morris,Humberto Perez,Jaime Bouldin,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,Sharon Vaughn,3
Sherrie Cohen,8,13,11,11,0,0,0,0,0,0,0,0,0,3
Chris Rabb,,5,11,11,0,0,0,0,0,0,0,0,0,3
Carla Cain,,,3,10,0,0,0,0,0,0,0,0,0,3
Qasim Rashad,,,,1,0,0,0,0,0,0,0,0,0,3
Barbara Carroll,,,,,0,0,0,0,0,0,0,0,0,3
David Rodriguez,,,,,,0,0,0,0,0,0,0,0,3
Dustin Morris,,,,,,,0,0,0,0,0,0,0,3
Humberto Perez,,,,,,,,0,0,0,0,0,0,3
Jaime Bouldin,,,,,,,,,0,0,0,0,0,3
Jonathan M Gary,,,,,,,,,,0,0,0,0,3
Latrice Y Bryant,,,,,,,,,,,0,0,0,3
Robert Taylor,,,,,,,,,,,,0,0,3
Sharon Vaughn,,,,,,,,,,,,,0,3
Total,21,18,14,12,0,0,0,0,0,0,0,0,0,3
,Member Of The Democratic State Committee 4th Senatorial District,,,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,4
,Sherrie Cohen,Chris Rabb,Carla Cain,Qasim Rashad,Barbara Carroll,David Rodriguez,Dustin Morris,Humberto Perez,Jaime Bouldin,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,Sharon Vaughn,4
Sherrie Cohen,12,17,17,11,0,0,0,0,0,0,0,0,0,4
Chris Rabb,,3,18,11,0,0,0,0,0,0,0,0,0,4
Carla Cain,,,1,11,0,0,0,0,0,0,0,0,0,4
Qasim Rashad,,,,6,0,0,0,0,0,0,0,0,0,4
Barbara Carroll,,,,,0,0,0,0,0,0,0,0,0,4
David Rodriguez,,,,,,0,0,0,0,0,0,0,0,4
Dustin Morris,,,,,,,0,0,0,0,0,0,0,4
Humberto Perez,,,,,,,,0,0,0,0,0,0,4
Jaime Bouldin,,,,,,,,,0,0,0,0,0,4
Jonathan M Gary,,,,,,,,,,0,0,0,0,4
Latrice Y Bryant,,,,,,,,,,,0,0,0,4
Robert Taylor,,,,,,,,,,,,0,0,4
Sharon Vaughn,,,,,,,,,,,,,0,4
Total,29,21,19,17,0,0,0,0,0,0,0,0,0,4
,Member Of The Democratic State Committee 4th Senatorial District,,,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,5
,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,Barbara Carroll,David Rodriguez,Dustin Morris,Humberto Perez,Jaime Bouldin,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,Sharon Vaughn,5
Sherrie Cohen,18,54,53,49,0,0,0,0,0,0,0,0,0,5
Qasim Rashad,,10,53,50,0,0,0,0,0,0,0,0,0,5
Carla Cain,,,5,48,0,0,0,0,0,0,0,0,0,5
Chris Rabb,,,,5,0,0,0,0,0,0,0,0,0,5
Barbara Carroll,,,,,0,0,0,0,0,0,0,0,0,5
David Rodriguez,,,,,,0,0,0,0,0,0,0,0,5
