col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Representative In Congress 3rd District - Democrat,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,All
,Dwight Evans,Kevin Johnson,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Sharon Vaughn,Latrice Y Bryant,Dustin Morris,Robert Taylor,Jonathan M Gary,All
Dwight Evans,"2,270",0,"4,319","3,697","3,514","3,222","3,177","2,879","2,589","2,461","2,425",All
Kevin Johnson,,438,990,926,876,858,804,735,668,626,635,All
Jaime Bouldin,,,103,"3,821","3,716","3,322","3,307","3,094","2,995","2,876","2,934",All
David Rodriguez,,,,45,"3,805","3,283","3,282","3,096","2,991","2,883","2,910",All
Humberto Perez,,,,,37,"3,197","3,201","3,003","2,929","2,825","2,855",All
Barbara Carroll,,,,,,18,"3,645","3,336","3,055","2,934","2,970",All
Sharon Vaughn,,,,,,,18,"3,351","3,069","2,935","2,956",All
Latrice Y Bryant,,,,,,,,8,"2,888","2,894","2,924",All
Dustin Morris,,,,,,,,,22,"2,784","2,815",All
Robert Taylor,,,,,,,,,,3,"2,828",All
Jonathan M Gary,,,,,,,,,,,2,All
Total,"8,546","1,950","5,518","4,774","4,525","4,193","4,087","3,705","3,342","3,141","3,131",All
